Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																														
Дата голосования: 04.12.2011																																														
																																														
"Наименование Избирательной комиссии:    Томск, Советская"																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39					
1	"Число избирателей, внесенных в список избирателей"	83326	2741	2844	2148	1822	2024	2234	1423	1963	2171	2181	2540	1478	2753	2883	2223	2208	1746	2218	1794	748	2793	2825	2152	2148	2450	2865	1622	1488	1679	2269	2268	2173	2482	1454	2172	1476	2988	2060	1820					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	71900	2500	2500	2000	1500	1500	1500	1400	1700	1800	1800	2000	1300	2000	2500	2000	2200	1500	2000	1500	900	2500	2500	2000	2000	2000	2500	1500	1300	1500	2000	2000	2000	2000	1200	2000	1300	2500	1500	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	38735	1492	1669	1040	896	1000	825	453	974	1073	863	1096	576	1269	1323	1016	1089	709	1093	867	632	1333	1296	959	1068	1218	1401	890	542	813	1193	1108	1064	921	697	771	779	1317	924	486					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	818	8	24	13	26	17	27	28	13	8	15	14	14	19	35	50	4	17	20	9	0	17	20	16	24	24	25	47	7	15	23	31	13	56	20	21	8	41	20	29					
6	Число погашенных избирательных бюллетеней	32347	1000	807	947	578	483	648	919	713	719	922	890	710	712	1142	934	1107	774	887	624	268	1150	1184	1025	908	758	1074	563	751	672	784	861	923	1023	483	1208	513	1142	556	985					
7	Число избирательных бюллетеней в переносных ящиках для голосования	818	8	24	13	26	17	27	28	13	8	15	14	14	19	35	50	4	17	20	9	0	17	20	16	24	24	25	47	7	15	23	31	13	56	20	21	8	41	20	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38684	1488	1668	1040	896	1000	824	453	974	1073	863	1096	575	1269	1323	1016	1089	709	1090	867	632	1332	1296	959	1044	1216	1401	890	540	813	1190	1108	1061	917	696	771	778	1317	924	486					
9	Число недействительных избирательных бюллетеней	853	46	64	22	22	17	16	6	23	18	13	22	8	27	35	25	20	15	15	21	11	29	22	28	18	20	44	20	9	21	25	15	31	26	22	15	22	19	14	7					
10	Число действительных избирательных бюллетеней	38649	1450	1628	1031	900	1000	835	475	964	1063	865	1088	581	1261	1323	1041	1073	711	1095	855	621	1320	1294	947	1050	1220	1382	917	538	807	1188	1124	1043	947	694	777	764	1339	930	508					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1310	30	40	40	35	20	20	20	35	35	30	30	30	40	45	20	35	35	40	45	20	50	50	40	45	35	45	30	25	25	30	40	30	30	20	45	30	45	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1069	24	36	29	30	18	19	11	32	28	25	24	19	31	33	20	35	26	37	38	4	38	38	30	32	33	40	25	21	23	24	30	25	29	17	42	30	37	22	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	515	12	4	5	13	15	53	9	13	12	8	17	2	17	12	10	7	5	20	8	8	20	14	10	6	14	19	18	10	17	21	8	11	13	12	8	13	30	11	10					
14	Число погашенных неиспользованных открепительных удостоверений	241	6	4	11	5	2	1	9	3	7	5	6	11	9	12	0	0	9	3	7	16	12	12	10	13	2	5	5	4	2	6	10	5	1	3	3	0	8	8	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5833	248	264	157	98	157	103	67	150	131	119	196	86	222	206	168	150	86	159	136	65	197	206	135	152	217	223	136	57	140	189	163	144	161	108	98	115	205	160	59					
		14.77%	16.58%	15.60%	14.91%	10.63%	15.44%	12.10%	13.93%	15.20%	12.12%	13.55%	17.66%	14.60%	17.24%	15.17%	15.76%	13.72%	11.85%	14.32%	15.53%	10.28%	14.60%	15.65%	13.85%	14.23%	17.50%	15.64%	14.51%	10.42%	16.91%	15.58%	14.31%	13.41%	16.55%	15.08%	12.37%	14.63%	15.10%	16.95%	11.46%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6914	200	236	197	175	189	187	101	176	213	193	211	129	238	267	194	195	128	184	179	108	218	221	174	167	199	247	133	101	142	175	155	199	152	99	140	160	243	177	112					
		17.50%	13.37%	13.95%	18.71%	18.98%	18.58%	21.97%	20.99%	17.83%	19.70%	21.98%	19.01%	21.90%	18.48%	19.66%	18.20%	17.84%	17.63%	16.58%	20.43%	17.09%	16.16%	16.79%	17.85%	15.64%	16.05%	17.32%	14.19%	18.46%	17.15%	14.43%	13.61%	18.53%	15.62%	13.83%	17.68%	20.36%	17.89%	18.75%	21.75%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	754	30	49	23	22	17	14	4	21	20	24	20	17	19	37	20	21	18	30	21	10	22	32	19	19	13	23	11	8	19	23	13	20	13	8	11	12	24	17	10					
		1.91%	2.01%	2.90%	2.18%	2.39%	1.67%	1.65%	0.83%	2.13%	1.85%	2.73%	1.80%	2.89%	1.48%	2.72%	1.88%	1.92%	2.48%	2.70%	2.40%	1.58%	1.63%	2.43%	1.95%	1.78%	1.05%	1.61%	1.17%	1.46%	2.29%	1.90%	1.14%	1.86%	1.34%	1.12%	1.39%	1.53%	1.77%	1.80%	1.94%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10332	396	427	272	254	283	222	129	276	274	236	266	145	299	356	290	305	204	315	215	57	281	361	248	331	349	328	266	144	190	352	309	244	248	238	219	234	387	227	155					
		26.16%	26.47%	25.24%	25.83%	27.55%	27.83%	26.09%	26.82%	27.96%	25.35%	26.88%	23.96%	24.62%	23.21%	26.22%	27.20%	27.90%	28.10%	28.38%	24.54%	9.02%	20.83%	27.43%	25.44%	30.99%	28.15%	23.00%	28.39%	26.33%	22.95%	29.02%	27.13%	22.72%	25.49%	33.24%	27.65%	29.77%	28.50%	24.05%	30.10%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3420	237	231	77	71	73	57	27	70	93	65	87	36	111	81	79	80	53	64	68	22	105	134	59	88	110	135	75	47	74	137	141	135	103	66	53	56	98	88	34					
		8.66%	15.84%	13.65%	7.31%	7.70%	7.18%	6.70%	5.61%	7.09%	8.60%	7.40%	7.84%	6.11%	8.62%	5.96%	7.41%	7.32%	7.30%	5.77%	7.76%	3.48%	7.78%	10.18%	6.05%	8.24%	8.87%	9.47%	8.00%	8.59%	8.94%	11.29%	12.38%	12.57%	10.59%	9.22%	6.69%	7.12%	7.22%	9.32%	6.60%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10782	308	385	296	262	268	243	142	255	320	217	295	165	349	365	283	299	212	325	226	347	481	327	292	276	317	402	280	173	229	297	326	268	255	163	237	168	357	242	130					
		27.29%	20.59%	22.75%	28.11%	28.42%	26.35%	28.55%	29.52%	25.84%	29.60%	24.72%	26.58%	28.01%	27.10%	26.88%	26.55%	27.36%	29.20%	29.28%	25.80%	54.91%	35.66%	24.85%	29.95%	25.84%	25.56%	28.19%	29.88%	31.63%	27.66%	24.48%	28.62%	24.95%	26.21%	22.77%	29.92%	21.37%	26.29%	25.64%	25.24%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	614	31	36	9	18	13	9	5	16	12	11	13	3	23	11	7	23	10	18	10	12	16	13	20	17	15	24	16	8	13	15	17	33	15	12	19	19	25	19	8					
		1.55%	2.07%	2.13%	0.85%	1.95%	1.28%	1.06%	1.04%	1.62%	1.11%	1.25%	1.17%	0.51%	1.79%	0.81%	0.66%	2.10%	1.38%	1.62%	1.14%	1.90%	1.19%	0.99%	2.05%	1.59%	1.21%	1.68%	1.71%	1.46%	1.57%	1.24%	1.49%	3.07%	1.54%	1.68%	2.40%	2.42%	1.84%	2.01%	1.55%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
