Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Кировская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542					
1	"Число избирателей, внесенных в списки"	49440	2773	2815	2335	2864	2146	2559	1514	1391	111	2345	1702	1697	2161	1643	2104	2379	2064	2139	2142	2090	1841	2156	669	2885	915					
2	"Число бюллетеней, полученных участковыми комиссиями"	45500	2500	2600	2100	2600	2000	2300	1400	1300	100	2100	1500	1500	2000	1500	2000	2200	2000	2000	2000	2000	1700	2000	600	2600	900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21200	987	1126	937	1081	780	897	458	510	94	938	707	644	935	925	1021	1193	983	988	1014	891	898	1019	379	1247	548					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1028	18	87	35	76	44	44	30	10	0	63	27	36	30	26	72	77	40	32	37	44	28	41	37	79	15					
6	Число погашенных бюллетеней	23272	1495	1387	1128	1443	1176	1359	912	780	6	1099	766	820	1035	549	907	930	977	980	949	1065	774	940	184	1274	337					
7	Число бюллетеней в переносных ящиках для голосования	1028	18	87	35	76	44	44	30	10	0	63	27	36	30	26	72	77	40	32	37	44	28	41	37	79	15					
8	Число бюллетеней в стационарных ящиках для голосования	21195	986	1125	937	1081	780	897	458	510	94	938	707	644	935	925	1021	1193	983	988	1011	891	898	1019	379	1247	548					
9	Число недействительных бюллетеней	449	24	13	44	16	10	23	9	7	0	28	30	8	24	23	7	28	13	30	17	34	9	3	3	35	11					
10	Число действительных бюллетеней	21774	980	1199	928	1141	814	918	479	513	94	973	704	672	941	928	1086	1242	1010	990	1031	901	917	1057	413	1291	552					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	240	10	10	10	10	10	10	10	10	0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	44	0	0	0	2	1	3	2	1	0	5	1	1	1	0	4	4	1	1	0	2	2	1	0	8	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	55	0	0	2	1	0	3	3	2	2	0	0	0	3	1	0	2	2	5	2	1	1	2	1	22	0					
14	Число погашенных открепительных удостоверений	196	10	10	10	8	9	7	8	9	0	5	9	9	9	10	6	6	9	9	10	8	8	9	10	2	6					
15	Число открепительных удостоверений выданных ТИК	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	358	16	10	13	19	18	11	4	7	1	19	16	7	18	23	10	22	16	12	13	27	20	15	6	16	19					
		1.61%	1.59%	0.82%	1.33%	1.64%	2.18%	1.16%	0.81%	1.34%	1.06%	1.89%	2.17%	1.02%	1.86%	2.41%	0.91%	1.73%	1.56%	1.17%	1.24%	2.88%	2.15%	1.41%	1.44%	1.20%	3.37%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	179	23	10	13	8	9	7	1	5	1	3	4	2	6	7	6	9	7	7	7	8	14	11	3	5	3					
		0.80%	2.29%	0.82%	1.33%	0.69%	1.09%	0.74%	0.20%	0.96%	1.06%	0.29%	0.54%	0.29%	0.62%	0.73%	0.54%	0.70%	0.68%	0.68%	0.66%	0.85%	1.51%	1.03%	0.72%	0.37%	0.53%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	762	33	53	44	52	20	26	13	16	1	48	14	32	19	23	51	38	15	39	36	35	40	40	18	41	15					
		3.42%	3.28%	4.37%	4.52%	4.49%	2.42%	2.76%	2.66%	3.07%	1.06%	4.79%	1.90%	4.70%	1.96%	2.41%	4.66%	2.99%	1.46%	3.82%	3.43%	3.74%	4.31%	3.77%	4.32%	3.09%	2.66%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	389	28	29	18	17	23	21	29	14	0	6	4	5	11	9	10	27	14	24	16	20	12	21	2	20	9					
		1.75%	2.78%	2.39%	1.85%	1.46%	2.79%	2.23%	5.94%	2.69%	0.0%	0.59%	0.54%	0.73%	1.13%	0.94%	0.91%	2.12%	1.36%	2.35%	1.52%	2.13%	1.29%	1.98%	0.48%	1.50%	1.59%					
22	"5. ""За Русь Святую"""	114	8	13	6	6	2	6	1	2	0	2	3	2	6	7	6	12	0	4	5	2	5	6	2	7	1					
		0.51%	0.79%	1.07%	0.61%	0.51%	0.24%	0.63%	0.20%	0.38%	0.0%	0.19%	0.40%	0.29%	0.62%	0.73%	0.54%	0.94%	0.0%	0.39%	0.47%	0.21%	0.53%	0.56%	0.48%	0.52%	0.17%					
23	"6. ""Объединенная Российская партия ""Русь"""	68	6	1	0	1	2	6	2	0	0	4	3	0	8	3	2	3	2	0	3	1	2	6	1	7	5					
		0.30%	0.59%	0.08%	0.0%	0.08%	0.24%	0.63%	0.40%	0.0%	0.0%	0.39%	0.40%	0.0%	0.82%	0.31%	0.18%	0.23%	0.19%	0.0%	0.28%	0.10%	0.21%	0.56%	0.24%	0.52%	0.88%					
24	"7. ""Новый курс - Автомобильная Россия"""	112	10	5	4	11	4	3	3	0	1	4	5	2	3	2	5	5	3	4	2	11	8	6	2	8	1					
