Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Вуктыльская городская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
1	"Число избирателей, внесенных в списки"	14862	2408	2315	2330	2240	2305	319	205	1091	312	893	142	302					
2	"Число бюллетеней, полученных участковыми комиссиями"	14982	2370	2320	2350	2250	2340	326	209	1130	325	920	145	297					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	58	0	0	0	0	0	0	16	0	0	0	0	42					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7770	1253	1267	1205	1134	1107	179	111	604	191	475	94	150					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	180	54	23	11	11	15	1	8	26	6	15	5	5					
6	Число погашенных бюллетеней	6974	1063	1030	1134	1105	1218	146	74	500	128	430	46	100					
7	Число бюллетеней в переносных ящиках для голосования	238	54	23	11	11	15	1	24	26	6	15	5	47					
8	Число бюллетеней в стационарных ящиках для голосования	7769	1253	1267	1205	1133	1107	179	111	604	191	475	94	150					
9	Число недействительных бюллетеней	93	13	13	13	15	12	6	2	5	2	10	1	1					
10	Число действительных бюллетеней	7914	1294	1277	1203	1129	1110	174	133	625	195	480	98	196					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	690	90	85	85	85	85	30	30	55	30	55	30	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	115	17	17	17	17	26	5	2	2	0	10	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	33	2	4	2	7	4	1	1	1	1	1	2	7					
14	Число погашенных открепительных удостоверений	575	73	68	68	68	59	25	28	53	30	45	30	28					
15	Число открепительных удостоверений выданных ТИК	8	0	3	0	0	2	3	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	"1. ""ЕДИНЕНИЕ"""	112	8	14	16	16	15	1	1	6	5	18	5	7					
		1.39%	0.61%	1.08%	1.31%	1.39%	1.33%	0.55%	0.74%	0.95%	2.53%	3.67%	5.05%	3.55%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	229	40	58	37	41	30	0	1	9	0	11	0	2					
		2.85%	3.06%	4.49%	3.04%	3.58%	2.67%	0.0%	0.74%	1.42%	0.0%	2.24%	0.0%	1.01%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	391	55	70	64	59	50	9	3	27	16	20	7	11					
		4.88%	4.20%	5.42%	5.26%	5.15%	4.45%	5.0%	2.22%	4.28%	8.12%	4.08%	7.07%	5.58%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	224	43	55	44	24	36	0	1	14	0	2	3	2					
		2.79%	3.28%	4.26%	3.61%	2.09%	3.20%	0.0%	0.74%	2.22%	0.0%	0.40%	3.03%	1.01%					
22	"5. ""За Русь Святую"""	31	1	7	3	5	4	1	0	7	1	1	0	1					
		0.38%	0.07%	0.54%	0.24%	0.43%	0.35%	0.55%	0.0%	1.11%	0.50%	0.20%	0.0%	0.50%					
23	"6. ""Объединенная Российская партия ""Русь"""	13	3	1	0	1	2	0	0	2	0	2	1	1					
		0.16%	0.22%	0.07%	0.0%	0.08%	0.17%	0.0%	0.0%	0.31%	0.0%	0.40%	1.01%	0.50%					
24	"7. ""Новый курс - Автомобильная Россия"""	60	16	11	12	9	6	0	0	2	1	3	0	0					
		0.74%	1.22%	0.85%	0.98%	0.78%	0.53%	0.0%	0.0%	0.31%	0.50%	0.61%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	15	1	2	1	3	2	1	1	1	1	1	0	1					
		0.18%	0.07%	0.15%	0.08%	0.26%	0.17%	0.55%	0.74%	0.15%	0.50%	0.20%	0.0%	0.50%					
26	"9. ""Российская экологическая партия ""Зеленые"""	33	3	9	4	9	3	0	0	1	0	3	1	0					
		0.41%	0.22%	0.69%	0.32%	0.78%	0.26%	0.0%	0.0%	0.15%	0.0%	0.61%	1.01%	0.0%					
27	"10. ""Аграрная партия России"""	230	31	32	33	34	22	15	2	19	10	19	2	11					
		2.87%	2.37%	2.48%	2.71%	2.97%	1.96%	8.33%	1.48%	3.01%	5.07%	3.87%	2.02%	5.58%					
28	"11. ""Истинные патриоты России"""	9	2	1	2	2	1	0	0	0	0	1	0	0					
		0.11%	0.15%	0.07%	0.16%	0.17%	0.08%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	158	37	36	22	22	17	2	2	8	3	6	1	2					
		1.97%	2.83%	2.79%	1.80%	1.92%	1.51%	1.11%	1.48%	1.26%	1.52%	1.22%	1.01%	1.01%					
30	"13. ""Демократическая партия России"""	33	5	4	7	3	4	0	0	5	1	3	0	1					
