Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Крутинская																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354					
1	"Число избирателей, внесенных в списки"	15060	1626	1303	1300	1331	76	269	88	207	139	767	124	196	105	385	143	73	28	663	148	78	66	624	123	65	121	83	798	185	112	75	230	61	105	37	582	127	96	72	1120	71	56	179	94	61	457	135	132	64	37	43					
2	"Число бюллетеней, полученных участковыми комиссиями"	14310	1500	1200	1200	1200	100	256	88	201	146	750	131	195	105	350	143	72	34	600	146	80	72	600	120	67	120	85	750	189	112	74	220	61	107	38	550	125	98	91	1000	77	55	179	98	63	450	133	128	66	40	45					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10481	952	750	634	813	73	232	78	148	137	552	122	195	105	249	109	55	28	384	115	60	44	576	116	64	118	82	544	105	106	62	153	51	92	25	416	83	91	61	840	68	39	154	85	56	342	112	97	39	30	39					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	563	44	28	53	23	0	0	2	10	0	45	2	0	0	47	11	10	0	74	15	8	6	9	3	0	0	1	8	13	0	0	21	0	8	0	29	0	0	0	55	0	1	0	0	0	22	0	12	3	0	0					
6	Число погашенных бюллетеней	3266	504	422	513	364	27	24	8	43	9	153	7	0	0	54	23	7	6	142	16	12	22	15	1	3	2	2	198	71	6	12	46	10	7	13	105	42	7	30	105	9	15	25	13	7	86	21	19	24	10	6					
7	Число бюллетеней в переносных ящиках для голосования	563	44	28	53	23	0	0	2	10	0	45	2	0	0	47	11	10	0	74	15	8	6	9	3	0	0	1	8	13	0	0	21	0	8	0	29	0	0	0	55	0	1	0	0	0	22	0	12	3	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	10480	952	750	634	813	73	232	78	148	137	552	122	195	105	249	109	55	28	384	115	60	44	576	116	64	118	82	544	105	106	62	152	51	92	25	416	83	91	61	840	68	39	154	85	56	342	112	97	39	30	39					
9	Число недействительных бюллетеней	127	14	9	9	21	0	6	0	2	1	8	1	2	0	5	4	0	0	3	1	0	2	12	0	0	0	0	0	7	0	0	6	0	0	0	1	0	1	0	6	0	1	1	1	0	2	0	0	1	0	0					
10	Число действительных бюллетеней	10916	982	769	678	815	73	226	80	156	136	589	123	193	105	291	116	65	28	455	129	68	48	573	119	64	118	83	552	111	106	62	167	51	100	25	444	83	90	61	889	68	39	153	84	56	362	112	109	41	30	39					
