Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																											
Дата голосования: 02.12.2007																																																											
																																																											
Наименование Избирательной комиссии:    Высокогорская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1293	УИК №1294	УИК №1295	УИК №1296	УИК №1297	УИК №1298	УИК №1299	УИК №1300	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344					
1	"Число избирателей, внесенных в списки избирателей"	34940	330	137	145	476	270	333	119	305	485	256	388	113	627	250	2273	1864	1611	1531	1589	491	1392	159	350	170	2067	1195	520	180	656	1528	531	276	390	334	862	625	216	394	469	289	191	200	393	1561	752	1345	623	190	1365	346	960	818					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	33346	330	137	145	476	270	333	121	306	485	256	388	114	627	251	2100	1600	1500	1400	1400	450	1280	160	350	170	2000	1100	520	180	600	1400	520	270	390	334	860	600	190	360	470	300	200	200	393	1500	730	1300	630	203	1350	368	900	829					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	30427	296	125	140	423	244	306	114	273	453	239	353	113	604	233	1994	1488	1270	1164	1209	417	1196	139	350	170	1791	1001	505	180	562	1193	499	264	366	317	802	522	165	333	428	236	163	190	343	1402	730	1246	608	178	1264	253	800	773					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1827	34	12	5	53	26	27	5	32	32	17	35	0	23	17	106	100	18	24	71	33	76	18	0	0	146	13	6	0	12	62	10	6	24	17	54	47	5	23	37	53	28	10	50	98	0	54	15	12	43	93	100	45					
6	Число погашенных избирательных бюллетеней	1092	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	12	212	212	120	0	8	3	0	0	63	86	9	0	26	145	11	0	0	0	4	31	20	4	5	11	9	0	0	0	0	0	7	13	43	22	0	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1827	34	12	5	53	26	27	5	32	32	17	35	0	23	17	106	100	18	24	71	33	76	18	0	0	146	13	6	0	12	62	10	6	24	17	54	47	5	23	37	53	28	10	50	98	0	54	15	12	43	93	100	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30427	296	125	140	423	244	306	114	273	453	239	353	113	604	233	1994	1488	1270	1164	1209	417	1196	139	350	170	1791	1001	505	180	562	1193	499	264	366	317	802	522	165	333	428	236	163	190	343	1402	730	1246	608	178	1264	253	800	773					
9	Число недействительных избирательных бюллетеней	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	3	0	0	0	11	0	0	1	1	9	0					
10	Число действительных избирательных бюллетеней	32206	330	137	145	476	270	333	119	305	485	256	388	113	627	250	2100	1585	1282	1188	1280	450	1268	157	350	170	1937	1009	511	180	574	1255	509	270	390	334	856	567	170	353	465	289	191	197	393	1500	730	1289	623	190	1306	345	891	818					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	694	10	10	10	10	5	5	5	5	8	2	5	1	6	4	14	25	20	20	35	17	35	5	10	5	40	15	15	0	35	47	15	8	5	7	10	8	5	10	10	10	10	10	10	10	10	25	11	1	20	20	20	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	568	10	5	5	8	1	5	2	2	8	2	0	1	6	2	14	25	20	20	24	15	35	5	0	0	32	15	15	0	16	47	13	7	5	7	10	8	2	10	10	10	10	2	7	10	8	21	11	1	20	13	20	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	317	3	0	2	4	1	8	1	4	7	2	1	0	7	1	11	15	9	24	4	6	17	2	2	1	48	5	2	0	9	8	6	7	4	13	8	5	10	9	4	0	2	0	7	0	0	6	3	2	11	0	9	7					
14	Число погашенных неиспользованных открепительных удостоверений	126	0	5	5	2	4	0	3	3	0	0	5	0	0	2	0	0	0	0	11	2	0	0	10	5	8	0	0	0	19	0	2	1	0	0	0	0	3	0	0	0	0	8	3	0	2	4	0	0	0	7	0	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	1.Политическая партия «Аграрная партия России»	147	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	20	22	15	14	5	8	0	1	1	12	3	0	0	3	8	3	0	0	0	5	0	1	1	2	0	0	0	0	1	3	1	0	0	2	0	0	10					
		0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	1.26%	1.71%	1.26%	1.09%	1.11%	0.63%	0.00%	0.29%	0.59%	0.62%	0.30%	0.00%	0.00%	0.52%	0.64%	0.59%	0.00%	0.00%	0.00%	0.58%	0.00%	0.59%	0.28%	0.43%	0.00%	0.00%	0.00%	0.00%	0.07%	0.41%	0.08%	0.00%	0.00%	0.15%	0.00%	0.00%	1.22%					
19	2.Всероссийская политическая партия «Гражданская Сила»	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	6	2	0	0	0	0	0	9	0	0	0	0	1	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.78%	0.51%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.08%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	4	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.08%	0.17%	0.31%	0.44%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	990	2	0	0	1	0	10	1	4	2	1	1	0	0	0	10	41	15	151	117	27	53	2	2	3	151	34	3	0	17	120	18	3	1	3	36	7	5	7	1	1	1	1	5	12	8	7	7	1	43	2	40	13					
		3.07%	0.61%	0.00%	0.00%	0.21%	0.00%	3.00%	0.84%	1.31%	0.41%	0.39%	0.26%	0.00%	0.00%	0.00%	0.48%	2.58%	1.16%	12.71%	9.14%	6.00%	4.17%	1.27%	0.57%	1.76%	7.80%	3.35%	0.59%	0.00%	2.96%	9.56%	3.54%	1.11%	0.26%	0.90%	4.21%	1.23%	2.94%	1.97%	0.22%	0.35%	0.52%	0.50%	1.27%	0.80%	1.10%	0.54%	1.12%	0.53%	3.29%	0.58%	4.44%	1.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	87	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	18	18	7	13	2	2	0	0	0	5	3	0	0	0	9	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	0	0	0	0	2	0					
		0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.13%	1.40%	0.59%	1.02%	0.44%	0.16%	0.00%	0.00%	0.00%	0.26%	0.30%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.59%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	1	4	2	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0					
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.54%	0.08%	0.31%	0.44%	0.00%	0.00%	0.00%	0.59%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.11%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	557	1	0	0	0	0	2	0	4	2	1	1	0	0	0	21	31	5	74	114	23	11	1	1	1	63	27	1	0	11	44	31	2	0	0	4	3	2	2	1	1	1	1	2	5	7	6	2	1	4	1	42	0					
		1.73%	0.30%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	1.31%	0.41%	0.39%	0.26%	0.00%	0.00%	0.00%	1.00%	1.95%	0.39%	6.23%	8.91%	5.11%	0.86%	0.64%	0.29%	0.59%	3.25%	2.66%	0.20%	0.00%	1.92%	3.51%	6.09%	0.74%	0.00%	0.00%	0.47%	0.53%	1.18%	0.56%	0.22%	0.35%	0.52%	0.50%	0.51%	0.33%	0.96%	0.46%	0.32%	0.53%	0.31%	0.29%	4.67%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	580	0	0	0	0	0	2	1	0	1	0	0	0	0	0	3	52	5	91	95	19	14	1	1	1	73	27	1	0	0	74	14	2	2	2	10	2	2	2	1	0	0	0	5	18	3	5	2	0	5	1	43	0					
		1.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.84%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	3.27%	0.39%	7.66%	7.42%	4.22%	1.10%	0.64%	0.29%	0.59%	3.77%	2.66%	0.20%	0.00%	0.00%	5.90%	2.75%	0.74%	0.51%	0.60%	1.17%	0.35%	1.18%	0.56%	0.22%	0.00%	0.00%	0.00%	1.27%	1.20%	0.41%	0.38%	0.32%	0.00%	0.38%	0.29%	4.78%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	47	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	5	4	6	2	1	0	0	1	6	1	1	0	0	4	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0					
		0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.25%	0.39%	0.34%	0.47%	0.44%	0.08%	0.00%	0.00%	0.59%	0.31%	0.10%	0.20%	0.00%	0.00%	0.32%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	29598	327	137	145	475	270	313	117	296	479	254	386	113	627	250	2058	1390	1174	826	901	363	1174	153	343	162	1589	911	504	180	543	989	434	262	387	329	801	551	155	337	460	287	189	195	381	1464	708	1261	610	188	1252	341	762	795					
		91.77%	99.09%	10.00%	10.00%	99.79%	10.00%	93.99%	98.32%	97.05%	98.76%	99.22%	99.48%	10.00%	10.00%	10.00%	98.00%	87.53%	91.15%	69.53%	70.39%	80.67%	92.30%	97.45%	98.00%	95.29%	82.03%	89.84%	98.63%	10.00%	94.60%	78.80%	85.27%	97.04%	99.23%	98.50%	93.57%	96.84%	91.18%	94.66%	98.92%	99.31%	98.95%	97.50%	96.95%	97.60%	96.99%	97.00%	97.91%	98.95%	95.79%	98.55%	84.67%	97.19%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	109	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	11	20	11	10	5	3	0	2	0	25	3	1	0	0	4	2	1	0	0	0	1	1	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0					
		0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.69%	1.55%	0.93%	0.78%	1.11%	0.24%	0.00%	0.57%	0.00%	1.29%	0.30%	0.20%	0.00%	0.00%	0.32%	0.39%	0.37%	0.00%	0.00%	0.00%	0.18%	0.59%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
