Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Путятинская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364					
1	"Число избирателей, внесенных в список избирателей"	6726	317	80	191	333	221	295	319	264	192	198	117	748	1334	1418	206	121	138	234					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6510	300	70	190	320	200	290	310	260	190	200	100	700	1300	1400	200	110	140	230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3111	185	49	63	155	82	144	147	105	68	73	56	390	576	746	67	53	54	98					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	727	26	18	30	36	27	35	40	36	25	46	36	103	85	54	41	15	17	57					
6	Число погашенных избирательных бюллетеней	2672	89	3	97	129	91	111	123	119	97	81	8	207	639	600	92	42	69	75					
7	Число избирательных бюллетеней в переносных ящиках для голосования	727	26	18	30	36	27	35	40	36	25	46	36	103	85	54	41	15	17	57					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3111	185	49	63	155	82	144	147	105	68	73	56	390	576	746	67	53	54	98					
9	Число недействительных избирательных бюллетеней	50	0	0	4	4	1	0	3	3	1	2	1	7	8	13	1	0	0	2					
10	Число действительных избирательных бюллетеней	3788	211	67	89	187	108	179	184	138	92	117	91	486	653	787	107	68	71	153					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	197	6	5	6	8	5	8	6	6	6	6	5	30	50	27	5	6	6	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	115	1	0	3	4	3	6	1	1	6	0	1	3	50	24	0	4	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	93	3	2	3	7	5	5	6	3	2	2	5	24	6	10	2	2	1	5					
14	Число погашенных неиспользованных открепительных удостоверений	82	5	5	3	4	2	2	5	5	0	6	4	27	0	3	5	2	3	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	465	31	3	13	25	11	20	12	15	3	14	16	53	72	122	24	5	10	16					
		12.12%	14.69%	4.48%	13.98%	13.09%	10.09%	11.17%	6.42%	10.64%	3.23%	11.76%	17.39%	10.75%	10.89%	15.25%	22.22%	7.35%	14.08%	10.32%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	630	19	2	23	38	17	32	33	25	5	14	8	48	142	155	20	11	4	34					
		16.41%	9.00%	2.99%	24.73%	19.90%	15.60%	17.88%	17.65%	17.73%	5.38%	11.76%	8.70%	9.74%	21.48%	19.38%	18.52%	16.18%	5.63%	21.94%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	53	2	0	0	0	2	0	5	3	0	1	2	7	8	19	0	0	0	4					
		1.38%	0.95%	0.00%	0.00%	0.00%	1.83%	0.00%	2.67%	2.13%	0.00%	0.84%	2.17%	1.42%	1.21%	2.38%	0.00%	0.00%	0.00%	2.58%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	601	24	2	14	33	10	22	27	25	12	9	20	93	107	154	12	13	15	9					
		15.66%	11.37%	2.99%	15.05%	17.28%	9.17%	12.29%	14.44%	17.73%	12.90%	7.56%	21.74%	18.86%	16.19%	19.25%	11.11%	19.12%	21.13%	5.81%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	63	1	2	0	2	0	3	2	4	2	3	0	6	14	20	0	2	0	2					
		1.64%	0.47%	2.99%	0.00%	1.05%	0.00%	1.68%	1.07%	2.84%	2.15%	2.52%	0.00%	1.22%	2.12%	2.50%	0.00%	2.94%	0.00%	1.29%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1959	134	58	38	89	68	102	104	66	70	76	45	275	304	312	51	37	42	88					
		51.04%	63.51%	86.57%	40.86%	46.60%	62.39%	56.98%	55.61%	46.81%	75.27%	63.87%	48.91%	55.78%	45.99%	39.00%	47.22%	54.41%	59.15%	56.77%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	17	0	0	1	0	0	0	1	0	0	0	0	4	6	5	0	0	0	0					
		0.44%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.81%	0.91%	0.63%	0.00%	0.00%	0.00%	0.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
