Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Светловская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467					
1	"Число избирателей, внесенных в список избирателей"	23145	1531	1396	1498	1449	1560	1694	1432	1411	1552	1575	1410	1522	1828	1585	1702					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22300	1500	1400	1400	1400	1500	1600	1400	1400	1500	1500	1400	1500	1800	1400	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12744	930	800	803	853	854	1056	740	807	809	948	793	740	876	765	970					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	289	24	9	39	16	11	10	26	12	14	10	29	37	13	16	23					
6	Число погашенных избирательных бюллетеней	9267	546	591	558	531	635	534	634	581	677	542	578	723	911	619	607					
7	Число избирательных бюллетеней в переносных ящиках для голосования	288	24	9	39	15	11	10	26	12	14	10	29	37	13	16	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12740	929	800	803	853	853	1056	740	807	809	948	793	739	876	764	970					
9	Число недействительных избирательных бюллетеней	218	17	10	16	27	19	11	14	9	15	17	12	9	12	10	20					
10	Число действительных избирательных бюллетеней	12810	936	799	826	841	845	1055	752	810	808	941	810	767	877	770	973					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	225	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	139	10	7	11	11	8	13	5	10	8	9	6	14	11	6	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	120	12	3	7	9	5	5	4	6	12	5	6	12	8	21	5					
14	Число погашенных неиспользованных открепительных удостоверений	86	5	8	4	4	7	2	10	5	7	6	9	1	4	9	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1787	110	103	118	124	122	183	103	111	134	144	125	114	99	81	116					
		13.72%	11.54%	12.73%	14.01%	14.29%	14.12%	17.17%	13.45%	13.55%	16.28%	15.03%	15.21%	14.69%	11.14%	10.38%	11.68%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2172	164	128	129	158	138	166	142	135	133	122	104	133	169	170	181					
		16.67%	17.21%	15.82%	15.32%	18.20%	15.97%	15.57%	18.54%	16.48%	16.16%	12.73%	12.65%	17.14%	19.01%	21.79%	18.23%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	415	29	37	28	15	25	36	24	29	28	38	36	12	15	15	48					
		3.19%	3.04%	4.57%	3.33%	1.73%	2.89%	3.38%	3.13%	3.54%	3.40%	3.97%	4.38%	1.55%	1.69%	1.92%	4.83%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3277	264	181	227	231	195	304	194	193	203	265	222	172	203	181	242					
		25.15%	27.70%	22.37%	26.96%	26.61%	22.57%	28.52%	25.33%	23.57%	24.67%	27.66%	27.01%	22.16%	22.83%	23.21%	24.37%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	723	52	43	46	44	44	73	48	55	39	69	38	31	46	41	54					
		5.55%	5.46%	5.32%	5.46%	5.07%	5.09%	6.85%	6.27%	6.72%	4.74%	7.20%	4.62%	3.99%	5.17%	5.26%	5.44%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4358	315	302	275	262	317	284	238	286	265	299	277	299	340	273	326					
		33.45%	33.05%	37.33%	32.66%	30.18%	36.69%	26.64%	31.07%	34.92%	32.20%	31.21%	33.70%	38.53%	38.25%	35.00%	32.83%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	78	2	5	3	7	4	9	3	1	6	4	8	6	5	9	6					
		0.60%	0.21%	0.62%	0.36%	0.81%	0.46%	0.84%	0.39%	0.12%	0.73%	0.42%	0.97%	0.77%	0.56%	1.15%	0.60%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
