Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Светловская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467					
1	"Число избирателей, внесенных в списки избирателей"	22714	1745	1640	1655	1488	1826	1676	993	1545	1657	1503	1889	1559	1570	1435	533					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21900	1700	1600	1600	1400	1800	1600	900	1500	1600	1500	1800	1500	1500	1400	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13416	1090	982	972	956	1156	1038	590	974	934	921	1103	829	791	775	305					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	276	24	25	22	16	7	11	14	19	18	13	43	22	25	16	1					
6	Число погашенных избирательных бюллетеней	8208	586	593	606	428	637	551	296	507	648	566	654	649	684	609	194					
7	Число избирательных бюллетеней в переносных ящиках для голосования	276	24	25	22	16	7	11	14	19	18	13	43	22	25	16	1					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13405	1090	982	972	956	1147	1038	590	972	934	921	1103	829	791	775	305					
9	Число недействительных избирательных бюллетеней	144	17	10	10	10	12	13	11	5	10	9	7	12	7	6	5					
10	Число действительных избирательных бюллетеней	13537	1097	997	984	962	1142	1036	593	986	942	925	1139	839	809	785	301					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	109	7	8	13	7	8	6	7	4	12	7	8	7	4	4	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	101	6	8	12	7	8	4	6	4	11	7	8	5	4	4	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	55	3	5	5	4	3	0	6	1	0	3	10	1	4	7	3					
14	Число погашенных неиспользованных открепительных удостоверений	8	1	0	1	0	0	2	1	0	1	0	0	2	0	0	0					
