Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Багаевская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	28226	912	510	898	2382	2700	2780	2353	2713	655	723	266	301	2515	959	1480	726	537	626	933	176	1363	1152	200	366									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	28337	912	511	901	2390	2736	2809	2343	2719	652	736	271	305	2534	961	1498	732	539	600	919	179	1376	1149	196	369									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11274	441	288	303	788	920	915	1237	885	255	414	108	98	884	465	608	321	237	318	480	78	520	448	75	188									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	990	32	28	41	41	76	67	49	28	80	15	12	4	54	28	107	26	40	41	36	11	109	40	7	18									
6	Число погашенных избирательных бюллетеней	16073	439	195	557	1561	1740	1827	1057	1806	317	307	151	203	1596	468	783	385	262	241	403	90	747	661	114	163									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	990	32	28	41	41	76	67	49	28	80	15	12	4	54	28	107	26	40	41	36	11	109	40	7	18									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11274	441	288	303	788	920	915	1237	885	255	414	108	98	884	465	608	321	237	318	480	78	520	448	75	188									
9	Число недействительных избирательных бюллетеней	267	10	22	17	20	39	34	0	14	13	14	3	5	13	8	12	5	3	8	11	0	4	12	0	0									
10	Число действительных избирательных бюллетеней	11997	463	294	327	809	957	948	1286	899	322	415	117	97	925	485	703	342	274	351	505	89	625	476	82	206									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	890	15	5	15	90	100	100	100	100	15	15	5	5	100	15	25	15	15	15	20	5	50	50	5	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	121	0	1	3	14	16	15	17	11	2	1	0	0	11	1	4	3	0	1	1	0	11	8	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	55	0	1	0	15	2	0	4	4	1	1	0	1	2	1	1	2	1	2	1	3	8	4	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	769	15	4	12	76	84	85	83	89	13	14	5	5	89	14	21	12	15	14	19	5	39	42	5	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	0	4	3	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	103	5	4	5	9	12	11	2	5	1	0	0	3	8	5	7	1	1	4	8	2	6	4	0	0									
		0.84%	1.06%	1.27%	1.45%	1.09%	1.20%	1.12%	0.16%	0.55%	0.30%	0.00%	0.00%	2.94%	0.85%	1.01%	0.98%	0.29%	0.36%	1.11%	1.55%	2.25%	0.95%	0.82%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	330	14	6	9	16	39	40	4	5	16	16	3	4	46	13	17	9	11	10	19	3	17	7	4	2									
		2.69%	2.96%	1.90%	2.62%	1.93%	3.92%	4.07%	0.31%	0.55%	4.78%	3.73%	2.50%	3.92%	4.90%	2.64%	2.38%	2.59%	3.97%	2.79%	3.68%	3.37%	2.70%	1.43%	4.88%	0.97%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	180	2	4	5	12	17	9	18	16	1	3	5	6	11	10	15	6	1	4	14	1	5	10	1	4									
		1.47%	0.42%	1.27%	1.45%	1.45%	1.71%	0.92%	1.40%	1.75%	0.30%	0.70%	4.17%	5.88%	1.17%	2.03%	2.10%	1.73%	0.36%	1.11%	2.71%	1.12%	0.79%	2.05%	1.22%	1.94%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7784	346	227	195	468	516	560	813	570	192	290	73	59	585	372	500	265	198	257	314	42	437	308	54	143									
		63.47%	73.15%	71.84%	56.69%	56.45%	51.81%	57.03%	63.22%	62.43%	57.31%	67.60%	60.83%	57.84%	62.37%	75.46%	69.93%	76.37%	71.48%	71.59%	60.85%	47.19%	69.48%	63.11%	65.85%	69.42%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	61	1	1	2	4	5	1	4	12	0	0	0	2	8	2	2	2	3	1	7	0	3	0	0	1									
		0.50%	0.21%	0.32%	0.58%	0.48%	0.50%	0.10%	0.31%	1.31%	0.00%	0.00%	0.00%	1.96%	0.85%	0.41%	0.28%	0.58%	1.08%	0.28%	1.36%	0.00%	0.48%	0.00%	0.00%	0.49%									
24	"6. Политическая партия ""Гражданская Платформа"""	55	1	3	1	2	13	0	0	5	2	3	1	2	1	3	0	2	5	1	5	1	1	2	0	1									
		0.45%	0.21%	0.95%	0.29%	0.24%	1.31%	0.00%	0.00%	0.55%	0.60%	0.70%	0.83%	1.96%	0.11%	0.61%	0.00%	0.58%	1.81%	0.28%	0.97%	1.12%	0.16%	0.41%	0.00%	0.49%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1439	44	27	46	142	142	138	123	106	40	53	16	7	117	34	81	24	23	39	47	19	50	68	15	38									
		11.73%	9.30%	8.54%	13.37%	17.13%	14.26%	14.05%	9.56%	11.61%	11.94%	12.35%	13.33%	6.86%	12.47%	6.90%	11.33%	6.92%	8.30%	10.86%	9.11%	21.35%	7.95%	13.93%	18.29%	18.45%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	45	0	2	1	2	2	4	0	9	3	3	1	1	4	1	3	1	0	0	3	0	2	0	0	3									
		0.37%	0.00%	0.63%	0.29%	0.24%	0.20%	0.41%	0.00%	0.99%	0.90%	0.70%	0.83%	0.98%	0.43%	0.20%	0.42%	0.29%	0.00%	0.00%	0.58%	0.00%	0.32%	0.00%	0.00%	1.46%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	54	2	0	2	5	3	3	0	6	7	0	0	3	1	3	4	0	2	1	4	0	4	3	0	1									
		0.44%	0.42%	0.00%	0.58%	0.60%	0.30%	0.31%	0.00%	0.66%	2.09%	0.00%	0.00%	2.94%	0.11%	0.61%	0.56%	0.00%	0.72%	0.28%	0.78%	0.00%	0.64%	0.61%	0.00%	0.49%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	1	0	1	0	2	0	0	2	5	0	0	2	3	1	2	0	2	0	7	0	0	1	0	1									
		0.24%	0.21%	0.00%	0.29%	0.00%	0.20%	0.00%	0.00%	0.22%	1.49%	0.00%	0.00%	1.96%	0.32%	0.20%	0.28%	0.00%	0.72%	0.00%	1.36%	0.00%	0.00%	0.20%	0.00%	0.49%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	82	3	0	0	8	13	9	7	9	3	0	0	2	2	3	4	1	4	3	7	0	3	1	0	0									
		0.67%	0.63%	0.00%	0.00%	0.97%	1.31%	0.92%	0.54%	0.99%	0.90%	0.00%	0.00%	1.96%	0.21%	0.61%	0.56%	0.29%	1.44%	0.84%	1.36%	0.00%	0.48%	0.20%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1533	33	16	56	122	161	144	260	124	47	37	15	5	120	38	57	27	19	21	55	17	85	58	8	8									
		12.50%	6.98%	5.06%	16.28%	14.72%	16.16%	14.66%	20.22%	13.58%	14.03%	8.62%	12.50%	4.90%	12.79%	7.71%	7.97%	7.78%	6.86%	5.85%	10.66%	19.10%	13.51%	11.89%	9.76%	3.88%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	3	0	1	0	2	1	6	3	0	2	0	1	3	0	0	0	0	0	3	3	0	3	0	1									
		0.26%	0.63%	0.00%	0.29%	0.00%	0.20%	0.10%	0.47%	0.33%	0.00%	0.47%	0.00%	0.98%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	3.37%	0.00%	0.61%	0.00%	0.49%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	269	8	4	3	19	30	28	49	27	5	8	3	0	16	0	11	4	5	10	12	1	12	11	0	3									
		2.19%	1.69%	1.27%	0.87%	2.29%	3.01%	2.85%	3.81%	2.96%	1.49%	1.86%	2.50%	0.00%	1.71%	0.00%	1.54%	1.15%	1.81%	2.79%	2.33%	1.12%	1.91%	2.25%	0.00%	1.46%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
