Выборы Президента Российской Федерации																																																																		
Дата голосования: 02.03.2008																																																																		
																																																																		
Наименование Избирательной комиссии:    Елецкая городская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
	Число участковых избирательных комиссий	59																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	59																																																																
																																																																		
		Сумма	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503					
1	"Число избирателей, включенных в списки избирателей"	90517	1446	1243	904	1783	1575	2115	1214	1138	1469	1221	2381	1602	1947	1784	388	1954	1784	1998	1852	114	200	1411	1472	2136	1316	2105	1626	2263	1298	2024	2085	1526	1734	1837	1815	2129	2334	1039	101	1558	1074	1182	1792	1911	1846	1607	1397	1157	2127	1935	1436	1434	2004	2475	1260	507	1715	1676	61					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	82168	1300	1200	850	1600	1400	2000	1100	1000	1300	1000	2000	1400	1800	1500	388	1800	1600	1900	1700	150	230	1200	1300	2000	1100	2000	1500	2000	1200	1900	1900	1400	1500	1600	1700	2000	2000	1000	150	1400	1000	1000	1500	1800	1700	1500	1300	1000	2000	1800	1300	1300	1900	2200	1100	450	1500	1600	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	52580	802	621	477	805	943	1182	659	661	852	727	1433	951	1157	1072	203	1147	1099	1258	1169	59	200	742	821	1191	738	1238	949	1311	783	1249	1264	883	1001	915	1072	1164	1480	476	67	880	677	696	1129	1047	1068	857	800	662	1159	1180	830	865	1087	1605	844	312	1165	872	24					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5663	121	122	88	239	56	68	108	23	70	22	77	46	97	96	184	108	51	64	53	54	0	221	86	144	61	60	62	56	74	41	80	49	145	241	132	133	227	139	17	94	41	79	54	102	157	62	37	96	60	65	48	86	149	241	70	51	109	311	36					
6	Число погашенных избирательных бюллетеней	23925	377	457	285	556	401	750	333	316	378	251	490	403	546	332	1	545	450	578	478	37	30	237	393	665	301	702	489	633	343	610	556	468	354	444	496	703	293	385	66	426	282	225	317	651	475	581	463	242	781	555	422	349	664	354	186	87	226	417	90					
