Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Макарьевская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379					
1	"Число избирателей, внесенных в список"	15531	1067	1038	1091	1132	1096	717	264	43	172	294	301	358	96	269	176	211	203	440	194	289	387	139	1402	1039	393	823	398	465	426	143	306	159					
2	Число полученных избирательных бюллетеней	14903	1000	1000	1000	1030	1000	700	260	43	175	300	300	350	100	260	180	200	200	410	200	300	400	140	1300	1000	400	800	400	450	400	145	300	160					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7472	492	456	483	470	468	343	146	43	95	103	128	201	36	112	67	112	115	239	129	165	173	77	690	511	182	456	158	211	246	97	184	84					
5	"Число избирательных бюллетеней, выданных вне помещения"	1276	37	22	26	37	47	43	8	0	5	64	43	40	22	48	35	40	22	81	24	14	73	28	49	20	101	41	93	116	20	15	32	30					
6	Число погашенных избирательных бюллетеней	6155	471	522	491	523	485	314	106	0	75	133	129	109	42	100	78	48	63	90	47	121	154	35	561	469	117	303	149	123	134	33	84	46					
7	Число избирательных бюллетеней в переносных ящиках	1276	37	22	26	37	47	43	8	0	5	64	43	40	22	48	35	40	22	81	24	14	73	28	49	20	101	41	93	116	20	15	32	30					
8	Число бюллетеней в стационарных ящиках для голосования	7472	492	456	483	470	468	343	146	43	95	103	128	201	36	112	67	112	115	239	129	165	173	77	690	511	182	456	158	211	246	97	184	84					
9	Число недействительных избирательных бюллетеней	38	1	3	1	4	0	2	0	0	0	1	0	1	1	2	0	1	1	1	0	0	2	1	3	2	2	3	1	0	0	0	4	1					
10	Число действительных избирательных бюллетеней	8710	528	475	508	503	515	384	154	43	100	166	171	240	57	158	102	151	136	319	153	179	244	104	736	529	281	494	250	327	266	112	212	113					
11	Число полученных открепительных  удостоверений	200	10	10	10	10	10	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	10	10	5	5	5	5	5	5	5	5					
12	Число выданных открепительных удостоверений	32	5	0	1	1	3	1	0	0	0	0	1	5	0	1	1	0	2	1	3	1	0	0	1	0	0	2	0	3	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	24	1	2	2	0	1	1	0	0	0	0	1	1	0	1	0	2	0	1	1	0	0	2	1	1	1	4	1	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	168	5	10	9	9	7	9	5	5	5	5	4	0	5	4	4	5	3	4	2	4	5	5	9	10	5	3	5	2	5	5	5	5					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	217	16	13	13	14	11	13	2	0	0	7	6	12	1	7	0	4	4	7	3	3	5	5	27	12	0	10	3	11	4	3	0	1					
		2.48%	3.02%	2.72%	2.55%	2.76%	2.14%	3.37%	1.30%	0.00%	0.00%	4.19%	3.51%	4.98%	1.72%	4.38%	0.00%	2.63%	2.92%	2.19%	1.96%	1.68%	2.03%	4.76%	3.65%	2.26%	0.00%	2.01%	1.20%	3.36%	1.50%	2.68%	0.00%	0.88%					
19	. Малышкин Олег Александрович	178	6	10	12	6	17	6	0	0	2	7	3	9	1	1	1	6	1	8	5	4	4	1	13	12	8	10	7	6	8	1	1	2					
		2.03%	1.13%	2.09%	2.36%	1.18%	3.30%	1.55%	0.00%	0.00%	2.00%	4.19%	1.75%	3.73%	1.72%	0.62%	0.98%	3.95%	0.73%	2.50%	3.27%	2.23%	1.63%	0.95%	1.76%	2.26%	2.83%	2.01%	2.79%	1.83%	3.01%	0.89%	0.46%	1.75%					
20	. Миронов Сергей Михайлович	88	5	7	7	2	4	6	0	1	3	1	3	3	0	2	1	3	1	3	2	2	4	0	8	3	1	0	6	4	1	1	1	3					
		1.01%	0.95%	1.46%	1.38%	0.39%	0.78%	1.55%	0.00%	2.33%	3.00%	0.60%	1.75%	1.24%	0.00%	1.25%	0.98%	1.97%	0.73%	0.94%	1.31%	1.12%	1.63%	0.00%	1.08%	0.56%	0.35%	0.00%	2.39%	1.22%	0.38%	0.89%	0.46%	2.63%					
21	. Путин Владимир Владимирович	5720	331	300	319	357	315	250	127	40	73	75	92	159	44	97	68	104	107	201	122	125	157	77	478	331	169	343	190	232	183	84	112	58					
		65.39%	62.57%	62.76%	62.67%	70.41%	61.17%	64.77%	82.47%	93.02%	73.00%	44.91%	53.80%	65.98%	75.86%	60.62%	66.67%	68.42%	78.10%	62.81%	79.74%	69.83%	63.82%	73.33%	64.68%	62.34%	59.72%	69.01%	75.70%	70.95%	68.80%	75.00%	51.85%	50.88%					
22	. Хакамада Ирина Муцуовна	146	17	14	16	8	9	10	1	0	2	2	1	2	1	5	2	0	3	2	2	5	3	2	6	10	4	2	2	8	3	0	4	0					
		1.67%	3.21%	2.93%	3.14%	1.58%	1.75%	2.59%	0.65%	0.00%	2.00%	1.20%	0.58%	0.83%	1.72%	3.12%	1.96%	0.00%	2.19%	0.62%	1.31%	2.79%	1.22%	1.90%	0.81%	1.88%	1.41%	0.40%	0.80%	2.45%	1.13%	0.00%	1.85%	0.00%					
23	. Харитонов Николай Михайлович	2254	149	118	134	112	149	91	22	2	18	68	59	51	10	45	30	33	18	97	18	40	68	19	196	154	97	120	40	64	67	22	94	49					
		25.77%	28.17%	24.69%	26.33%	22.09%	28.93%	23.58%	14.29%	4.65%	18.00%	40.72%	34.50%	21.16%	17.24%	28.12%	29.41%	21.71%	13.14%	30.31%	11.76%	22.35%	27.64%	18.10%	26.52%	29.00%	34.28%	24.14%	15.94%	19.57%	25.19%	19.64%	43.52%	42.98%					
																																							
24	Против всех	107	4	13	7	4	10	8	2	0	2	6	7	4	0	1	0	1	2	1	1	0	3	0	8	7	2	9	2	2	0	1	0	0					
		1.22%	0.76%	2.72%	1.38%	0.79%	1.94%	2.07%	1.30%	0.00%	2.00%	3.59%	4.09%	1.66%	0.00%	0.62%	0.00%	0.66%	1.46%	0.31%	0.65%	0.00%	1.22%	0.00%	1.08%	1.32%	0.71%	1.81%	0.80%	0.61%	0.00%	0.89%	0.00%	0.00%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
