Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Антроповская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16					
1	"Число избирателей, внесенных в список избирателей"	6259	1928	1011	157	187	120	149	186	236	162	132	294	891	105	240	142	319					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6312	1965	1010	160	190	120	155	188	233	150	140	305	880	105	245	146	320					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3127	1061	482	87	93	50	83	124	135	95	79	137	310	54	92	71	174					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	860	116	111	25	56	42	16	24	43	28	23	52	173	21	75	30	25					
6	Число погашенных избирательных бюллетеней	2325	788	417	48	41	28	56	40	55	27	38	116	397	30	78	45	121					
7	Число избирательных бюллетеней в переносных ящиках для голосования	860	116	111	25	56	42	16	24	43	28	23	52	173	21	75	30	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3127	1061	482	87	93	50	83	124	135	95	79	137	310	54	92	71	174					
9	Число недействительных избирательных бюллетеней	40	10	9	2	2	1	0	0	0	0	3	2	0	1	1	3	6					
10	Число действительных избирательных бюллетеней	3947	1167	584	110	147	91	99	148	178	123	99	187	483	74	166	98	193					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	95	13	13	4	4	4	4	4	4	4	8	4	13	4	4	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	51	13	8	0	4	2	0	1	3	3	8	0	3	0	2	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	38	9	3	1	1	2	1	1	4	3	0	3	4	1	2	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	44	0	5	4	0	2	4	3	1	1	0	4	10	4	2	0	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	8	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	781	242	99	30	20	23	16	30	30	35	19	50	104	19	21	25	18					
		19.59%	20.56%	16.69%	26.79%	13.42%	25.00%	16.16%	20.27%	16.85%	28.46%	18.63%	26.46%	21.53%	25.33%	12.57%	24.75%	9.05%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	711	204	129	14	41	14	19	30	19	28	13	35	65	9	21	16	54					
		17.83%	17.33%	21.75%	12.50%	27.52%	15.22%	19.19%	20.27%	10.67%	22.76%	12.75%	18.52%	13.46%	12.00%	12.57%	15.84%	27.14%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	18	8	1	3	4	0	1	2	1	0	2	5	0	2	0	0					
		1.18%	1.53%	1.35%	0.89%	2.01%	4.35%	0.00%	0.68%	1.12%	0.81%	0.00%	1.06%	1.04%	0.00%	1.20%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1037	337	175	30	21	22	17	31	59	13	17	46	122	11	58	27	51					
		26.01%	28.63%	29.51%	26.79%	14.09%	23.91%	17.17%	20.95%	33.15%	10.57%	16.67%	24.34%	25.26%	14.67%	34.73%	26.73%	25.63%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	49	22	5	0	2	1	0	1	0	0	3	2	9	2	1	1	0					
		1.23%	1.87%	0.84%	0.00%	1.34%	1.09%	0.00%	0.68%	0.00%	0.00%	2.94%	1.06%	1.86%	2.67%	0.60%	0.99%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1306	340	165	35	60	27	46	54	68	46	44	52	175	33	63	29	69					
		32.76%	28.89%	27.82%	31.25%	40.27%	29.35%	46.46%	36.49%	38.20%	37.40%	43.14%	27.51%	36.23%	44.00%	37.72%	28.71%	34.67%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	16	4	3	0	0	0	1	1	0	0	3	0	3	0	0	0	1					
		0.40%	0.34%	0.51%	0.00%	0.00%	0.00%	1.01%	0.68%	0.00%	0.00%	2.94%	0.00%	0.62%	0.00%	0.00%	0.00%	0.50%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
