Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Антроповская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18					
1	"Число избирателей, внесенных в списки избирателей"	6509	1892	1030	79	200	51	177	200	244	102	156	327	818	117	263	175	324	184	170					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6043	1700	850	80	190	53	170	190	250	100	150	330	800	110	250	180	300	180	160					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3714	1143	583	59	102	26	100	128	164	37	99	134	361	80	131	105	205	113	144					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	941	134	71	17	61	23	28	44	52	35	25	79	137	14	85	55	43	38	0					
6	Число погашенных избирательных бюллетеней	1388	423	196	4	27	4	42	18	34	28	26	117	302	16	34	20	52	29	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	941	134	71	17	61	23	28	44	52	35	25	79	137	14	85	55	43	38	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3713	1143	583	59	101	26	100	128	164	37	99	134	361	80	131	105	205	113	144					
9	Число недействительных избирательных бюллетеней	31	8	3	0	3	0	3	0	2	2	0	1	1	0	2	3	1	1	1					
10	Число действительных избирательных бюллетеней	4623	1269	651	76	159	49	125	172	214	70	124	212	497	94	214	157	247	150	143					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	93	22	8	3	3	3	3	3	5	3	3	3	8	3	3	7	7	3	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	63	20	8	2	0	3	3	0	2	3	1	2	6	0	1	7	5	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	31	10	6	0	0	0	1	3	1	0	1	0	4	0	1	1	1	1	1					
