Выборы Президента Российской Федерации																																																					
																																																					
Наименование Избирательной комиссии:    Новооскольская																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798					
1	"Число избирателей, внесенных в список"	37294	2130	2422	2128	2077	1958	2509	2188	2406	963	626	318	671	595	309	351	291	148	567	185	1513	689	156	217	376	276	181	533	445	114	921	1089	397	710	876	879	443	372	310	638	698	816	558	567	265	215	198					
2	Число полученных избирательных бюллетеней	36758	2000	2200	2000	2000	2000	2300	2000	2200	990	680	330	680	610	310	370	300	150	570	187	1500	710	155	220	395	290	205	610	480	127	990	1100	460	700	910	870	480	380	310	650	700	830	560	570	265	217	197					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	22746	1131	1196	1138	1093	982	1236	1160	1317	583	351	167	361	394	189	213	206	115	373	166	1251	569	120	186	251	146	141	368	257	78	661	727	258	453	531	652	393	252	256	505	572	572	326	383	182	134	151					
5	"Число избирательных бюллетеней, выданных вне помещения"	4393	143	108	36	65	112	55	61	65	165	127	65	242	187	112	116	66	16	155	17	159	86	24	18	88	110	31	140	147	32	121	69	87	183	198	94	15	72	29	114	94	202	167	75	37	59	29					
6	Число погашенных избирательных бюллетеней	9619	726	896	826	842	906	1009	779	818	242	202	98	77	29	9	41	28	19	42	4	90	55	11	16	56	34	33	102	76	17	208	304	115	64	181	124	72	56	25	31	34	56	67	112	46	24	17					
7	Число избирательных бюллетеней в переносных ящиках	4393	143	108	36	65	112	55	61	65	165	127	65	242	187	112	116	66	16	155	17	159	86	24	18	88	110	31	140	147	32	121	69	87	183	198	94	15	72	29	114	94	202	167	75	37	59	29					
8	Число бюллетеней в стационарных ящиках для голосования	22738	1129	1196	1138	1093	982	1236	1160	1312	583	351	167	361	394	189	213	206	115	373	166	1251	569	120	186	251	146	140	368	257	78	661	727	258	453	531	652	393	252	256	505	572	572	326	383	182	134	151					
9	Число недействительных избирательных бюллетеней	584	10	17	8	10	3	3	6	11	10	4	2	8	61	35	4	20	2	9	0	161	4	1	2	3	36	1	3	3	3	7	8	9	8	8	2	5	0	2	22	11	50	3	0	5	0	4					
10	Число действительных избирательных бюллетеней	26547	1262	1287	1166	1148	1091	1288	1215	1366	738	474	230	595	520	266	325	252	129	519	183	1249	651	143	202	336	220	170	505	401	107	775	788	336	628	721	744	403	324	283	597	655	724	490	458	214	193	176					
