Выборы Президента Российской Федерации																																																			
Дата голосования: 02.03.2008																																																			
																																																			
Наименование Избирательной комиссии:    Суздальская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
	Число участковых избирательных комиссий	44																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	44																																																	
																																																			
		Сумма	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339					
1	"Число избирателей, включенных в списки избирателей"	34149	1652	1627	850	522	609	387	194	1393	1035	1375	410	985	395	1299	401	77	622	482	425	538	475	324	1805	318	204	1107	129	255	137	1208	291	142	852	724	487	628	509	244	598	1672	1259	1752	1931	1820					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	40254	1600	1620	850	500	610	380	180	1360	1060	1360	390	900	400	1324	380	100	630	500	430	540	510	320	1810	320	200	1100	120	240	120	1160	250	130	800	730	500	620	500	240	580	2800	2270	3020	3550	3250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	19223	1033	1098	503	327	353	200	100	726	506	744	235	597	263	819	260	54	409	300	289	276	299	173	1237	169	145	591	89	125	67	591	146	91	326	451	324	326	378	165	291	707	653	855	1008	924					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2893	61	59	83	61	58	24	28	11	203	99	49	69	29	113	42	20	40	55	58	106	52	65	79	57	23	37	11	74	34	81	53	32	240	76	26	98	22	17	30	139	79	155	42	103					
6	Число погашенных избирательных бюллетеней	18138	506	463	264	112	199	156	52	623	351	517	106	234	108	392	78	26	181	145	83	158	159	82	494	94	32	472	20	41	19	488	51	7	234	203	150	196	100	58	259	1954	1538	2010	2500	2223					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2893	61	59	83	61	58	24	28	11	203	99	49	69	29	113	42	20	40	55	58	106	52	65	79	57	23	37	11	74	34	81	53	32	240	76	26	98	22	17	30	139	79	155	42	103					
8	Число бюллетеней в стационарных ящиках для голосования	19111	1033	1098	503	327	353	200	100	726	506	744	235	597	263	819	260	54	409	300	289	276	299	173	1236	169	145	591	89	125	67	591	146	91	326	451	324	326	378	165	291	707	653	852	1003	821					
9	Число недействительных избирательных бюллетеней	255	29	12	0	8	4	3	0	9	2	10	3	12	1	8	3	1	0	1	3	0	1	2	23	6	2	5	0	2	0	10	2	1	5	6	1	2	1	3	3	13	15	18	12	13					
10	Число действительных избирательных бюллетеней	21749	1065	1145	586	380	407	221	128	728	707	833	281	654	291	924	299	73	449	354	344	382	350	236	1292	220	166	623	100	197	101	662	197	122	561	521	349	422	399	179	318	833	717	989	1033	911					
11	Число полученных открепительных  удостоверений	650	20	20	15	15	15	5	5	40	43	15	5	25	15	25	10	3	15	15	15	15	6	9	44	6	2	15	2	5	2	15	5	5	15	15	10	10	10	3	15	35	15	20	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	484	10	10	15	15	9	4	2	30	43	5	3	25	15	25	10	2	15	15	15	15	6	5	44	6	2	7	0	2	2	5	0	0	2	15	3	10	3	1	11	19	8	15	21	14					
