Выборы Президента Российской Федерации																							
																							
Наименование Избирательной комиссии:    Дудинская																							
																							
Итоги голосования 																							
																							
		Сумма	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18					
1	"Число избирателей, внесенных в список"	21433	317	2872	2616	2522	2991	1226	2368	1825	1994	1201	146	235	293	354	353	120					
2	Число полученных избирательных бюллетеней	21146	261	2916	2630	2484	2956	1206	2391	1781	1934	1115	137	219	259	360	374	123					
3	"Число избирательных бюллетеней, выданных  досрочно"	229	73	7	0	6	23	0	33	44	0	0	0	14	6	12	11	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12724	128	1706	1592	1476	1751	667	1384	921	1223	684	122	170	248	248	292	112					
5	"Число избирательных бюллетеней, выданных вне помещения"	605	9	55	41	34	40	334	22	7	27	12	0	0	0	4	20	0					
6	Число погашенных избирательных бюллетеней	7588	51	1148	997	968	1142	205	952	809	684	419	15	35	5	96	51	11					
7	Число избирательных бюллетеней в переносных ящиках	834	82	62	41	40	63	334	55	51	27	12	0	14	6	16	31	0					
8	Число бюллетеней в стационарных ящиках для голосования	12720	128	1704	1591	1476	1751	667	1383	921	1223	684	122	170	248	248	292	112					
9	Число недействительных избирательных бюллетеней	92	1	12	8	6	17	5	10	5	8	9	3	2	2	4	0	0					
10	Число действительных избирательных бюллетеней	13462	209	1754	1624	1510	1797	996	1428	967	1242	687	119	182	252	260	323	112					
11	Число полученных открепительных  удостоверений	459	10	40	40	50	40	20	40	40	40	40	15	15	15	20	24	10					
12	Число выданных открепительных удостоверений	168	2	29	9	41	18	9	5	4	11	9	5	8	0	1	17	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	97	0	7	6	14	6	14	5	2	8	24	2	1	2	2	1	3					
14	Число неиспользованных открепительных удостоверений	291	8	11	31	9	22	11	35	36	29	31	10	7	15	19	7	10					
15	"Число открепительных удостоверений, выданных в ТИК"	46	0	9	2	3	8	1	3	4	6	1	1	2	0	3	3	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																							
18	. Глазьев Сергей Юрьевич	617	8	87	66	66	101	33	78	52	75	28	2	2	7	5	5	2					
		4.55%	3.81%	4.93%	4.04%	4.35%	5.57%	3.30%	5.42%	5.35%	6.00%	4.02%	1.64%	1.09%	2.76%	1.89%	1.55%	1.79%					
19	. Малышкин Олег Александрович	328	6	42	40	32	53	27	46	31	26	11	4	4	3	0	3	0					
		2.42%	2.86%	2.38%	2.45%	2.11%	2.92%	2.70%	3.20%	3.19%	2.08%	1.58%	3.28%	2.17%	1.18%	0.00%	0.93%	0.00%					
20	. Миронов Сергей Михайлович	118	1	18	13	8	23	9	15	6	9	8	0	1	1	4	2	0					
		0.87%	0.48%	1.02%	0.80%	0.53%	1.27%	0.90%	1.04%	0.62%	0.72%	1.15%	0.00%	0.54%	0.39%	1.52%	0.62%	0.00%					
21	. Путин Владимир Владимирович	10481	163	1334	1268	1165	1350	792	1084	721	973	545	103	158	215	227	280	103					
		77.33%	77.62%	75.54%	77.70%	76.85%	74.42%	79.12%	75.38%	74.18%	77.84%	78.30%	84.43%	85.87%	84.65%	85.98%	86.69%	91.96%					
22	. Хакамада Ирина Муцуовна	834	6	108	117	107	123	62	80	70	61	46	4	1	15	16	16	2					
		6.15%	2.86%	6.12%	7.17%	7.06%	6.78%	6.19%	5.56%	7.20%	4.88%	6.61%	3.28%	0.54%	5.91%	6.06%	4.95%	1.79%					
23	. Харитонов Николай Михайлович	541	13	90	56	74	73	33	55	47	36	22	4	13	4	7	12	2					
		3.99%	6.19%	5.10%	3.43%	4.88%	4.02%	3.30%	3.82%	4.84%	2.88%	3.16%	3.28%	7.07%	1.57%	2.65%	3.72%	1.79%					
																							
24	Против всех	543	12	75	64	58	74	40	70	40	62	27	2	3	7	1	5	3					
		4.01%	5.71%	4.25%	3.92%	3.83%	4.08%	4.00%	4.87%	4.12%	4.96%	3.88%	1.64%	1.63%	2.76%	0.38%	1.55%	2.68%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
