Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Нагайбакская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764					
1	"Число избирателей, внесенных в списки"	16779	1032	147	460	197	125	138	834	192	176	670	254	267	97	110	591	153	263	179	219	1457	295	239	1448	257	232	150	469	190	250	1574	1671	133	257	251	172	1630					
2	"Число бюллетеней, полученных участковыми комиссиями"	16194	1020	150	426	197	110	134	803	186	160	628	231	251	94	94	548	139	251	150	212	1398	297	221	1445	247	217	158	470	187	242	1559	1588	123	242	234	169	1613					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9201	581	116	226	105	75	83	350	113	97	480	137	138	71	73	328	99	163	107	157	647	178	131	745	160	124	109	304	128	154	796	758	81	148	147	85	1007					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	290	8	5	10	6	0	0	4	0	0	13	11	1	0	7	8	5	14	0	0	28	0	27	10	11	6	1	10	0	3	15	51	5	6	0	4	21					
6	Число погашенных бюллетеней	6703	431	29	190	86	35	51	449	73	63	135	83	112	23	14	212	35	74	43	55	723	119	63	690	76	87	48	156	59	85	748	779	37	88	87	80	585					
7	Число бюллетеней в переносных ящиках для голосования	290	8	5	10	6	0	0	4	0	0	13	11	1	0	7	8	5	14	0	0	28	0	27	10	11	6	1	10	0	3	15	51	5	6	0	4	21					
8	Число бюллетеней в стационарных ящиках для голосования	9196	581	116	226	105	74	83	350	113	97	480	137	138	71	73	328	99	163	107	157	644	178	131	744	160	124	109	304	128	154	796	758	81	148	147	85	1007					
9	Число недействительных бюллетеней	189	10	2	4	4	6	3	6	1	3	10	7	5	1	0	2	2	5	3	3	10	2	4	19	4	6	4	4	0	9	16	10	4	3	0	2	15					
10	Число действительных бюллетеней	9297	579	119	232	107	68	80	348	112	94	483	141	134	70	80	334	102	172	104	154	662	176	154	735	167	124	106	310	128	148	795	799	82	151	147	87	1013					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	181	7	3	6	3	3	3	6	3	3	8	3	3	3	3	10	3	3	3	3	6	4	4	6	3	3	3	5	3	3	10	10	3	3	3	3	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	36	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	1	4	0	0	0	0	0	1	7	8	0	0	0	0	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	81	3	1	2	1	1	0	4	2	2	2	2	0	0	3	4	3	3	2	1	3	1	1	3	2	0	1	1	0	3	7	6	2	0	4	3	8					
14	Число погашенных открепительных удостоверений	145	6	3	6	3	3	3	6	3	3	8	3	3	2	3	7	3	3	3	3	5	4	3	2	3	3	3	5	3	2	3	2	3	3	3	3	21					
15	Число открепительных удостоверений выданных ТИК	19	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	1	0	0	1	3	0	0	1	0	1	0	2	2	1	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	180	6	6	4	3	3	3	7	4	5	18	5	2	3	2	4	2	5	2	6	19	10	5	7	7	2	6	6	1	0	10	4	2	1	1	2	7					
		1.89%	1.01%	4.95%	1.69%	2.70%	4.05%	3.61%	1.97%	3.53%	5.15%	3.65%	3.37%	1.43%	4.22%	2.5%	1.19%	1.92%	2.82%	1.86%	3.82%	2.82%	5.61%	3.16%	0.92%	4.09%	1.53%	5.45%	1.91%	0.78%	0.0%	1.23%	0.49%	2.32%	0.64%	0.68%	2.24%	0.68%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	103	2	2	2	1	0	2	3	2	0	7	6	0	0	3	4	4	2	0	0	6	1	0	4	2	0	0	2	2	2	16	16	1	4	0	0	7					
		1.08%	0.33%	1.65%	0.84%	0.90%	0.0%	2.40%	0.84%	1.76%	0.0%	1.41%	4.05%	0.0%	0.0%	3.75%	1.19%	3.84%	1.12%	0.0%	0.0%	0.89%	0.56%	0.0%	0.53%	1.16%	0.0%	0.0%	0.63%	1.56%	1.27%	1.97%	1.97%	1.16%	2.59%	0.0%	0.0%	0.68%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	860	71	4	15	7	15	6	6	17	7	55	1	9	1	8	37	7	5	1	6	38	6	8	85	14	15	2	9	12	21	103	122	18	10	14	12	93					
		9.06%	12.05%	3.30%	6.35%	6.30%	20.27%	7.22%	1.69%	15.04%	7.21%	11.15%	0.67%	6.47%	1.40%	10.0%	11.01%	6.73%	2.82%	0.93%	3.82%	5.65%	3.37%	5.06%	11.27%	8.18%	11.53%	1.81%	2.86%	9.37%	13.37%	12.70%	15.08%	20.93%	6.49%	9.52%	13.48%	9.04%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	147	10	1	5	1	0	1	6	1	0	10	8	2	0	2	9	1	3	0	2	4	2	0	4	0	6	1	5	4	0	22	22	1	0	3	2	9					
		1.54%	1.69%	0.82%	2.11%	0.90%	0.0%	1.20%	1.69%	0.88%	0.0%	2.02%	5.40%	1.43%	0.0%	2.5%	2.67%	0.96%	1.69%	0.0%	1.27%	0.59%	1.12%	0.0%	0.53%	0.0%	4.61%	0.90%	1.59%	3.12%	0.0%	2.71%	2.71%	1.16%	0.0%	2.04%	2.24%	0.87%					
22	"5. ""За Русь Святую"""	34	4	0	0	0	4	1	0	0	0	5	0	0	0	1	0	0	0	0	0	4	2	0	3	0	0	0	0	0	0	1	0	1	0	2	3	3					
		0.35%	0.67%	0.0%	0.0%	0.0%	5.40%	1.20%	0.0%	0.0%	0.0%	1.01%	0.0%	0.0%	0.0%	1.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	1.12%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	1.16%	0.0%	1.36%	3.37%	0.29%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	4	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0					
		0.12%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.25%	0.29%	0.0%	0.56%	0.0%	0.0%	0.59%	0.56%	0.0%	0.0%	0.0%	0.0%	0.90%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.68%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	28	3	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	2	2	0	0	0	0	1	0	0	0	1	5	5	0	0	0	0	4					
		0.29%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.76%	0.0%	0.20%	0.0%	0.0%	0.0%	1.25%	0.29%	0.0%	0.0%	0.0%	1.27%	0.29%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	0.63%	0.61%	0.61%	0.0%	0.0%	0.0%	0.0%	0.38%					
25	"8. ""Народно-республиканская партия России"""	9	2	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.09%	0.33%	0.0%	0.0%	0.90%	0.0%	0.0%	0.0%	0.0%	1.03%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.14%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	2	0	4	1	0	1	0	0	4					
		0.22%	0.0%	0.0%	0.42%	0.0%	1.35%	0.0%	0.0%	0.0%	0.0%	0.20%	0.67%	0.0%	1.40%	0.0%	0.29%	0.0%	0.56%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	1.56%	0.0%	0.49%	0.12%	0.0%	0.64%	0.0%	0.0%	0.38%					
27	"10. ""Аграрная партия России"""	1245	68	13	19	18	9	13	64	11	16	62	45	31	7	4	27	22	20	13	7	136	18	27	128	13	25	19	50	21	33	71	73	20	48	27	31	36					
		13.12%	11.54%	10.74%	8.05%	16.21%	12.16%	15.66%	18.07%	9.73%	16.49%	12.57%	30.40%	22.30%	9.85%	5.0%	8.03%	21.15%	11.29%	12.14%	4.45%	20.23%	10.11%	17.08%	16.97%	7.60%	19.23%	17.27%	15.92%	16.40%	21.01%	8.75%	9.02%	23.25%	31.16%	18.36%	34.83%	3.50%					
28	"11. ""Истинные патриоты России"""	11	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1					
		0.11%	0.16%	0.0%	0.0%	0.0%	0.0%	1.20%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.12%	0.0%	1.16%	0.0%	0.68%	0.0%	0.09%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	57	1	1	3	1	0	3	3	0	0	0	0	2	0	1	4	0	0	0	2	6	1	0	5	3	1	0	1	4	0	2	8	0	0	0	1	4					
		0.60%	0.16%	0.82%	1.27%	0.90%	0.0%	3.61%	0.84%	0.0%	0.0%	0.0%	0.0%	1.43%	0.0%	1.25%	1.19%	0.0%	0.0%	0.0%	1.27%	0.89%	0.56%	0.0%	0.66%	1.75%	0.76%	0.0%	0.31%	3.12%	0.0%	0.24%	0.98%	0.0%	0.0%	0.0%	1.12%	0.38%					
30	"13. ""Демократическая партия России"""	27	2	2	0	1	0	0	4	2	0	0	0	1	0	1	1	0	0	0	0	4	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	3					
		0.28%	0.33%	1.65%	0.0%	0.90%	0.0%	0.0%	1.12%	1.76%	0.0%	0.0%	0.0%	0.71%	0.0%	1.25%	0.29%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.63%	0.13%	0.58%	0.76%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	1.16%	0.0%	0.0%	0.0%	0.29%					
31	"14. ""Великая Россия - Евразийский Союз"""	17	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	2	1	3	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	2					
		0.17%	0.0%	0.0%	0.0%	0.90%	0.0%	1.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.96%	1.12%	0.93%	1.91%	0.14%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	1.36%	0.0%	0.19%					
32	"15. ""Партия СЛОН"""	15	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	4					
		0.15%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.0%	1.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.12%	0.0%	1.16%	0.64%	0.0%	0.0%	0.38%					
33	"16. ""Родина"" (народно-патриотический союз)"""	362	10	1	9	1	1	5	8	0	1	24	5	17	2	0	13	2	16	6	3	15	7	3	18	8	0	5	22	3	4	32	41	3	4	4	1	68					
		3.81%	1.69%	0.82%	3.81%	0.90%	1.35%	6.02%	2.25%	0.0%	1.03%	4.86%	3.37%	12.23%	2.81%	0.0%	3.86%	1.92%	9.03%	5.60%	1.91%	2.23%	3.93%	1.89%	2.38%	4.67%	0.0%	4.54%	7.00%	2.34%	2.54%	3.94%	5.06%	3.48%	2.59%	2.72%	1.12%	6.61%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	27	2	1	2	0	1	0	0	1	0	3	0	0	0	0	0	1	1	0	1	0	0	0	2	1	0	1	0	0	0	1	1	2	1	0	0	5					
		0.28%	0.33%	0.82%	0.84%	0.0%	1.35%	0.0%	0.0%	0.88%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.96%	0.56%	0.0%	0.63%	0.0%	0.0%	0.0%	0.26%	0.58%	0.0%	0.90%	0.0%	0.0%	0.0%	0.12%	0.12%	2.32%	0.64%	0.0%	0.0%	0.48%					
35	"18. ""ЛДПР"""	1125	46	22	41	25	7	13	30	22	17	55	9	18	6	23	61	10	35	35	4	86	25	23	111	18	25	2	39	19	15	58	64	4	12	22	6	117					
		11.85%	7.80%	18.18%	17.37%	22.52%	9.45%	15.66%	8.47%	19.46%	17.52%	11.15%	6.08%	12.94%	8.45%	28.75%	18.15%	9.61%	19.77%	32.71%	2.54%	12.79%	14.04%	14.55%	14.72%	10.52%	19.23%	1.81%	12.42%	14.84%	9.55%	7.15%	7.91%	4.65%	7.79%	14.96%	6.74%	11.38%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	140	15	4	4	6	0	0	8	3	0	3	3	2	2	0	5	3	2	5	0	6	4	1	6	5	1	2	7	3	4	12	10	0	2	1	1	10					
