Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Петровск-Забайкальская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246					
1	"Число избирателей, внесенных в список избирателей"	14410	369	60	119	1092	1088	588	144	505	159	117	224	648	1177	1464	184	73	910	803	1498	1475	175	383	1155					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14420	350	70	120	1100	1100	600	150	500	160	120	230	650	1150	1500	180	80	900	800	1500	1450	180	380	1150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7609	327	39	92	508	491	370	105	318	124	66	121	369	505	728	84	53	514	497	631	594	119	236	718					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	607	8	8	0	39	22	26	13	37	0	10	19	33	51	45	26	0	24	18	41	64	11	33	79					
6	Число погашенных избирательных бюллетеней	6204	15	23	28	553	587	204	32	145	36	44	90	248	594	727	70	27	362	285	828	792	50	111	353					
7	Число избирательных бюллетеней в переносных ящиках для голосования	607	8	8	0	39	22	26	13	37	0	10	19	33	51	45	26	0	24	18	41	64	11	33	79					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7609	327	39	92	508	491	370	105	318	124	66	121	369	505	728	84	53	514	497	631	594	119	236	718					
9	Число недействительных избирательных бюллетеней	141	4	0	0	5	6	7	2	8	1	0	4	1	13	18	0	0	9	12	13	20	1	3	14					
10	Число действительных избирательных бюллетеней	8075	331	47	92	542	507	389	116	347	123	76	136	401	543	755	110	53	529	503	659	638	129	266	783					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	222	5	3	3	20	20	10	3	5	3	5	5	10	20	20	5	2	10	10	20	20	5	3	15					
