Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Октябрьская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15517	492	113	215	170	338	171	79	482	2017	108	115	496	119	261	149	402	171	402	116	202	72	1107	122	286	945	977	1551	1188	1048	1603									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15270	510	110	180	170	340	180	80	490	2000	110	110	500	110	270	150	400	170	400	110	210	70	1000	120	280	1200	900	1500	1100	1000	1500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7573	231	62	151	98	203	117	52	257	861	60	69	291	79	137	66	191	71	193	54	113	41	442	56	143	381	278	556	459	432	1429									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	536	20	4	10	12	20	1	5	23	12	8	5	12	3	29	19	35	3	36	12	11	4	63	6	10	3	40	31	59	19	21									
6	Число погашенных избирательных бюллетеней	7161	259	44	19	60	117	62	23	210	1127	42	36	197	28	104	65	174	96	171	44	86	25	495	58	127	816	582	913	582	549	50									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	536	20	4	10	12	20	1	5	23	12	8	5	12	3	29	19	35	3	36	12	11	4	63	6	10	3	40	31	59	19	21									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7572	231	62	151	98	203	117	52	257	861	60	68	291	79	137	66	191	71	193	54	113	41	442	56	143	381	278	556	459	432	1429									
9	Число недействительных избирательных бюллетеней	186	10	7	2	1	2	3	0	6	14	1	6	7	3	3	0	10	0	4	3	2	0	15	3	3	14	10	12	9	16	20									
10	Число действительных избирательных бюллетеней	7922	241	59	159	109	221	115	57	274	859	67	67	296	79	163	85	216	74	225	63	122	45	490	59	150	370	308	575	509	435	1430									
