Выборы Президента Российской Федерации																																																															
Дата голосования: 02.03.2008																																																															
																																																															
"Наименование Избирательной комиссии:    Владивосток, Первореченская"																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
	Число участковых избирательных комиссий	56																																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	56																																																													
																																																															
		Сумма	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №281	УИК №282	УИК №283	УИК №1334	УИК №1335	УИК №1336	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938					
1	"Число избирателей, включенных в списки избирателей"	101628	2020	2200	1797	2159	2055	2291	2130	2198	2144	2146	2401	2451	1864	2274	1535	1884	1628	1662	2564	1888	2427	2413	1542	2137	2092	2111	2347	1741	1919	2092	2273	1916	2508	2376	1403	1859	1913	1909	2013	1906	2154	1844	1653	813	270	207	311	240	484	209	1749	2109	1948	1709	2072	1668					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	92932	1900	2000	1600	2000	1900	2200	2000	2000	2000	2000	2000	2100	1700	2000	1500	1700	1400	1500	2400	1800	2200	2300	1400	1800	1800	2000	2000	1600	1700	2000	2000	1800	2300	2000	1350	1700	1800	1700	1900	1800	1800	1700	1500	800	267	210	320	260	480	195	1600	2000	1800	1600	1900	1650					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	48879	1066	1081	792	919	1000	1094	953	1312	847	984	1146	1116	829	926	910	898	824	848	1179	1541	1018	1126	582	1110	990	1018	999	896	836	985	926	865	1166	1210	667	859	712	841	976	929	984	701	594	574	266	206	307	204	379	195	765	1014	872	739	828	1275					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	794	20	39	16	13	12	17	13	33	19	10	18	71	24	6	11	30	2	14	29	8	13	5	4	11	17	5	26	7	5	12	8	1	11	16	8	9	10	17	14	8	13	9	11	0	0	0	0	0	0	0	15	15	24	25	25	45					
6	Число погашенных избирательных бюллетеней	43259	814	880	792	1068	888	1089	1034	655	1134	1006	836	913	847	1068	579	772	574	638	1192	251	1169	1169	814	679	793	977	975	697	859	1003	1066	934	1123	774	675	832	1078	842	910	863	803	990	895	226	1	4	13	56	101	0	820	971	904	836	1047	330					
7	Число избирательных бюллетеней в переносных ящиках для голосования	794	20	39	16	13	12	17	13	33	19	10	18	71	24	6	11	30	2	14	29	8	13	5	4	11	17	5	26	7	5	12	8	1	11	16	8	9	10	17	14	8	13	9	11	0	0	0	0	0	0	0	15	15	24	25	25	45					
8	Число бюллетеней в стационарных ящиках для голосования	48837	1065	1080	792	919	999	1094	953	1312	847	984	1143	1116	829	922	909	898	824	834	1179	1533	1018	1126	580	1109	990	1018	999	896	836	985	925	863	1166	1210	667	859	711	841	976	929	984	700	594	574	266	206	307	204	379	195	764	1014	872	739	828	1275					
9	Число недействительных избирательных бюллетеней	928	25	28	11	12	17	34	11	14	6	12	25	16	15	18	52	18	8	0	12	23	18	30	11	39	13	33	15	19	22	17	17	14	15	26	14	10	16	16	30	18	17	16	8	8	8	0	6	2	25	3	8	19	8	17	15	18					
10	Число действительных избирательных бюллетеней	48703	1060	1091	797	920	994	1077	955	1331	860	982	1136	1171	838	910	868	910	818	848	1196	1518	1013	1101	573	1081	994	990	1010	884	819	980	916	850	1162	1200	661	858	705	842	960	919	980	693	597	566	258	206	301	202	354	192	771	1010	888	747	838	1302					
11	Число полученных открепительных  удостоверений	1846	35	25	25	25	25	30	20	26	25	25	25	25	27	30	50	25	60	18	53	80	25	25	25	25	25	30	40	25	25	40	25	25	25	40	25	125	40	25	25	25	25	25	25	50	30	30	30	30	30	30	25	29	18	35	25	90					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1447	33	20	23	22	22	25	19	22	10	18	20	22	24	23	23	17	38	12	48	74	21	22	16	21	18	25	27	22	21	33	17	15	16	36	23	107	31	16	22	21	20	16	20	25	18	20	26	30	28	17	15	27	14	25	13	88					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1085	18	18	16	7	18	16	9	21	12	20	22	11	17	17	31	10	26	14	22	54	13	11	13	48	11	11	17	16	9	17	6	8	34	27	24	30	19	14	22	20	58	37	30	41	12	5	0	8	31	16	17	8	11	17	10	35					
14	Число неиспользованных открепительных удостоверений	399	2	5	2	3	3	5	1	4	15	7	5	3	3	7	27	8	22	6	5	6	4	3	9	4	7	5	13	3	4	7	8	10	9	4	2	18	9	9	3	4	5	9	5	25	12	10	4	0	2	13	10	2	4	10	12	2					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	54	2	0	1	2	0	0	1	3	3	4	1	3	1	2	2	1	1	0	0	0	0	0	1	0	1	1	0	2	2	1	2	0	0	3	1	3	1	0	0	2	1	1	0	0	0	0	0	0	0	0	1	1	2	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																															
18	Богданов Андрей Владимирович	1350	34	36	26	28	32	36	19	26	30	26	44	30	26	20	15	18	22	31	31	23	28	30	17	31	28	30	30	22	29	25	31	22	43	48	13	9	14	19	25	31	33	25	15	21	9	3	3	9	6	3	30	27	24	18	31	15					
		2.72%	3.13%	3.22%	3.22%	3.00%	3.17%	3.24%	1.97%	1.93%	3.46%	2.62%	3.79%	2.53%	3.05%	2.16%	1.63%	1.94%	2.66%	3.66%	2.57%	1.49%	2.72%	2.65%	2.91%	2.77%	2.78%	2.93%	2.93%	2.44%	3.45%	2.51%	3.32%	2.55%	3.65%	3.92%	1.93%	1.04%	1.94%	2.21%	2.53%	3.31%	3.31%	3.53%	2.48%	3.66%	3.38%	1.46%	0.98%	4.41%	1.58%	1.54%	3.85%	2.62%	2.68%	2.36%	3.63%	1.14%					
19	Жириновский Владимир Вольфович	8639	157	201	134	157	154	185	171	187	156	184	197	214	124	188	143	182	136	132	213	264	164	172	103	167	152	185	175	195	172	195	172	169	184	152	127	252	153	142	169	120	215	126	121	89	41	33	37	40	75	37	125	142	161	126	162	310					
		17.41%	14.47%	17.96%	16.58%	16.85%	15.23%	16.65%	17.70%	13.90%	18.01%	18.51%	16.97%	18.03%	14.54%	20.26%	15.54%	19.61%	16.46%	15.57%	17.63%	17.13%	15.91%	15.21%	17.64%	14.91%	15.09%	18.08%	17.07%	21.59%	20.45%	19.56%	18.44%	19.56%	15.63%	12.40%	18.81%	29.03%	21.22%	16.55%	17.07%	12.81%	21.56%	17.77%	20.00%	15.51%	15.41%	16.02%	12.05%	19.61%	19.79%	18.97%	16.05%	13.80%	17.97%	16.49%	18.99%	23.48%					
20	Зюганов Геннадий Андреевич	12959	363	320	242	269	304	317	261	305	253	238	325	370	263	250	222	298	208	273	339	135	282	362	163	329	311	265	291	257	214	299	260	213	393	464	105	134	177	264	298	322	206	160	145	74	21	8	23	26	47	13	228	294	247	230	204	75					
		26.11%	33.46%	28.60%	29.95%	28.86%	30.07%	28.53%	27.02%	22.68%	29.21%	23.94%	27.99%	31.17%	30.83%	26.94%	24.13%	32.11%	25.18%	32.19%	28.06%	8.76%	27.35%	32.01%	27.91%	29.38%	30.88%	25.90%	28.39%	28.46%	25.45%	29.99%	27.87%	24.65%	33.39%	37.85%	15.56%	15.44%	24.55%	30.77%	30.10%	34.36%	20.66%	22.57%	23.97%	12.89%	7.89%	3.88%	7.49%	12.75%	12.40%	6.67%	29.27%	28.57%	27.57%	30.10%	23.92%	5.68%					
21	Медведев Дмитрий Анатольевич	25755	506	534	395	466	504	539	504	813	421	534	570	557	425	452	488	412	452	412	613	1096	539	537	290	554	503	510	514	410	404	461	453	446	542	536	416	463	361	417	468	446	526	382	316	382	187	162	238	127	226	139	388	547	456	373	441	902					
		51.89%	46.64%	47.72%	48.89%	50.00%	49.85%	48.51%	52.17%	60.45%	48.61%	53.72%	49.10%	46.93%	49.82%	48.71%	53.04%	44.40%	54.72%	48.58%	50.75%	71.12%	52.28%	47.48%	49.66%	49.46%	49.95%	49.85%	50.15%	45.40%	48.04%	46.24%	48.55%	51.62%	46.05%	43.72%	61.63%	53.34%	50.07%	48.60%	47.27%	47.60%	52.76%	53.88%	52.23%	66.55%	70.30%	78.64%	77.52%	62.25%	59.63%	71.28%	49.81%	53.16%	50.89%	48.82%	51.70%	68.33%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
