Выборы Президента Российской Федерации																																																																							
Дата голосования: 04.03.2012																																																																							
																																																																							
Наименование Избирательной комиссии:    Владивосток, Первореченская																																																																							
																																																																							
Сводная таблица итогов голосования																																																																							
																																																																							
	Число участковых избирательных комиссий	60																																																																					
	Число участковых избирательных комиссий, приступивших к передаче сведений	60																																																																					
																																																																							
		Сумма	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №281	УИК №282	УИК №283	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941									
1	Число избирателей, включенных в список избирателей	104316	2072	2189	1721	2206	2083	2261	2114	2192	2096	2238	2343	2338	1796	2192	1396	1894	1818	1609	2755	549	3028	2438	1641	2150	2155	2112	2031	1475	1947	2098	2250	1981	2542	2430	1511	1690	1911	1898	1987	1973	2255	1892	1764	2827	373	376	438	1026	248	545	183	1770	2116	1995	1743	1834	1221	338	85	177									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	96136	2000	2100	1700	2000	2000	2000	2100	2000	1700	2000	2000	2000	1800	2000	1300	1800	1700	1600	2300	700	2400	2000	1600	2000	2000	2000	2000	1400	1900	2000	2000	1900	2000	2000	1500	1500	1800	1800	1900	1800	2100	1800	1600	2300	355	335	440	1010	257	538	180	1700	2100	1900	1700	1800	1160	312	80	169									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	60707	1280	1299	991	1299	1240	1395	1213	1325	1197	1154	1416	1333	985	1156	854	1131	1143	973	1489	401	1652	1443	821	1382	1307	1294	1106	896	1060	1244	1232	1150	1465	1551	878	736	848	997	1220	1196	1196	898	753	1818	336	326	403	884	214	385	168	1036	1223	1092	955	936	859	251	80	142									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	771	28	33	13	26	21	21	16	15	13	8	20	30	29	13	7	20	6	24	37	1	6	17	11	6	19	17	36	7	16	15	13	5	26	17	7	8	9	22	10	7	5	12	11	3	0	0	0	0	0	0	0	13	18	14	19	21	0	0	0	0									
6	Число погашенных избирательных бюллетеней	34658	692	768	696	675	739	584	871	660	490	838	564	637	786	831	439	649	551	603	774	298	742	540	768	612	674	689	858	497	824	741	755	745	509	432	615	756	943	781	670	597	899	890	836	479	19	9	37	126	43	153	12	651	859	794	726	843	301	61	0	27									
