Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Агинская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21					
1	"Число избирателей, внесенных в списки избирателей"	19575	2075	2727	1603	2855	1220	459	444	525	528	592	115	80	780	684	539	453	610	883	243	279	1881					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18882	1837	2604	1543	2598	1250	460	440	540	540	585	115	80	800	665	540	455	615	825	225	265	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14093	1301	1916	1174	1747	954	379	349	401	415	456	90	72	625	475	415	366	446	720	171	247	1374					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1854	52	176	30	117	88	69	89	121	97	123	25	8	128	167	105	84	135	105	51	8	76					
6	Число погашенных избирательных бюллетеней	2935	484	512	339	734	208	12	2	18	28	6	0	0	47	23	20	5	34	0	3	10	450					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1854	52	176	30	117	88	69	89	121	97	123	25	8	128	167	105	84	135	105	51	8	76					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14091	1301	1916	1174	1747	954	379	349	401	415	456	90	72	625	475	415	366	446	720	171	247	1372					
9	Число недействительных избирательных бюллетеней	87	14	7	4	15	9	2	0	1	0	4	0	0	4	2	0	2	1	5	0	1	16					
10	Число действительных избирательных бюллетеней	15858	1339	2085	1200	1849	1033	446	438	521	512	575	115	80	749	640	520	448	580	820	222	254	1432					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	895	45	71	45	54	24	40	40	40	40	50	15	15	80	60	60	30	30	40	6	20	90					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	544	36	69	34	40	19	17	40	31	21	11	15	7	21	54	60	8	13	5	2	1	40					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	388	68	93	51	54	32	6	3	7	5	5	1	5	5	4	7	4	5	6	12	2	13					
14	Число погашенных неиспользованных открепительных удостоверений	351	9	2	11	14	5	23	0	9	19	39	0	8	59	6	0	22	17	35	4	19	50					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	378	27	63	30	31	24	12	18	13	28	5	3	1	17	24	12	11	18	9	6	3	23					
		2.37%	1.99%	3.01%	2.49%	1.66%	2.30%	2.68%	4.11%	2.49%	5.47%	0.86%	2.61%	1.25%	2.26%	3.74%	2.31%	2.44%	3.10%	1.09%	2.70%	1.18%	1.59%					
19	2.Всероссийская политическая партия «Гражданская Сила»	43	6	9	6	7	0	1	1	2	2	0	0	0	0	3	1	1	0	1	0	0	3					
		0.27%	0.44%	0.43%	0.50%	0.38%	0.00%	0.22%	0.23%	0.38%	0.39%	0.00%	0.00%	0.00%	0.00%	0.47%	0.19%	0.22%	0.00%	0.12%	0.00%	0.00%	0.21%					
20	3.Политическая партия «Демократическая партия России»	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	651	62	64	32	67	27	18	3	30	15	23	0	1	16	32	20	15	30	52	9	11	124					
		4.08%	4.58%	3.06%	2.66%	3.59%	2.59%	4.02%	0.68%	5.75%	2.93%	3.97%	0.00%	1.25%	2.12%	4.98%	3.85%	3.33%	5.16%	6.30%	4.05%	4.31%	8.56%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	57	8	13	10	7	1	0	0	1	1	1	0	0	4	3	2	2	1	1	0	1	1					
		0.36%	0.59%	0.62%	0.83%	0.38%	0.10%	0.00%	0.00%	0.19%	0.20%	0.17%	0.00%	0.00%	0.53%	0.47%	0.38%	0.44%	0.17%	0.12%	0.00%	0.39%	0.07%					
