Выборы Президента Российской Федерации																																																					
																																																					
Наименование Избирательной комиссии:    Пригородная																																																					
																																																					
Итоги голосования 																																																					
																																																					
		Сумма	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693					
1	"Число избирателей, внесенных в список"	32006	652	1868	1468	188	641	140	1280	1075	1764	62	219	448	129	110	360	527	134	82	92	94	402	322	657	1477	211	281	308	1556	2387	288	113	130	222	175	847	2835	296	1023	886	885	365	1150	693	204	722	2238					
2	Число полученных избирательных бюллетеней	32200	650	1900	1510	185	650	145	1300	1065	1670	65	215	450	135	110	365	535	135	90	95	95	410	330	650	1540	205	255	315	1545	2400	285	110	140	225	190	855	2830	300	1030	890	880	370	1140	710	215	735	2280					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16686	343	1011	826	128	337	78	721	375	826	34	167	199	81	68	206	313	104	50	70	59	223	147	351	733	133	166	186	735	1386	179	61	85	124	139	409	1325	167	408	503	489	175	536	353	117	395	1165					
5	"Число избирательных бюллетеней, выданных вне помещения"	1825	44	10	3	8	52	8	60	158	132	16	13	26	11	8	21	16	0	6	10	13	64	40	29	41	26	30	43	27	24	36	18	2	7	11	49	188	10	126	10	4	15	133	63	28	49	137					
6	Число погашенных избирательных бюллетеней	13688	263	879	680	49	261	59	519	532	712	15	35	225	43	34	138	206	31	34	15	23	123	143	270	766	46	59	86	783	990	70	31	53	94	40	397	1317	123	496	377	387	180	471	294	70	291	978					
7	Число избирательных бюллетеней в переносных ящиках	1825	44	10	3	8	52	8	60	158	132	16	13	26	11	8	21	16	0	6	10	13	64	40	29	41	26	30	43	27	24	36	18	2	7	11	49	188	10	126	10	4	15	133	63	28	49	137					
8	Число бюллетеней в стационарных ящиках для голосования	16685	343	1011	825	128	337	78	721	375	826	34	167	199	81	68	206	313	104	50	70	59	223	147	351	733	133	166	186	735	1386	179	61	85	124	139	409	1325	167	408	503	489	175	536	353	117	395	1165					
9	Число недействительных избирательных бюллетеней	201	7	5	12	4	8	0	12	4	5	0	0	1	0	1	4	3	2	1	0	0	3	1	6	8	0	2	4	19	10	0	1	0	2	1	7	10	5	1	9	8	2	9	5	3	3	13					
10	Число действительных избирательных бюллетеней	18309	380	1016	816	132	381	86	769	529	953	50	180	224	92	75	223	326	102	55	80	72	284	186	374	766	159	194	225	743	1400	215	78	87	129	149	451	1503	172	533	504	485	188	660	411	142	441	1289					
11	Число полученных открепительных  удостоверений	649	10	30	30	10	10	10	20	30	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	30	10	10	10	20	20	10	10	10	10	10	10	30	10	10	10	10	10	25	10	10	10	34					
12	Число выданных открепительных удостоверений	158	3	8	10	2	4	0	12	7	5	0	0	8	0	0	1	2	0	0	0	0	1	1	3	5	0	3	0	8	7	0	1	0	0	0	0	18	1	2	2	5	1	3	2	10	1	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	228	5	5	0	9	2	0	2	9	9	2	3	4	1	4	2	3	2	0	0	0	3	7	5	10	4	25	3	11	7	2	7	1	3	1	2	21	5	12	0	2	0	13	2	3	4	13					
14	Число неиспользованных открепительных удостоверений	491	7	22	20	8	6	10	8	23	25	10	10	2	10	10	9	8	10	10	10	10	9	9	7	25	10	7	10	12	13	10	9	10	10	10	10	12	9	8	8	5	9	22	8	0	9	12					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																					
18	. Глазьев Сергей Юрьевич	393	5	16	9	3	8	1	27	12	23	0	7	3	7	0	4	6	1	0	0	0	2	7	7	16	4	2	4	17	41	4	3	3	2	0	10	27	1	12	10	12	2	15	7	2	11	40					
		2.12%	1.29%	1.57%	1.09%	2.21%	2.06%	1.16%	3.46%	2.25%	2.40%	0.00%	3.89%	1.33%	7.61%	0.00%	1.76%	1.82%	0.96%	0.00%	0.00%	0.00%	0.70%	3.74%	1.84%	2.07%	2.52%	1.02%	1.75%	2.23%	2.91%	1.86%	3.80%	3.45%	1.53%	0.00%	2.18%	1.78%	0.56%	2.25%	1.95%	2.43%	1.05%	2.24%	1.68%	1.38%	2.48%	3.07%					
19	. Малышкин Олег Александрович	460	2	32	18	7	6	4	20	9	26	0	4	7	4	3	4	11	3	1	4	0	8	3	13	14	1	8	4	17	40	1	1	3	4	1	10	27	3	11	12	15	8	25	2	3	16	45					
