Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Казанская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477					
1	"Число избирателей, внесенных в списки"	17327	606	166	123	520	198	792	171	465	788	503	231	1131	234	247	212	1662	1075	895	931	1562	1096	387	288	413	303	368	98	318	145	513	97	98	564	127					
2	"Число бюллетеней, полученных участковыми комиссиями"	17392	603	168	123	511	188	801	173	468	776	498	296	1117	236	236	204	1611	1066	881	912	1551	1091	476	322	417	303	381	98	330	145	516	98	101	568	127					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10915	399	132	93	337	166	529	116	341	534	282	220	638	140	164	144	906	585	502	488	872	571	350	276	257	200	295	81	234	103	346	82	70	373	89					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	720	39	7	4	37	14	27	13	25	15	20	11	60	23	20	11	39	29	33	19	21	23	37	12	39	26	18	4	27	8	25	0	4	30	0					
6	Число погашенных бюллетеней	5757	165	29	26	137	8	245	44	102	227	196	65	419	73	52	49	666	452	346	405	658	497	89	34	121	77	68	13	69	34	145	16	27	165	38					
7	Число бюллетеней в переносных ящиках для голосования	720	39	7	4	37	14	27	13	25	15	20	11	60	23	20	11	39	29	33	19	21	23	37	12	39	26	18	4	27	8	25	0	4	30	0					
8	Число бюллетеней в стационарных ящиках для голосования	10912	399	132	93	337	166	529	116	341	534	282	220	638	140	164	144	906	583	501	488	872	571	350	276	257	200	295	81	234	103	346	82	70	373	89					
9	Число недействительных бюллетеней	141	0	1	2	2	5	3	0	7	4	4	1	11	1	2	1	7	14	7	4	10	14	1	7	4	3	1	0	5	1	8	0	5	4	2					
10	Число действительных бюллетеней	11491	438	138	95	372	175	553	129	359	545	298	230	687	162	182	154	938	598	527	503	883	580	386	281	292	223	312	85	256	110	363	82	69	399	87					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	269	10	6	6	6	6	6	6	6	10	10	6	10	6	6	6	14	14	14	14	12	12	6	6	6	6	6	6	6	6	9	6	6	8	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	54	2	0	0	0	0	5	0	0	0	0	0	7	0	0	0	10	4	6	2	5	2	0	0	0	0	5	0	0	0	3	0	0	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	56	7	0	1	3	1	1	0	0	0	1	2	4	4	1	0	12	3	4	0	2	2	0	0	0	1	0	0	2	0	2	1	0	1	1					
14	Число погашенных открепительных удостоверений	215	8	6	6	6	6	1	6	6	10	10	6	3	6	6	6	4	10	8	12	7	10	6	6	6	6	1	6	6	6	6	6	6	6	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	225	6	5	2	9	4	6	3	9	7	11	6	13	6	8	4	11	8	13	5	16	8	5	10	7	4	5	0	14	1	4	5	1	4	5					
		1.93%	1.36%	3.59%	2.06%	2.40%	2.22%	1.07%	2.32%	2.45%	1.27%	3.64%	2.59%	1.86%	3.68%	4.34%	2.58%	1.16%	1.30%	2.43%	0.98%	1.79%	1.34%	1.29%	3.47%	2.36%	1.76%	1.59%	0.0%	5.36%	0.90%	1.07%	6.09%	1.35%	0.99%	5.61%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	97	1	0	0	4	0	5	0	3	2	1	0	4	0	1	1	14	5	8	9	15	12	0	0	0	1	5	1	1	2	0	0	0	1	1					
