Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Мантуровская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761					
1	"Число избирателей, внесенных в списки"	12892	334	351	420	359	133	101	402	107	857	250	198	391	2095	385	367	532	309	514	179	304	419	166	2225	484	324	686					
2	"Число бюллетеней, полученных участковыми комиссиями"	12767	327	351	423	360	128	99	398	109	866	254	193	387	2068	385	366	537	302	516	179	312	413	164	2139	477	328	686					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7224	191	192	243	203	74	57	237	63	311	130	98	237	1306	246	268	248	168	297	103	187	216	101	1186	284	159	419					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1313	62	63	65	57	27	17	56	14	17	70	66	87	41	43	0	60	46	79	25	52	38	32	37	80	88	91					
6	Число погашенных бюллетеней	4230	74	96	115	100	27	25	105	32	538	54	29	63	721	96	98	229	88	140	51	73	159	31	916	113	81	176					
7	Число бюллетеней в переносных ящиках для голосования	1313	62	63	65	57	27	17	56	14	17	70	66	87	41	43	0	60	46	79	25	52	38	32	37	80	88	91					
8	Число бюллетеней в стационарных ящиках для голосования	7223	191	192	243	203	74	57	237	63	311	130	98	237	1305	246	268	248	168	297	103	187	216	101	1186	284	159	419					
9	Число недействительных бюллетеней	267	16	15	11	11	2	4	5	1	4	7	8	9	22	16	0	4	25	16	5	7	19	8	36	7	7	2					
10	Число действительных бюллетеней	8269	237	240	297	249	99	70	288	76	324	193	156	315	1324	273	268	304	189	360	123	232	235	125	1187	357	240	508					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	155	5	5	5	5	5	5	5	5	5	5	5	5	20	5	5	5	5	5	5	5	5	5	10	5	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	30	0	0	1	0	0	0	0	0	1	0	0	0	12	0	0	3	0	0	0	0	1	0	6	0	0	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	18	1	0	0	1	0	1	1	0	0	1	2	1	1	0	0	1	2	1	0	0	2	0	1	0	0	2					
14	Число погашенных открепительных удостоверений	125	5	5	4	5	5	5	5	5	4	5	5	5	8	5	5	2	5	5	5	5	4	5	4	5	5	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	131	7	5	5	5	1	2	8	1	0	5	2	3	19	7	6	2	5	5	3	3	6	1	23	2	2	3					
		1.53%	2.76%	1.96%	1.62%	1.92%	0.99%	2.70%	2.73%	1.29%	0.0%	2.5%	1.21%	0.92%	1.41%	2.42%	2.23%	0.64%	2.33%	1.32%	2.34%	1.25%	2.36%	0.75%	1.88%	0.54%	0.80%	0.58%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	76	2	1	3	1	1	0	3	0	2	1	0	1	21	3	3	1	5	3	1	3	2	0	13	4	0	2					
		0.89%	0.79%	0.39%	0.97%	0.38%	0.99%	0.0%	1.02%	0.0%	0.60%	0.5%	0.0%	0.30%	1.56%	1.03%	1.11%	0.32%	2.33%	0.79%	0.78%	1.25%	0.78%	0.0%	1.06%	1.09%	0.0%	0.39%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	263	8	7	12	7	6	1	8	4	4	5	4	16	35	5	6	12	6	8	4	2	12	6	44	23	11	7					
		3.08%	3.16%	2.74%	3.89%	2.69%	5.94%	1.35%	2.73%	5.19%	1.21%	2.5%	2.43%	4.93%	2.60%	1.73%	2.23%	3.89%	2.80%	2.12%	3.12%	0.83%	4.72%	4.51%	3.59%	6.31%	4.45%	1.37%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	99	5	6	2	4	2	0	4	0	3	7	0	2	14	3	4	2	1	7	0	4	1	4	16	3	4	1					
		1.15%	1.97%	2.35%	0.64%	1.53%	1.98%	0.0%	1.36%	0.0%	0.91%	3.5%	0.0%	0.61%	1.04%	1.03%	1.49%	0.64%	0.46%	1.86%	0.0%	1.67%	0.39%	3.00%	1.30%	0.82%	1.61%	0.19%					
22	"5. ""За Русь Святую"""	88	2	0	3	2	4	1	5	0	2	4	2	0	11	7	1	4	4	6	1	3	4	5	12	2	2	1					
		1.03%	0.79%	0.0%	0.97%	0.76%	3.96%	1.35%	1.70%	0.0%	0.60%	2.0%	1.21%	0.0%	0.81%	2.42%	0.37%	1.29%	1.86%	1.59%	0.78%	1.25%	1.57%	3.75%	0.98%	0.54%	0.80%	0.19%					
23	"6. ""Объединенная Российская партия ""Русь"""	41	2	0	1	0	1	0	2	1	0	0	0	2	4	3	2	3	1	2	0	0	2	1	10	2	1	1					
		0.48%	0.79%	0.0%	0.32%	0.0%	0.99%	0.0%	0.68%	1.29%	0.0%	0.0%	0.0%	0.61%	0.29%	1.03%	0.74%	0.97%	0.46%	0.53%	0.0%	0.0%	0.78%	0.75%	0.81%	0.54%	0.40%	0.19%					
24	"7. ""Новый курс - Автомобильная Россия"""	70	3	2	3	5	1	0	10	1	0	1	1	3	14	3	7	1	3	4	0	1	2	1	2	1	0	1					
		0.82%	1.18%	0.78%	0.97%	1.92%	0.99%	0.0%	3.41%	1.29%	0.0%	0.5%	0.60%	0.92%	1.04%	1.03%	2.61%	0.32%	1.40%	1.06%	0.0%	0.41%	0.78%	0.75%	0.16%	0.27%	0.0%	0.19%					
25	"8. ""Народно-республиканская партия России"""	31	0	2	3	0	1	0	2	0	0	0	1	2	4	0	0	0	0	1	0	0	4	2	6	3	0	0					
		0.36%	0.0%	0.78%	0.97%	0.0%	0.99%	0.0%	0.68%	0.0%	0.0%	0.0%	0.60%	0.61%	0.29%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	1.57%	1.50%	0.49%	0.82%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	23	2	2	1	3	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	3	2	0	1	1	1	2					
		0.26%	0.79%	0.78%	0.32%	1.15%	0.99%	0.0%	0.0%	1.29%	0.0%	0.0%	0.0%	0.30%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	1.25%	0.78%	0.0%	0.08%	0.27%	0.40%	0.39%					
27	"10. ""Аграрная партия России"""	707	20	14	49	34	9	3	28	3	9	20	30	41	118	20	29	27	18	54	24	20	17	4	55	24	20	17					
		8.28%	7.90%	5.49%	15.90%	13.07%	8.91%	4.05%	9.55%	3.89%	2.74%	10.0%	18.29%	12.65%	8.76%	6.92%	10.82%	8.76%	8.41%	14.36%	18.75%	8.36%	6.69%	3.00%	4.49%	6.59%	8.09%	3.33%					
28	"11. ""Истинные патриоты России"""	8	0	0	0	2	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2					
		0.09%	0.0%	0.0%	0.0%	0.76%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.34%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	170	4	6	4	6	2	4	7	2	13	3	1	0	44	6	3	8	3	7	0	2	3	6	25	4	1	6					
		1.99%	1.58%	2.35%	1.29%	2.30%	1.98%	5.40%	2.38%	2.59%	3.96%	1.5%	0.60%	0.0%	3.26%	2.07%	1.11%	2.59%	1.40%	1.86%	0.0%	0.83%	1.18%	4.51%	2.04%	1.09%	0.40%	1.17%					
30	"13. ""Демократическая партия России"""	31	2	0	0	2	0	0	0	0	4	0	1	0	3	1	1	0	1	3	1	0	3	0	5	1	0	3					
		0.36%	0.79%	0.0%	0.0%	0.76%	0.0%	0.0%	0.0%	0.0%	1.21%	0.0%	0.60%	0.0%	0.22%	0.34%	0.37%	0.0%	0.46%	0.79%	0.78%	0.0%	1.18%	0.0%	0.40%	0.27%	0.0%	0.58%					
31	"14. ""Великая Россия - Евразийский Союз"""	85	2	0	5	4	0	1	2	2	2	0	0	0	30	4	0	3	1	2	0	4	1	3	12	1	0	6					
		0.99%	0.79%	0.0%	1.62%	1.53%	0.0%	1.35%	0.68%	2.59%	0.60%	0.0%	0.0%	0.0%	2.22%	1.38%	0.0%	0.97%	0.46%	0.53%	0.0%	1.67%	0.39%	2.25%	0.98%	0.27%	0.0%	1.17%					
32	"15. ""Партия СЛОН"""	16	0	0	0	0	1	0	1	0	0	0	0	2	3	0	1	0	1	0	0	0	2	1	1	2	0	1					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.99%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.61%	0.22%	0.0%	0.37%	0.0%	0.46%	0.0%	0.0%	0.0%	0.78%	0.75%	0.08%	0.54%	0.0%	0.19%					
33	"16. ""Родина"" (народно-патриотический союз)"""	362	13	6	9	14	7	10	13	1	8	10	12	15	89	15	13	15	9	10	1	5	12	9	46	5	5	10					
		4.24%	5.13%	2.35%	2.92%	5.38%	6.93%	13.51%	4.43%	1.29%	2.43%	5.0%	7.31%	4.62%	6.61%	5.19%	4.85%	4.87%	4.20%	2.65%	0.78%	2.09%	4.72%	6.76%	3.76%	1.37%	2.02%	1.96%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	54	2	2	6	3	2	0	1	1	3	2	1	0	7	2	1	2	0	4	2	0	4	1	2	4	2	0					
		0.63%	0.79%	0.78%	1.94%	1.15%	1.98%	0.0%	0.34%	1.29%	0.91%	1.0%	0.60%	0.0%	0.52%	0.69%	0.37%	0.64%	0.0%	1.06%	1.56%	0.0%	1.57%	0.75%	0.16%	1.09%	0.80%	0.0%					
35	"18. ""ЛДПР"""	1208	54	57	38	43	20	6	27	7	35	41	28	62	149	47	27	35	45	60	20	53	22	8	186	63	23	52					
		14.15%	21.34%	22.35%	12.33%	16.53%	19.80%	8.10%	9.21%	9.09%	10.67%	20.5%	17.07%	19.13%	11.06%	16.26%	10.07%	11.36%	21.02%	15.95%	15.62%	22.17%	8.66%	6.01%	15.20%	17.30%	9.31%	10.19%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	194	4	11	4	6	3	0	5	1	20	13	0	7	30	9	3	9	6	7	3	5	8	1	20	9	2	8					
		2.27%	1.58%	4.31%	1.29%	2.30%	2.97%	0.0%	1.70%	1.29%	6.09%	6.5%	0.0%	2.16%	2.22%	3.11%	1.11%	2.92%	2.80%	1.86%	2.34%	2.09%	3.14%	0.75%	1.63%	2.47%	0.80%	1.56%					
37	"20. ""Политическая партия ""Единая Россия"""	2119	51	50	44	57	18	15	78	32	81	29	29	54	430	62	60	118	37	88	41	67	56	30	302	94	81	115					
		24.82%	20.15%	19.60%	14.28%	21.92%	17.82%	20.27%	26.62%	41.55%	24.69%	14.5%	17.68%	16.66%	31.94%	21.45%	22.38%	38.31%	17.28%	23.40%	32.03%	28.03%	22.04%	22.55%	24.69%	25.82%	32.79%	22.54%					
38	"21. ""Российская Конституционно-демократическая партия"""	35	0	1	0	3	2	0	0	0	4	0	0	1	3	0	2	0	1	2	1	2	2	0	4	2	3	2					
		0.41%	0.0%	0.39%	0.0%	1.15%	1.98%	0.0%	0.0%	0.0%	1.21%	0.0%	0.0%	0.30%	0.22%	0.0%	0.74%	0.0%	0.46%	0.53%	0.78%	0.83%	0.78%	0.0%	0.32%	0.54%	1.21%	0.39%					
39	"22. ""Развитие предпринимательства"""	25	1	1	0	0	1	0	2	1	1	0	0	1	1	0	0	1	1	1	0	0	2	0	5	2	0	4					
		0.29%	0.39%	0.39%	0.0%	0.0%	0.99%	0.0%	0.68%	1.29%	0.30%	0.0%	0.0%	0.30%	0.07%	0.0%	0.0%	0.32%	0.46%	0.26%	0.0%	0.0%	0.78%	0.0%	0.40%	0.54%	0.0%	0.78%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2176	44	65	91	45	11	25	69	16	120	47	39	92	254	65	89	53	37	62	15	38	64	40	361	103	79	252					
