Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Амгинская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59					
1	"Число избирателей, внесенных в списки избирателей"	9583	961	1286	1413	354	481	226	653	635	470	382	400	764	358	345	545	310					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	9350	950	1150	1355	345	485	240	640	700	450	360	390	690	360	345	570	320					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	18	0	0	0	0	0	0	0	0	0	0	0	0	7	11	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7620	693	819	952	328	367	215	549	568	404	325	337	642	294	309	517	301					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	763	102	113	109	8	84	11	35	67	30	31	23	48	40	25	28	9					
6	Число погашенных избирательных бюллетеней	949	155	218	294	9	34	14	56	65	16	4	30	0	19	0	25	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	781	102	113	109	8	84	11	35	67	30	31	23	48	47	36	28	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7619	693	819	951	328	367	215	549	568	404	325	337	642	294	309	517	301					
9	Число недействительных избирательных бюллетеней	77	12	2	7	5	8	0	6	8	0	2	6	3	8	5	3	2					
10	Число действительных избирательных бюллетеней	8323	783	930	1053	331	443	226	578	627	434	354	354	687	333	340	542	308					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	333	25	25	28	15	15	15	35	20	15	15	15	25	20	15	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	216	21	19	21	11	12	7	35	11	10	6	2	16	5	10	18	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	88	8	18	12	1	2	1	8	3	5	3	5	4	4	2	10	2					
14	Число погашенных неиспользованных открепительных удостоверений	117	4	6	7	4	3	8	0	9	5	9	13	9	15	5	12	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	2	0	1	0	1	1	1	1	2	0	0	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	1.Политическая партия «Аграрная партия России»	238	9	13	23	6	15	3	32	50	6	3	12	37	14	4	10	1					
		2.83%	1.13%	1.39%	2.17%	1.79%	3.33%	1.33%	5.48%	7.87%	1.38%	0.84%	3.33%	5.36%	4.11%	1.16%	1.83%	0.32%					
19	2.Всероссийская политическая партия «Гражданская Сила»	21	4	3	0	1	1	1	1	2	1	0	1	2	1	2	1	0					
		0.25%	0.50%	0.32%	0.00%	0.30%	0.22%	0.44%	0.17%	0.31%	0.23%	0.00%	0.28%	0.29%	0.29%	0.58%	0.18%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	0	0	0	1	0	0	3	1	0	1	0	0	0	1	0	0					
		0.08%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.51%	0.16%	0.00%	0.28%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	686	76	85	93	25	17	12	62	95	25	24	25	44	18	26	33	26					
