Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Успенская																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №5501	УИК №5502	УИК №5503	УИК №5504	УИК №5505	УИК №5506	УИК №5507	УИК №5508	УИК №5509	УИК №5510	УИК №5511	УИК №5512	УИК №5513	УИК №5514	УИК №5515	УИК №5516	УИК №5517	УИК №5518	УИК №5519	УИК №5520	УИК №5521	УИК №5522	УИК №5523	УИК №5524	УИК №5525	УИК №5526					
1	"Число избирателей, внесенных в списки избирателей"	29555	1801	2613	2470	2112	1424	342	1459	1464	1432	1389	1141	189	376	869	143	194	272	982	97	1135	1600	786	503	2614	1238	910					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27015	1637	2336	2182	1964	1270	302	1310	1288	1310	1213	1034	167	328	790	126	175	246	899	88	1013	1436	741	467	2307	1593	793					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19963	1190	1543	1803	1362	858	253	1241	930	991	1046	768	141	321	657	122	136	210	700	67	718	648	575	386	1569	1185	543					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2009	292	120	123	76	5	0	69	130	93	142	92	23	0	47	0	20	21	54	19	85	321	47	34	93	53	50					
6	Число погашенных избирательных бюллетеней	5043	155	673	256	526	407	49	0	228	226	25	174	3	7	86	4	19	15	145	2	210	467	119	47	645	355	200					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2009	292	120	123	76	5	0	69	130	93	142	92	23	0	47	0	20	21	54	19	85	321	47	34	93	53	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19948	1181	1543	1803	1362	858	253	1241	930	991	1046	768	141	321	657	122	136	210	700	67	718	648	575	386	1563	1185	543					
9	Число недействительных избирательных бюллетеней	393	45	31	11	33	19	7	33	18	17	12	18	2	3	7	3	2	3	24	0	20	18	14	2	19	14	18					
10	Число действительных избирательных бюллетеней	21564	1428	1632	1915	1405	844	246	1277	1042	1067	1176	842	162	318	697	119	154	228	730	86	783	951	608	418	1637	1224	575					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	454	25	40	35	35	20	5	20	25	20	20	20	5	5	10	5	5	5	15	5	19	25	10	10	35	25	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	162	6	13	13	29	10	2	7	11	3	3	7	0	0	4	0	0	0	10	0	16	2	4	0	18	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	51	3	6	1	7	1	2	0	0	3	2	1	0	1	3	4	0	0	3	0	3	1	2	0	4	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	292	19	27	22	6	10	3	13	14	17	17	13	5	5	6	5	5	5	5	5	3	23	6	10	17	23	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	423	23	26	28	31	24	1	15	27	34	38	8	2	10	12	6	1	8	24	0	20	12	18	0	21	24	10					
		1.93%	1.56%	1.56%	1.45%	2.16%	2.78%	0.40%	1.15%	2.55%	3.14%	3.20%	0.93%	1.22%	3.12%	1.70%	4.92%	0.64%	3.46%	3.18%	0.00%	2.49%	1.24%	2.89%	0.00%	1.27%	1.94%	1.69%					
19	2.Всероссийская политическая партия «Гражданская Сила»	86	8	9	7	8	3	0	6	8	5	4	2	0	0	0	0	0	0	2	0	0	1	0	0	11	9	3					
		0.39%	0.54%	0.54%	0.36%	0.56%	0.35%	0.00%	0.46%	0.75%	0.46%	0.34%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.10%	0.00%	0.00%	0.66%	0.73%	0.51%					
20	3.Политическая партия «Демократическая партия России»	38	9	2	4	1	0	0	3	1	0	5	2	0	0	1	0	1	0	0	0	1	0	0	0	5	1	2					
		0.17%	0.61%	0.12%	0.21%	0.07%	0.00%	0.00%	0.23%	0.09%	0.00%	0.42%	0.23%	0.00%	0.00%	0.14%	0.00%	0.64%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.30%	0.08%	0.34%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3170	401	290	328	182	242	63	133	152	101	92	92	16	16	80	9	11	8	82	1	74	102	73	42	313	184	83					
		14.44%	27.22%	17.44%	17.03%	12.66%	28.04%	24.90%	10.15%	14.34%	9.32%	7.74%	10.70%	9.76%	4.98%	11.36%	7.38%	7.05%	3.46%	10.88%	1.16%	9.22%	10.53%	11.74%	10.00%	18.90%	14.86%	13.99%					
