Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																	
Дата голосования: 02.12.2007																	
																	
Наименование Избирательной комиссии:    Октябрьская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160					
1	"Число избирателей, внесенных в списки избирателей"	6436	563	964	988	787	1066	309	324	541	655	239					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6097	550	900	1000	700	897	300	300	500	700	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3597	423	438	470	387	514	220	252	275	394	224					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	262	24	28	13	32	25	19	11	54	54	2					
6	Число погашенных избирательных бюллетеней	2238	103	434	517	281	358	61	37	171	252	24					
7	Число избирательных бюллетеней в переносных ящиках для голосования	262	24	28	13	32	25	19	11	54	54	2					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3597	423	438	470	387	514	220	252	275	394	224					
9	Число недействительных избирательных бюллетеней	60	2	5	6	4	7	2	4	6	10	14					
10	Число действительных избирательных бюллетеней	3799	445	461	477	415	532	237	259	323	438	212					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	246	25	25	15	25	25	25	25	15	35	31					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	172	25	11	10	13	24	13	18	6	29	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	47	5	3	6	4	13	1	3	5	1	6					
14	Число погашенных неиспользованных открепительных удостоверений	74	0	14	5	12	1	12	7	9	6	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	0	1	0	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
																	
18	1.Политическая партия «Аграрная партия России»	145	24	14	17	20	17	15	14	7	16	1					
		3.76%	5.37%	3.00%	3.52%	4.77%	3.15%	6.28%	5.32%	2.13%	3.57%	0.44%					
19	2.Всероссийская политическая партия «Гражданская Сила»	13	1	2	2	3	2	2	0	0	1	0					
		0.34%	0.22%	0.43%	0.41%	0.72%	0.37%	0.84%	0.00%	0.00%	0.22%	0.00%					
20	3.Политическая партия «Демократическая партия России»	16	1	5	1	3	3	0	1	1	0	1					
		0.41%	0.22%	1.07%	0.21%	0.72%	0.56%	0.00%	0.38%	0.30%	0.00%	0.44%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	392	55	51	33	41	80	18	18	57	35	4					
		10.16%	12.30%	10.94%	6.83%	9.79%	14.84%	7.53%	6.84%	17.33%	7.81%	1.77%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	19	1	3	6	3	3	1	0	0	1	1					
		0.49%	0.22%	0.64%	1.24%	0.72%	0.56%	0.42%	0.00%	0.00%	0.22%	0.44%					
23	6.Политическая партия «Партия социальной справедливости»	4	3	1	0	0	0	0	0	0	0	0					
		0.10%	0.67%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	68	10	6	18	9	10	1	2	5	5	2					
		1.76%	2.24%	1.29%	3.73%	2.15%	1.86%	0.42%	0.76%	1.52%	1.12%	0.88%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	223	30	31	35	33	23	11	19	19	16	6					
		5.78%	6.71%	6.65%	7.25%	7.88%	4.27%	4.60%	7.22%	5.78%	3.57%	2.65%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	29	3	2	7	6	4	0	5	1	1	0					
		0.75%	0.67%	0.43%	1.45%	1.43%	0.74%	0.00%	1.90%	0.30%	0.22%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2871	311	342	357	295	385	189	200	233	362	197					
		74.40%	69.57%	73.39%	73.91%	70.41%	71.43%	79.08%	76.05%	70.82%	80.80%	87.17%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	19	6	4	1	2	5	0	0	0	1	0					
		0.49%	1.34%	0.86%	0.21%	0.48%	0.93%	0.00%	0.00%	0.00%	0.22%	0.00%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
