Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Каневская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752					
1	"Число избирателей, внесенных в список избирателей"	72709	1889	2312	1946	1669	1839	2582	2840	2157	1603	2604	2500	519	514	1241	454	1079	1515	1586	200	136	277	2037	2137	2221	1368	2379	2244	222	1101	291	2669	1166	2109	1794	688	291	316	1255	1164	1146	2519	2256	255	301	255	1460	1250	2091	777	597	1076	1812					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	75020	2000	2600	2200	1800	1850	2500	2800	2150	1700	2650	2700	500	520	1245	450	1100	1550	1600	220	135	260	2090	2250	2145	1450	2350	2300	220	1150	260	2900	1150	2300	1925	800	345	350	1350	1200	1150	2500	2195	250	300	260	1550	1250	2100	800	600	1100	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	53205	943	1361	1231	1000	1112	1880	2311	1452	1153	1660	1565	387	354	803	373	863	1176	1212	149	123	234	1695	1709	1575	1023	1887	1775	214	742	257	2247	1086	1964	1312	657	226	261	850	1036	879	1327	1461	217	254	212	1219	833	1368	630	444	816	1687					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	5717	377	285	151	175	154	160	88	162	83	135	202	47	57	98	42	23	116	110	29	6	10	112	166	315	141	119	80	6	105	3	289	37	81	265	21	44	55	128	47	109	136	183	5	6	31	146	112	147	34	78	117	89					
6	Число погашенных избирательных бюллетеней	16098	680	954	818	625	584	460	401	536	464	855	933	66	109	344	35	214	258	278	42	6	16	283	375	255	286	344	445	0	303	0	364	27	255	348	122	75	34	372	117	162	1037	551	28	40	17	185	305	585	136	78	167	124					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5717	377	285	151	175	154	160	88	162	83	135	202	47	57	98	42	23	116	110	29	6	10	112	166	315	141	119	80	6	105	3	289	37	81	265	21	44	55	128	47	109	136	183	5	6	31	146	112	147	34	78	117	89					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	53179	932	1358	1231	1000	1112	1880	2311	1452	1153	1659	1565	387	354	803	373	863	1176	1212	149	123	234	1695	1709	1575	1022	1887	1775	214	742	257	2247	1086	1964	1312	657	226	261	850	1036	879	1327	1461	217	248	212	1219	833	1364	630	444	816	1687					
9	Число недействительных избирательных бюллетеней	966	23	27	23	8	68	36	0	16	0	39	30	4	13	20	9	0	0	18	2	0	0	22	76	22	1	10	4	4	13	1	62	17	0	1	13	1	0	44	0	66	16	9	7	5	1	146	17	6	0	0	3	63					
10	Число действительных избирательных бюллетеней	57930	1286	1616	1359	1167	1198	2004	2399	1598	1236	1755	1737	430	398	881	406	886	1292	1304	176	129	244	1785	1799	1868	1162	1996	1851	216	834	259	2474	1106	2045	1576	665	269	316	934	1083	922	1447	1635	215	249	242	1219	928	1505	664	522	930	1713					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1424	40	50	41	30	30	47	50	40	30	60	50	15	10	35	10	20	30	30	5	3	5	40	40	40	25	40	40	5	25	5	50	26	40	32	15	5	5	25	25	31	40	35	5	5	5	30	24	45	15	10	20	45					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1424	40	50	41	30	30	47	50	40	30	60	50	15	10	35	10	20	30	30	5	3	5	40	40	40	25	40	40	5	25	5	50	26	40	32	15	5	5	25	25	31	40	35	5	5	5	30	24	45	15	10	20	45					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	400	11	11	14	10	9	32	8	8	6	14	13	8	5	12	3	11	3	10	0	3	1	4	6	7	4	2	9	7	8	2	21	0	16	14	0	6	4	11	0	5	12	13	5	4	4	4	12	17	0	0	4	7					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	76	1	2	7	0	3	5	6	4	1	6	6	1	0	0	0	0	0	0	1	0	1	0	1	0	3	2	1	0	0	0	2	0	2	2	0	0	0	0	1	0	1	5	0	0	0	0	1	5	1	1	1	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	6523	184	193	206	153	98	190	218	178	149	201	207	54	43	97	42	114	142	158	20	19	37	232	243	231	53	113	197	22	110	40	366	65	204	209	85	35	40	78	141	104	208	215	30	27	15	67	131	192	85	63	108	111					
		11.08%	14.06%	11.75%	14.91%	13.02%	7.74%	9.31%	9.09%	11.03%	12.06%	11.20%	11.71%	12.44%	10.46%	10.77%	10.12%	12.87%	10.99%	11.95%	11.24%	14.73%	15.16%	12.84%	12.96%	12.22%	4.56%	5.63%	10.62%	10.00%	12.99%	15.38%	14.43%	5.79%	9.98%	13.25%	12.54%	12.96%	12.66%	7.98%	13.02%	10.53%	14.22%	13.08%	13.51%	10.63%	6.17%	4.91%	13.86%	12.71%	12.80%	12.07%	11.58%	6.25%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3117	48	58	33	67	76	155	69	85	66	31	74	23	30	45	22	24	103	3	10	5	7	75	101	58	183	108	137	6	126	51	287	23	61	17	65	4	12	22	22	51	208	173	6	17	10	45	12	80	13	18	70	22					
		5.29%	3.67%	3.53%	2.39%	5.70%	6.00%	7.60%	2.88%	5.27%	5.34%	1.73%	4.19%	5.30%	7.30%	4.99%	5.30%	2.71%	7.97%	0.23%	5.62%	3.88%	2.87%	4.15%	5.39%	3.07%	15.74%	5.38%	7.39%	2.73%	14.88%	19.62%	11.32%	2.05%	2.98%	1.08%	9.59%	1.48%	3.80%	2.25%	2.03%	5.16%	14.22%	10.52%	2.70%	6.69%	4.12%	3.30%	1.27%	5.29%	1.96%	3.45%	7.50%	1.24%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	724	59	26	15	18	14	42	28	20	2	97	38	1	2	5	1	13	18	1	0	1	0	23	31	4	4	20	13	0	13	2	40	0	1	1	2	2	2	10	43	2	44	3	7	0	1	15	7	18	0	9	6	0					
		1.23%	4.51%	1.58%	1.09%	1.53%	1.11%	2.06%	1.17%	1.24%	0.16%	5.41%	2.15%	0.23%	0.49%	0.55%	0.24%	1.47%	1.39%	0.08%	0.00%	0.78%	0.00%	1.27%	1.65%	0.21%	0.34%	0.99%	0.70%	0.00%	1.53%	0.77%	1.58%	0.00%	0.05%	0.06%	0.29%	0.74%	0.63%	1.02%	3.97%	0.20%	3.01%	0.18%	3.15%	0.00%	0.41%	1.10%	0.74%	1.19%	0.00%	1.72%	0.64%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	7051	150	200	299	134	237	237	314	241	154	254	175	59	32	94	26	166	140	282	24	6	13	149	178	295	126	322	163	18	113	31	304	28	22	212	95	6	8	150	97	108	283	121	7	17	8	203	135	213	120	56	150	76					
		11.97%	11.46%	12.17%	21.64%	11.40%	18.72%	11.62%	13.09%	14.93%	12.46%	14.16%	9.90%	13.59%	7.79%	10.43%	6.27%	18.74%	10.84%	21.33%	13.48%	4.65%	5.33%	8.25%	9.49%	15.61%	10.83%	16.05%	8.79%	8.18%	13.34%	11.92%	11.99%	2.49%	1.08%	13.44%	14.01%	2.22%	2.53%	15.34%	8.96%	10.93%	19.34%	7.36%	3.15%	6.69%	3.29%	14.87%	14.29%	14.10%	18.07%	10.73%	16.08%	4.28%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	424	15	16	22	17	4	50	9	8	7	2	29	6	1	7	3	3	14	2	0	0	0	19	13	10	6	14	4	2	2	1	25	0	0	2	7	1	0	14	11	3	18	4	2	2	2	5	5	12	0	5	15	5					
		0.72%	1.15%	0.97%	1.59%	1.45%	0.32%	2.45%	0.38%	0.50%	0.57%	0.11%	1.64%	1.38%	0.24%	0.78%	0.72%	0.34%	1.08%	0.15%	0.00%	0.00%	0.00%	1.05%	0.69%	0.53%	0.52%	0.70%	0.22%	0.91%	0.24%	0.38%	0.99%	0.00%	0.00%	0.13%	1.03%	0.37%	0.00%	1.43%	1.02%	0.30%	1.23%	0.24%	0.90%	0.79%	0.82%	0.37%	0.53%	0.79%	0.00%	0.96%	1.61%	0.28%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	39837	827	1119	776	774	764	1326	1759	1059	856	1168	1157	284	287	631	312	564	865	858	122	98	187	1271	1222	1265	786	1413	1330	166	468	134	1422	990	1757	1134	410	221	254	653	758	653	677	1117	160	185	206	877	636	987	446	370	578	1498					
		67.64%	63.18%	68.11%	56.15%	65.87%	60.35%	65.00%	73.32%	65.61%	69.26%	65.11%	65.48%	65.44%	69.83%	70.03%	75.18%	63.66%	66.95%	64.90%	68.54%	75.97%	76.64%	70.34%	65.17%	66.93%	67.58%	70.44%	71.70%	75.45%	55.25%	51.54%	56.07%	88.16%	85.92%	71.91%	60.47%	81.85%	80.38%	66.77%	69.99%	66.09%	46.27%	67.94%	72.07%	72.83%	84.77%	64.25%	67.30%	65.32%	67.17%	70.88%	61.95%	84.35%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	254	3	4	8	4	5	4	2	7	2	2	57	3	3	2	0	2	10	0	0	0	0	16	11	5	4	6	7	2	2	0	30	0	0	1	1	0	0	7	11	1	9	2	3	1	0	7	2	3	0	1	3	1					
		0.43%	0.23%	0.24%	0.58%	0.34%	0.39%	0.20%	0.08%	0.43%	0.16%	0.11%	3.23%	0.69%	0.73%	0.22%	0.00%	0.23%	0.77%	0.00%	0.00%	0.00%	0.00%	0.89%	0.59%	0.26%	0.34%	0.30%	0.38%	0.91%	0.24%	0.00%	1.18%	0.00%	0.00%	0.06%	0.15%	0.00%	0.00%	0.72%	1.02%	0.10%	0.62%	0.12%	1.35%	0.39%	0.00%	0.51%	0.21%	0.20%	0.00%	0.19%	0.32%	0.06%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
