Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Зеленоградская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154					
1	"Число избирателей, внесенных в списки"	24530	2909	2944	2797	2015	359	800	130	808	385	891	429	883	515	1499	154	596	964	1478	578	846	988	557	1005					
2	"Число бюллетеней, полученных участковыми комиссиями"	21005	2484	2536	2379	1772	325	670	95	707	343	786	374	780	509	1176	137	529	730	1324	540	735	704	532	838					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11380	1409	1481	1223	1015	227	492	75	389	144	331	198	355	203	744	94	156	452	581	268	353	463	249	478					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	540	39	34	21	13	4	14	4	29	20	31	17	3	26	34	6	62	52	32	22	25	30	12	10					
6	Число погашенных бюллетеней	9085	1036	1021	1135	744	94	164	16	289	179	424	159	422	280	398	37	311	226	711	250	357	211	271	350					
7	Число бюллетеней в переносных ящиках для голосования	540	39	34	21	13	4	14	4	29	20	31	17	3	26	34	6	62	52	32	22	25	30	12	10					
8	Число бюллетеней в стационарных ящиках для голосования	11363	1404	1481	1220	1007	227	492	75	389	144	331	198	355	203	743	94	156	452	581	268	353	463	249	478					
9	Число недействительных бюллетеней	177	9	19	17	8	6	8	0	13	2	5	1	6	7	7	2	4	8	18	13	11	2	4	7					
10	Число действительных бюллетеней	11726	1434	1496	1224	1012	225	498	79	405	162	357	214	352	222	770	98	214	496	595	277	367	491	257	481					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	240	27	25	27	20	5	7	2	8	7	9	4	9	6	13	2	6	9	15	7	8	8	6	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	83	11	6	14	2	3	6	2	5	0	0	0	0	0	5	0	2	7	1	3	7	3	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	83	3	7	7	15	3	3	3	0	1	2	0	1	0	23	1	0	3	2	2	2	2	0	3					
14	Число погашенных открепительных удостоверений	157	16	19	13	18	2	1	0	3	7	9	4	9	6	8	2	4	2	14	4	1	5	3	7					
15	Число открепительных удостоверений выданных ТИК	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	202	21	18	20	7	3	7	0	10	3	8	4	6	8	19	2	5	8	18	7	7	9	4	8					
		1.69%	1.45%	1.18%	1.61%	0.68%	1.29%	1.38%	0.0%	2.39%	1.82%	2.20%	1.86%	1.67%	3.49%	2.44%	2.0%	2.29%	1.58%	2.93%	2.41%	1.85%	1.82%	1.53%	1.63%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	399	52	63	44	33	6	15	0	21	2	11	5	4	8	25	5	7	27	19	7	20	14	4	7					
