Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																							
Дата голосования: 04.12.2011																							
																							
Наименование Избирательной комиссии:    Хотынецкая																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732					
1	"Число избирателей, внесенных в список избирателей"	8739	627	210	237	400	690	291	500	234	515	415	374	502	333	1732	761	918					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8835	633	216	233	394	695	295	512	237	529	422	382	511	326	1770	770	910					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4317	230	63	104	188	307	161	257	127	181	187	137	195	209	989	407	575					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1303	141	55	40	68	174	32	49	72	153	63	58	89	41	101	94	73					
6	Число погашенных избирательных бюллетеней	3215	262	98	89	138	214	102	206	38	195	172	187	227	76	680	269	262					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1303	141	55	40	68	174	32	49	72	153	63	58	89	41	101	94	73					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4317	230	63	104	188	307	161	257	127	181	187	137	195	209	989	407	575					
9	Число недействительных избирательных бюллетеней	119	9	0	5	6	0	1	6	1	3	2	0	3	6	36	26	15					
10	Число действительных избирательных бюллетеней	5501	362	118	139	250	481	192	300	198	331	248	195	281	244	1054	475	633					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	139	9	8	5	7	7	5	7	5	7	7	7	7	5	20	15	18					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	81	9	8	0	0	3	0	1	0	4	7	7	2	3	20	3	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	22	3	0	0	1	0	0	1	1	1	0	1	2	3	7	0	2					
14	Число погашенных неиспользованных открепительных удостоверений	58	0	0	5	7	4	5	6	5	3	0	0	5	2	0	12	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	3	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	545	42	4	8	12	55	12	33	20	26	25	19	30	27	105	58	69					
		9.70%	11.32%	3.39%	5.56%	4.69%	11.43%	6.22%	10.78%	10.05%	7.78%	10.00%	9.74%	10.56%	10.80%	9.63%	11.58%	10.65%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	717	51	23	23	36	43	21	53	10	45	32	36	31	25	144	62	82					
		12.76%	13.75%	19.49%	15.97%	14.06%	8.94%	10.88%	17.32%	5.03%	13.47%	12.80%	18.46%	10.92%	10.00%	13.21%	12.38%	12.65%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	45	5	0	0	2	1	0	2	1	2	1	3	2	4	10	2	10					
		0.80%	1.35%	0.00%	0.00%	0.78%	0.21%	0.00%	0.65%	0.50%	0.60%	0.40%	1.54%	0.70%	1.60%	0.92%	0.40%	1.54%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1682	100	30	32	60	160	36	91	48	99	52	44	71	54	431	134	240					
		29.93%	26.95%	25.42%	22.22%	23.44%	33.26%	18.65%	29.74%	24.12%	29.64%	20.80%	22.56%	25.00%	21.60%	39.54%	26.75%	37.04%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	47	2	0	0	6	1	1	4	0	1	1	3	2	2	14	2	8					
		0.84%	0.54%	0.00%	0.00%	2.34%	0.21%	0.52%	1.31%	0.00%	0.30%	0.40%	1.54%	0.70%	0.80%	1.28%	0.40%	1.23%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2442	161	61	76	134	220	122	116	119	157	136	90	145	128	345	212	220					
		43.45%	43.40%	51.69%	52.78%	52.34%	45.74%	63.21%	37.91%	59.80%	47.01%	54.40%	46.15%	51.06%	51.20%	31.65%	42.32%	33.95%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	23	1	0	0	0	1	0	1	0	1	1	0	0	4	5	5	4					
		0.41%	0.27%	0.00%	0.00%	0.00%	0.21%	0.00%	0.33%	0.00%	0.30%	0.40%	0.00%	0.00%	1.60%	0.46%	0.99%	0.62%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
