Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Хотынецкая																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733					
1	"Число избирателей, внесенных в списки избирателей"	8363	573	185	224	348	706	292	499	228	313	180	371	406	332	480	761	831	1634					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8315	575	176	220	325	727	294	501	225	320	186	381	406	327	483	754	816	1599					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5286	284	91	187	237	407	199	350	126	204	111	252	313	218	302	418	578	1009					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1616	182	83	25	68	206	63	59	85	98	40	96	61	66	137	148	92	107					
6	Число погашенных избирательных бюллетеней	1413	109	2	8	20	114	32	92	14	18	35	33	32	43	44	188	146	483					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1616	182	83	25	68	206	63	59	85	98	40	96	61	66	137	148	92	107					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5286	284	91	187	237	407	199	350	126	204	111	252	313	218	302	418	578	1009					
9	Число недействительных избирательных бюллетеней	185	22	0	6	17	2	0	8	1	1	0	0	9	2	0	7	55	55					
10	Число действительных избирательных бюллетеней	6717	444	174	206	288	611	262	401	210	301	151	348	365	282	439	559	615	1061					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	94	4	4	4	4	4	4	4	4	4	4	4	4	4	4	10	10	18					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	65	3	0	0	4	4	2	2	0	2	4	4	4	2	1	8	8	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	18	0	1	0	0	1	0	0	2	2	0	0	0	2	3	0	3	4					
14	Число погашенных неиспользованных открепительных удостоверений	29	1	4	4	0	0	2	2	4	2	0	0	0	2	3	2	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	108	3	4	2	11	11	2	16	2	1	0	7	7	6	1	7	10	18					
		1.56%	0.64%	2.30%	0.94%	3.61%	1.79%	0.76%	3.91%	0.95%	0.33%	0.00%	2.01%	1.87%	2.11%	0.23%	1.24%	1.49%	1.61%					
19	2.Всероссийская политическая партия «Гражданская Сила»	17	2	0	0	0	0	0	1	3	0	0	1	0	2	0	3	3	2					
		0.25%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	1.42%	0.00%	0.00%	0.29%	0.00%	0.70%	0.00%	0.53%	0.45%	0.18%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	1					
		0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.53%	0.00%	0.09%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	853	55	30	17	43	60	30	61	29	16	26	17	23	28	40	114	94	170					
		12.36%	11.80%	17.24%	8.02%	14.10%	9.79%	11.45%	14.91%	13.74%	5.30%	17.22%	4.89%	6.15%	9.86%	9.11%	20.14%	14.03%	15.23%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	16	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	11					
		0.23%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.24%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.18%	0.15%	0.99%					
23	6.Политическая партия «Партия социальной справедливости»	14	0	0	0	0	1	0	3	0	0	0	0	0	2	0	2	1	5					
		0.20%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.35%	0.15%	0.45%					
24	7.Политическая партия «Либерально-демократическая партия России»	425	29	5	13	15	30	11	30	7	17	5	19	13	20	23	51	45	92					
		6.16%	6.22%	2.87%	6.13%	4.92%	4.89%	4.20%	7.33%	3.32%	5.63%	3.31%	5.46%	3.48%	7.04%	5.24%	9.01%	6.72%	8.24%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	343	17	7	16	13	34	4	22	7	22	3	6	13	18	9	26	46	80					
		4.97%	3.65%	4.02%	7.55%	4.26%	5.55%	1.53%	5.38%	3.32%	7.28%	1.99%	1.72%	3.48%	6.34%	2.05%	4.59%	6.87%	7.17%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	30	2	0	0	2	6	0	2	0	0	0	0	1	1	1	2	2	11					
		0.43%	0.43%	0.00%	0.00%	0.66%	0.98%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.27%	0.35%	0.23%	0.35%	0.30%	0.99%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4887	334	128	158	203	467	214	265	162	245	115	297	307	204	364	350	411	663					
		70.81%	71.67%	73.56%	74.53%	66.56%	76.18%	81.68%	64.79%	76.78%	81.13%	76.16%	85.34%	82.09%	71.83%	82.92%	61.84%	61.34%	59.41%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	18	2	0	0	1	1	0	0	0	0	2	0	0	1	1	0	2	8					
		0.26%	0.43%	0.00%	0.00%	0.33%	0.16%	0.00%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	0.35%	0.23%	0.00%	0.30%	0.72%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
