Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Ибресинская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226					
1	"Число избирателей, внесенных в списки"	19193	1630	2004	1786	816	693	508	1164	508	253	396	754	357	527	773	493	755	188	236	1191	88	870	333	189	337	792	343	257	399	246	307					
2	"Число бюллетеней, полученных участковыми комиссиями"	17109	1435	1747	1546	699	596	445	1064	456	224	344	687	322	476	704	451	675	182	197	1091	81	786	293	163	299	721	313	231	364	232	285					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11483	984	1102	973	431	359	291	657	314	141	244	474	206	303	496	308	535	160	179	697	57	560	201	138	201	490	209	186	246	148	193					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	623	26	42	29	18	28	13	13	31	8	75	40	55	29	19	6	23	8	6	26	6	13	12	2	2	31	12	4	12	9	25					
6	Число погашенных бюллетеней	5003	425	603	544	250	209	141	394	111	75	25	173	61	144	189	137	117	14	12	368	18	213	80	23	96	200	92	41	106	75	67					
7	Число бюллетеней в переносных ящиках для голосования	623	26	42	29	18	28	13	13	31	8	75	40	55	29	19	6	23	8	6	26	6	13	12	2	2	31	12	4	12	9	25					
8	Число бюллетеней в стационарных ящиках для голосования	11482	984	1102	973	431	359	291	657	314	141	244	474	206	303	496	308	534	160	179	697	57	560	201	138	201	490	209	186	246	148	193					
9	Число недействительных бюллетеней	615	32	29	15	11	25	17	45	20	10	3	48	14	25	31	22	22	6	15	42	2	46	15	11	6	35	14	8	26	7	13					
10	Число действительных бюллетеней	11490	978	1115	987	438	362	287	625	325	139	316	466	247	307	484	292	535	162	170	681	61	527	198	129	197	486	207	182	232	150	205					
