Выборы Президента Российской Федерации																																													
Дата голосования: 04.03.2012																																													
																																													
Наименование Избирательной комиссии:    Новосибирск, Центральная  																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	34																																											
																																													
		Сумма	УИК №1999	УИК №2000	УИК №2001	УИК №2002	УИК №2003	УИК №2004	УИК №2005	УИК №2006	УИК №2007	УИК №2008	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032									
1	Число избирателей, включенных в список избирателей	57495	2037	1702	2304	2020	1785	2192	1165	1449	1402	1504	1617	1739	2352	2170	2538	1834	2062	2033	2260	1542	1689	1402	1428	1851	1467	785	1694	1866	2048	1507	1560	1019	1382	90									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	50800	1800	1400	2000	1600	1600	2000	1000	1400	1300	1500	1400	1400	2000	2000	2000	1600	1900	2000	2000	1400	1600	1200	1200	1700	1100	750	1500	1750	1600	1400	1500	800	1100	300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	38894	1484	1098	1533	1352	1210	1531	780	1025	932	1083	1195	1233	1575	1288	1578	1266	1292	1429	1527	1095	1241	919	940	1307	915	538	1145	1091	1396	1049	1071	714	972	90									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1382	23	129	48	29	18	39	4	25	21	37	18	5	43	59	41	39	162	23	30	65	22	83	11	22	11	4	30	218	29	32	29	15	18	0									
6	Число погашенных избирательных бюллетеней	10524	293	173	419	219	372	430	216	350	347	380	187	162	382	653	381	295	446	548	443	240	337	198	249	371	174	208	325	441	175	319	400	71	110	210									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1382	23	129	48	29	18	39	4	25	21	37	18	5	43	59	41	39	162	23	30	65	22	83	11	22	11	4	30	218	29	32	29	15	18	0									
8	Число бюллетеней в стационарных ящиках для голосования	38877	1484	1098	1533	1352	1210	1529	780	1025	930	1083	1194	1231	1574	1288	1577	1266	1292	1427	1527	1095	1241	918	940	1307	914	537	1144	1091	1395	1048	1071	714	972	90									
