Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Веневская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163					
1	"Число избирателей, внесенных в списки избирателей"	28347	2521	2425	2500	2550	2486	39	2657	2715	130	709	355	1111	411	202	301	286	653	300	1779	575	313	262	735	323	469	461	529	550					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24300	2050	2050	2050	2050	2050	50	2150	2200	150	650	350	1050	400	200	250	250	600	250	1600	500	300	250	650	300	450	450	500	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13338	1197	1072	1130	1205	1307	36	1237	1378	130	288	186	572	198	113	113	127	159	149	1064	270	173	124	218	102	171	205	180	234					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2730	40	64	59	67	65	0	87	73	0	177	72	144	98	29	137	29	197	62	386	112	42	39	197	96	134	98	150	76					
6	Число погашенных избирательных бюллетеней	8232	813	914	861	778	678	14	826	749	20	185	92	334	104	58	0	94	244	39	150	118	85	87	235	102	145	147	170	190					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2729	40	64	59	67	65	0	87	72	0	177	72	144	98	29	137	29	197	62	386	112	42	39	197	96	134	98	150	76					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13324	1197	1068	1126	1205	1305	36	1237	1374	130	288	186	572	198	113	113	127	159	149	1064	270	173	124	218	102	171	205	180	234					
9	Число недействительных избирательных бюллетеней	152	16	7	14	12	12	0	19	19	5	1	2	10	2	6	0	1	1	0	0	5	4	1	3	0	1	2	7	2					
10	Число действительных избирательных бюллетеней	15901	1221	1125	1171	1260	1358	36	1305	1427	125	464	256	706	294	136	250	155	355	211	1450	377	211	162	412	198	304	301	323	308					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	469	35	50	33	25	38	0	40	40	0	8	12	33	23	2	7	3	5	10	15	6	5	15	9	5	18	10	13	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	433	35	48	33	25	37	0	40	33	0	8	12	32	23	2	7	0	3	10	5	2	5	15	4	5	18	10	13	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	287	9	18	10	19	37	13	4	9	59	4	1	10	4	3	9	5	5	6	18	5	4	3	2	5	4	3	8	10					
14	Число погашенных неиспользованных открепительных удостоверений	36	0	2	0	0	1	0	0	7	0	0	0	1	0	0	0	3	2	0	10	4	0	0	5	0	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	5	3	4	3	11	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	1.Политическая партия «Аграрная партия России»	379	32	22	24	52	35	2	16	19	11	14	10	11	8	4	5	4	15	15	12	9	4	5	7	10	5	10	8	10					
		2.36%	2.59%	1.94%	2.03%	4.09%	2.55%	5.56%	1.21%	1.31%	8.46%	3.01%	3.88%	1.54%	2.70%	2.82%	2.00%	2.56%	4.21%	7.11%	0.83%	2.36%	1.86%	3.07%	1.69%	5.05%	1.64%	3.30%	2.42%	3.23%					
19	2.Всероссийская политическая партия «Гражданская Сила»	68	3	6	10	7	10	1	4	2	0	0	0	4	1	1	0	0	2	1	2	3	1	0	1	0	2	0	1	6					
		0.42%	0.24%	0.53%	0.84%	0.55%	0.73%	2.78%	0.30%	0.14%	0.00%	0.00%	0.00%	0.56%	0.34%	0.70%	0.00%	0.00%	0.56%	0.47%	0.14%	0.79%	0.47%	0.00%	0.24%	0.00%	0.66%	0.00%	0.30%	1.94%					
20	3.Политическая партия «Демократическая партия России»	13	1	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	0					
		0.08%	0.08%	0.18%	0.00%	0.00%	0.00%	0.00%	0.15%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	1.21%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2074	175	177	145	165	212	9	143	187	49	69	30	112	26	20	25	20	50	35	130	27	18	8	72	23	33	47	48	19					
		12.92%	14.15%	15.64%	12.24%	12.97%	15.47%	25.00%	10.80%	12.93%	37.69%	14.84%	11.63%	15.64%	8.78%	14.08%	10.00%	12.82%	14.04%	16.59%	8.97%	7.07%	8.37%	4.91%	17.35%	11.62%	10.82%	15.51%	14.55%	6.13%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	49	3	3	8	6	7	0	3	8	0	2	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	1	3					
		0.31%	0.24%	0.27%	0.68%	0.47%	0.51%	0.00%	0.23%	0.55%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.61%	0.24%	0.00%	0.00%	0.00%	0.30%	0.97%					
23	6.Политическая партия «Партия социальной справедливости»	35	2	4	3	5	11	0	3	0	0	0	0	1	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1					
		0.22%	0.16%	0.35%	0.25%	0.39%	0.80%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.14%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.32%					
24	7.Политическая партия «Либерально-демократическая партия России»	962	79	77	81	73	73	2	91	78	5	46	17	47	16	11	8	20	10	10	65	15	9	9	23	20	33	13	7	24					
		5.99%	6.39%	6.80%	6.84%	5.74%	5.33%	5.56%	6.87%	5.39%	3.85%	9.89%	6.59%	6.56%	5.41%	7.75%	3.20%	12.82%	2.81%	4.74%	4.48%	3.93%	4.19%	5.52%	5.54%	10.10%	10.82%	4.29%	2.12%	7.74%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1133	134	115	121	101	110	4	113	114	8	24	6	53	14	1	6	3	22	5	69	29	8	11	20	1	2	14	9	16					
		7.06%	10.83%	10.16%	10.21%	7.94%	8.03%	11.11%	8.53%	7.88%	6.15%	5.16%	2.33%	7.40%	4.73%	0.70%	2.40%	1.92%	6.18%	2.37%	4.76%	7.59%	3.72%	6.75%	4.82%	0.51%	0.66%	4.62%	2.73%	5.16%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	202	21	18	19	29	28	0	14	17	2	6	6	3	2	6	0	3	2	2	4	3	2	1	1	4	1	0	2	6					
