Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Волгодонская  районная																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №2508	УИК №2509	УИК №2510	УИК №2511					
1	"Число избирателей, внесенных в списки избирателей"	22450	643	930	626	782	392	1873	572	350	1999	210	310	413	597	153	195	940	690	958	660	757	743	350	1192	389	1068	1366	1502	1508	282					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20675	600	850	580	730	360	1670	520	330	1995	190	286	350	500	150	180	905	646	946	620	685	660	310	1090	360	976	1242	1350	1342	252					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18164	488	713	493	644	329	1504	450	296	1900	190	282	308	415	133	170	724	545	932	519	665	616	300	919	251	767	1034	1153	1254	170					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1012	39	39	34	36	21	64	16	29	56	0	0	16	14	3	0	43	14	0	21	9	5	10	45	56	63	186	99	85	9					
6	Число погашенных избирательных бюллетеней	1499	73	98	53	50	10	102	54	5	39	0	4	26	71	14	10	138	87	14	80	11	39	0	126	53	146	22	98	3	73					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1012	39	39	34	36	21	64	16	29	56	0	0	16	14	3	0	43	14	0	21	9	5	10	45	56	63	186	99	85	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18161	488	713	493	644	329	1504	450	296	1900	190	282	308	415	133	170	724	544	932	519	665	616	300	919	251	767	1033	1153	1253	170					
9	Число недействительных избирательных бюллетеней	258	5	2	3	5	0	0	0	3	104	0	24	0	38	1	2	10	5	11	6	5	2	3	4	0	6	2	8	6	3					
10	Число действительных избирательных бюллетеней	18915	522	750	524	675	350	1568	466	322	1852	190	258	324	391	135	168	757	553	921	534	669	619	307	960	307	824	1217	1244	1332	176					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	495	10	15	14	21	5	25	15	15	20	0	5	20	15	25	15	40	20	35	15	25	20	2	20	15	20	20	20	15	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	459	10	15	10	21	5	25	11	15	12	0	5	20	15	21	15	40	20	35	15	25	9	0	20	15	20	20	20	15	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	247	0	3	2	0	2	2	0	0	4	0	0	46	64	17	18	1	0	5	0	2	4	4	0	7	6	11	37	10	2					
14	Число погашенных неиспользованных открепительных удостоверений	36	0	0	4	0	0	0	4	0	8	0	0	0	0	4	0	0	0	0	0	0	11	2	0	0	0	0	0	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	195	0	8	8	2	4	26	4	30	3	4	4	7	9	1	1	2	4	3	12	21	2	5	9	0	5	6	10	1	4					
		1.02%	0.00%	1.06%	1.52%	0.29%	1.14%	1.66%	0.86%	9.23%	0.15%	2.11%	1.42%	2.16%	2.10%	0.74%	0.59%	0.26%	0.72%	0.32%	2.22%	3.12%	0.32%	1.61%	0.93%	0.00%	0.60%	0.49%	0.80%	0.07%	2.23%					
19	2.Всероссийская политическая партия «Гражданская Сила»	35	1	0	3	1	2	1	0	0	1	0	0	0	2	1	0	0	1	1	3	4	0	0	0	2	3	1	7	1	0					
		0.18%	0.19%	0.00%	0.57%	0.15%	0.57%	0.06%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.47%	0.74%	0.00%	0.00%	0.18%	0.11%	0.56%	0.59%	0.00%	0.00%	0.00%	0.65%	0.36%	0.08%	0.56%	0.07%	0.00%					
20	3.Политическая партия «Демократическая партия России»	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.07%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1359	35	35	28	51	18	43	41	7	141	7	5	33	47	3	18	84	24	26	69	41	127	14	107	34	47	96	54	113	11					
		7.09%	6.64%	4.65%	5.31%	7.50%	5.14%	2.74%	8.80%	2.15%	7.21%	3.68%	1.77%	10.19%	10.96%	2.21%	10.59%	10.95%	4.30%	2.79%	12.78%	6.08%	20.45%	4.52%	11.10%	11.07%	5.66%	7.88%	4.31%	8.45%	6.15%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	41	0	0	0	1	2	6	1	2	2	0	1	0	3	0	0	1	1	1	0	2	1	0	0	0	2	3	8	3	1					
		0.21%	0.00%	0.00%	0.00%	0.15%	0.57%	0.38%	0.21%	0.62%	0.10%	0.00%	0.35%	0.00%	0.70%	0.00%	0.00%	0.13%	0.18%	0.11%	0.00%	0.30%	0.16%	0.00%	0.00%	0.00%	0.24%	0.25%	0.64%	0.22%	0.56%					
23	6.Политическая партия «Партия социальной справедливости»	15	0	0	4	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	0	0					
		0.08%	0.00%	0.00%	0.76%	0.00%	0.29%	0.06%	0.00%	0.00%	0.05%	0.00%	0.35%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.32%	0.00%	0.00%	0.12%	0.16%	0.08%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	464	26	26	26	11	11	54	6	3	4	4	5	5	17	8	0	17	30	6	28	34	6	23	29	0	18	15	32	7	13					
		2.42%	4.93%	3.46%	4.93%	1.62%	3.14%	3.44%	1.29%	0.92%	0.20%	2.11%	1.77%	1.54%	3.96%	5.88%	0.00%	2.22%	5.38%	0.64%	5.19%	5.04%	0.97%	7.42%	3.01%	0.00%	2.17%	1.23%	2.56%	0.52%	7.26%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	470	26	9	13	30	4	82	8	3	7	4	1	7	22	13	8	9	9	21	11	24	6	9	18	0	44	29	31	8	14					
		2.45%	4.93%	1.20%	2.47%	4.41%	1.14%	5.23%	1.72%	0.92%	0.36%	2.11%	0.35%	2.16%	5.13%	9.56%	4.71%	1.17%	1.61%	2.25%	2.04%	3.56%	0.97%	2.90%	1.87%	0.00%	5.30%	2.38%	2.48%	0.60%	7.82%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	49	0	4	3	1	1	1	4	0	1	1	0	2	0	1	0	1	3	2	4	6	1	2	0	0	2	3	6	0	0					
		0.26%	0.00%	0.53%	0.57%	0.15%	0.29%	0.06%	0.86%	0.00%	0.05%	0.53%	0.00%	0.62%	0.00%	0.74%	0.00%	0.13%	0.54%	0.21%	0.74%	0.89%	0.16%	0.65%	0.00%	0.00%	0.24%	0.25%	0.48%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	16220	433	667	438	578	306	1346	399	277	1691	166	240	266	289	108	138	641	478	860	404	535	474	252	794	270	697	1059	1085	1198	131					
		84.60%	82.16%	88.70%	83.11%	85.00%	87.43%	85.84%	85.62%	85.23%	86.45%	87.37%	85.11%	82.10%	67.37%	79.41%	81.18%	83.57%	85.66%	92.27%	74.81%	79.38%	76.33%	81.29%	82.37%	87.95%	83.98%	86.87%	86.66%	89.54%	73.18%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	62	1	1	1	0	0	8	3	0	0	4	1	3	2	0	2	2	3	1	3	2	1	1	3	0	5	3	10	0	2					
		0.32%	0.19%	0.13%	0.19%	0.00%	0.00%	0.51%	0.64%	0.00%	0.00%	2.11%	0.35%	0.93%	0.47%	0.00%	1.18%	0.26%	0.54%	0.11%	0.56%	0.30%	0.16%	0.32%	0.31%	0.00%	0.60%	0.25%	0.80%	0.00%	1.12%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
