Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Кашинская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	21697	565	627	1189	1336	1684	1164	1236	1110	1298	1660	1082	256	225	340	587	359	720	661	219	315	327	412	331	337	361	469	140	187	385	300	327	456	376	257	231	168									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21000	550	600	1100	1200	1600	1100	1200	1100	1250	1600	1100	250	200	325	600	350	700	650	225	325	325	400	325	325	350	450	150	200	400	300	325	450	350	250	225	150									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7643	176	230	408	445	566	531	421	386	524	646	451	121	83	95	179	149	335	248	83	55	64	144	71	128	75	167	69	77	143	62	112	186	50	54	34	75									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1893	27	17	32	110	33	12	33	34	7	40	25	18	29	95	104	52	67	80	41	95	123	38	41	77	101	48	13	40	25	69	41	26	93	83	94	30									
6	Число погашенных избирательных бюллетеней	11464	347	353	660	645	1001	557	746	680	719	914	624	111	88	135	317	149	298	322	101	175	138	218	213	120	174	235	68	83	232	169	172	238	207	113	97	45									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1893	27	17	32	110	33	12	33	34	7	40	25	18	29	95	104	52	67	80	41	95	123	38	41	77	101	48	13	40	25	69	41	26	93	83	94	30									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7643	176	230	408	445	566	531	421	386	524	646	451	121	83	95	179	149	335	248	83	55	64	144	71	128	75	167	69	77	143	62	112	186	50	54	34	75									
9	Число недействительных избирательных бюллетеней	203	5	7	10	14	20	10	7	5	12	18	14	3	0	1	6	7	6	3	3	4	0	2	4	2	1	5	2	0	4	2	4	2	1	4	11	4									
10	Число действительных избирательных бюллетеней	9333	198	240	430	541	579	533	447	415	519	668	462	136	112	189	277	194	396	325	121	146	187	180	108	203	175	210	80	117	164	129	149	210	142	133	117	101									
