Выборы Президента Российской Федерации																				
																				
Наименование Избирательной комиссии:    Вилючинская городская																				
																				
Итоги голосования 																				
																				
		Сумма	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102					
1	"Число избирателей, внесенных в список"	18663	1445	1071	1570	1934	1984	1944	1767	1039	255	577	1586	1754	1737					
2	Число полученных избирательных бюллетеней	18731	1449	1039	1576	1935	1992	1937	1794	1042	260	578	1582	1814	1733					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	11685	837	707	887	1204	1259	1126	1108	612	192	322	914	1575	942					
5	"Число избирательных бюллетеней, выданных вне помещения"	192	8	4	14	22	15	9	23	18	3	6	8	55	7					
6	Число погашенных избирательных бюллетеней	6854	604	328	675	709	718	802	663	412	65	250	660	184	784					
7	Число избирательных бюллетеней в переносных ящиках	192	8	4	14	22	15	9	23	18	3	6	8	55	7					
8	Число бюллетеней в стационарных ящиках для голосования	11680	837	707	886	1203	1259	1126	1108	612	192	322	913	1573	942					
9	Число недействительных избирательных бюллетеней	57	5	1	4	11	3	7	4	3	2	0	1	10	6					
10	Число действительных избирательных бюллетеней	11815	840	710	896	1214	1271	1128	1127	627	193	328	920	1618	943					
11	Число полученных открепительных  удостоверений	1000	120	50	50	50	50	50	50	50	30	100	120	160	120					
12	Число выданных открепительных удостоверений	283	12	42	12	6	13	9	11	7	5	5	9	145	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	201	14	28	5	2	5	8	2	1	6	8	24	72	26					
14	Число неиспользованных открепительных удостоверений	717	108	8	38	44	37	41	39	43	25	95	111	15	113					
15	"Число открепительных удостоверений, выданных в ТИК"	206	18	0	2	1	0	6	2	3	0	6	28	114	26					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																				
18	. Глазьев Сергей Юрьевич	520	41	30	37	58	67	59	69	42	8	22	42	11	34					
		4.38%	4.85%	4.22%	4.11%	4.73%	5.26%	5.20%	6.10%	6.67%	4.10%	6.71%	4.56%	0.68%	3.58%					
19	. Малышкин Олег Александрович	365	20	13	25	46	32	36	38	20	4	12	24	64	31					
		3.07%	2.37%	1.83%	2.78%	3.76%	2.51%	3.17%	3.36%	3.17%	2.05%	3.66%	2.61%	3.93%	3.27%					
20	. Миронов Сергей Михайлович	95	9	6	7	7	10	15	15	5	1	2	5	7	6					
		0.80%	1.07%	0.84%	0.78%	0.57%	0.78%	1.32%	1.33%	0.79%	0.51%	0.61%	0.54%	0.43%	0.63%					
21	. Путин Владимир Владимирович	8985	657	568	675	888	917	791	779	444	154	233	722	1422	735					
		75.68%	77.75%	79.89%	75.00%	72.49%	71.98%	69.69%	68.88%	70.48%	78.97%	71.04%	78.39%	87.35%	77.45%					
22	. Хакамада Ирина Муцуовна	488	32	25	38	51	69	48	55	33	5	18	36	35	43					
		4.11%	3.79%	3.52%	4.22%	4.16%	5.42%	4.23%	4.86%	5.24%	2.56%	5.49%	3.91%	2.15%	4.53%					
23	. Харитонов Николай Михайлович	861	46	40	71	116	109	127	119	58	14	22	57	29	53					
		7.25%	5.44%	5.63%	7.89%	9.47%	8.56%	11.19%	10.52%	9.21%	7.18%	6.71%	6.19%	1.78%	5.58%					
																				
24	Против всех	501	35	28	43	48	67	52	52	25	7	19	34	50	41					
		4.22%	4.14%	3.94%	4.78%	3.92%	5.26%	4.58%	4.60%	3.97%	3.59%	5.79%	3.69%	3.07%	4.32%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
