Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Ядринская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072	УИК №1073	УИК №1074	УИК №1075	УИК №1076	УИК №1077	УИК №1078	УИК №1079	УИК №1080	УИК №1081	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105					
1	"Число избирателей, внесенных в список избирателей"	25368	1480	2044	1883	2319	821	554	366	601	299	500	385	225	468	283	483	660	318	336	194	236	371	292	552	896	564	232	580	347	252	300	524	294	431	498	441	722	335	871	465	296	284	249	225	191	465	236					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25610	1470	2000	1900	2300	830	550	370	660	330	510	400	210	470	290	500	640	320	340	190	240	370	300	570	870	600	250	580	340	250	300	530	290	430	510	460	710	340	880	470	300	300	260	240	200	490	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14087	725	1216	1041	1314	518	349	180	338	166	265	220	112	243	157	260	325	183	186	123	134	213	159	258	500	289	127	292	182	107	193	291	204	241	345	237	393	203	428	249	192	171	124	118	86	272	158					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1222	13	13	14	22	33	20	28	43	33	41	39	31	41	26	50	55	38	19	23	11	16	26	53	28	67	34	39	40	49	16	9	18	26	9	26	29	28	26	24	17	7	17	0	14	4	7					
6	Число погашенных избирательных бюллетеней	10301	732	771	845	964	279	181	162	279	131	204	141	67	186	107	190	260	99	135	44	95	141	115	259	342	244	89	249	118	94	91	230	68	163	156	197	288	109	426	197	91	122	119	122	100	214	85					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1222	13	13	14	22	33	20	28	43	33	41	39	31	41	26	50	55	38	19	23	11	16	26	53	28	67	34	39	40	49	16	9	18	26	9	26	29	28	26	24	17	7	17	0	14	4	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14086	724	1216	1041	1314	518	349	180	338	166	265	220	112	243	157	260	325	183	186	123	134	213	159	258	500	289	127	292	182	107	193	291	204	241	345	237	393	203	428	249	192	171	124	118	86	272	158					
9	Число недействительных избирательных бюллетеней	560	29	38	41	52	30	5	9	15	7	17	7	0	11	1	11	18	7	8	5	15	8	8	18	28	3	9	10	2	4	9	2	13	7	9	11	14	6	11	5	13	11	11	8	5	7	2					
10	Число действительных избирательных бюллетеней	14748	708	1191	1014	1284	521	364	199	366	192	289	252	143	273	182	299	362	214	197	141	130	221	177	293	500	353	152	321	220	152	200	298	209	260	345	252	408	225	443	268	196	167	130	110	95	269	163					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1720	100	100	100	100	30	30	30	60	30	30	30	30	30	30	30	50	30	30	30	30	30	30	40	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	790	21	24	38	52	30	12	12	60	30	22	21	0	12	4	24	44	13	16	2	11	6	12	33	18	30	15	5	2	6	4	11	3	7	21	17	6	7	9	7	11	19	17	20	7	27	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	250	10	16	32	20	17	13	12	2	4	5	4	1	1	5	7	6	4	1	6	1	5	2	4	11	2	3	2	3	1	1	2	1	5	4	1	10	1	2	4	4	4	3	3	1	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	930	79	76	62	48	0	18	18	0	0	8	9	30	18	26	6	6	17	14	28	19	24	18	7	12	0	15	25	28	24	26	19	27	23	9	13	24	23	21	23	19	11	13	10	23	3	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3343	226	345	276	364	112	92	38	64	52	74	36	28	81	50	56	78	29	48	27	21	20	31	76	87	59	22	72	34	23	31	58	35	47	44	33	48	52	156	93	64	37	24	24	15	50	11					
		21.84%	30.66%	28.07%	26.16%	27.25%	20.33%	24.93%	18.27%	16.80%	26.13%	24.18%	13.90%	19.58%	28.52%	27.32%	18.06%	20.53%	13.12%	23.41%	18.49%	14.48%	8.73%	16.76%	24.44%	16.48%	16.57%	13.66%	21.75%	15.32%	14.74%	14.83%	19.33%	15.77%	17.60%	12.43%	12.55%	11.37%	22.51%	34.36%	34.07%	30.62%	20.79%	17.02%	20.34%	15.00%	18.12%	6.67%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1527	80	143	139	141	56	48	38	42	14	29	21	11	25	19	27	29	8	14	26	13	29	14	44	41	36	8	20	21	8	7	15	15	24	21	18	54	36	53	25	18	21	23	9	12	20	12					
		9.98%	10.85%	11.64%	13.18%	10.55%	10.16%	13.01%	18.27%	11.02%	7.04%	9.48%	8.11%	7.69%	8.80%	10.38%	8.71%	7.63%	3.62%	6.83%	17.81%	8.97%	12.66%	7.57%	14.15%	7.77%	10.11%	4.97%	6.04%	9.46%	5.13%	3.35%	5.00%	6.76%	8.99%	5.93%	6.84%	12.80%	15.58%	11.67%	9.16%	8.61%	11.80%	16.31%	7.63%	12.00%	7.25%	7.27%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	181	5	15	13	22	4	7	3	4	2	3	1	2	4	2	6	7	0	4	2	0	0	6	3	3	4	7	2	1	1	2	2	2	4	3	4	6	2	6	2	1	4	2	1	0	6	1					
		1.18%	0.68%	1.22%	1.23%	1.65%	0.73%	1.90%	1.44%	1.05%	1.01%	0.98%	0.39%	1.40%	1.41%	1.09%	1.94%	1.84%	0.00%	1.95%	1.37%	0.00%	0.00%	3.24%	0.96%	0.57%	1.12%	4.35%	0.60%	0.45%	0.64%	0.96%	0.67%	0.90%	1.50%	0.85%	1.52%	1.42%	0.87%	1.32%	0.73%	0.48%	2.25%	1.42%	0.85%	0.00%	2.17%	0.61%					
