Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Ермекеевская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №2182	УИК №2183	УИК №2184	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216					
1	"Число избирателей, внесенных в списки"	12281	363	201	99	328	130	646	325	1668	941	130	343	55	256	321	66	61	293	282	62	244	233	183	129	324	616	214	655	251	138	270	471	286	694	615	388					
2	"Число бюллетеней, полученных участковыми комиссиями"	12570	366	202	98	420	131	643	320	1605	1102	131	404	56	254	320	66	65	284	283	65	245	224	182	130	381	608	228	659	249	139	269	464	289	690	618	380					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9926	302	166	84	302	103	444	239	1314	833	100	307	42	209	248	56	50	239	228	54	190	172	153	116	304	470	200	546	210	117	191	379	235	520	473	330					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	863	30	28	8	26	0	18	29	25	108	0	36	5	22	20	7	4	19	8	5	21	29	9	6	20	60	14	50	12	15	31	41	21	61	44	31					
6	Число погашенных бюллетеней	1781	34	8	6	92	28	181	52	266	161	31	61	9	23	52	3	11	26	47	6	34	23	20	8	57	78	14	63	27	7	47	44	33	109	101	19					
7	Число бюллетеней в переносных ящиках для голосования	863	30	28	8	26	0	18	29	25	108	0	36	5	22	20	7	4	19	8	5	21	29	9	6	20	60	14	50	12	15	31	41	21	61	44	31					
8	Число бюллетеней в стационарных ящиках для голосования	9924	302	166	84	302	103	444	239	1314	833	100	307	42	209	248	56	50	239	228	54	190	172	153	116	304	470	200	546	210	117	191	379	235	519	472	330					
9	Число недействительных бюллетеней	530	28	19	8	14	5	13	7	11	18	3	14	5	24	25	7	1	3	7	2	7	27	14	8	4	45	9	11	5	1	10	48	11	34	53	29					
10	Число действительных бюллетеней	10257	304	175	84	314	98	449	261	1328	923	97	329	42	207	243	56	53	255	229	57	204	174	148	114	320	485	205	585	217	131	212	372	245	546	463	332					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	198	5	5	5	5	5	5	5	22	10	5	5	4	5	5	5	5	5	5	1	5	5	5	5	5	6	5	9	5	5	5	5	5	6	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	69	3	1	0	0	2	2	5	7	0	0	5	0	0	3	0	2	0	5	1	0	0	0	0	1	5	3	5	3	1	0	3	3	6	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	82	1	1	1	0	0	6	3	7	5	0	3	1	1	1	2	0	2	2	1	0	8	3	0	2	4	4	0	3	1	1	5	0	7	1	6					
14	Число погашенных открепительных удостоверений	129	2	4	5	5	3	3	0	15	10	5	0	4	5	2	5	3	5	0	0	5	5	5	5	4	1	2	4	2	4	5	2	2	0	2	5					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	500	22	18	5	7	7	18	16	66	37	6	32	4	20	15	2	3	20	9	3	3	10	6	4	5	16	4	24	10	3	12	24	11	19	17	22					
		4.63%	6.62%	9.27%	5.43%	2.13%	6.79%	3.89%	5.97%	4.92%	3.93%	6.0%	9.32%	8.51%	8.65%	5.59%	3.17%	5.55%	7.75%	3.81%	5.08%	1.42%	4.97%	3.70%	3.27%	1.54%	3.01%	1.86%	4.02%	4.50%	2.27%	5.40%	5.71%	4.29%	3.27%	3.29%	6.09%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	127	5	3	0	4	0	8	2	26	17	0	4	1	2	2	0	2	0	5	1	0	3	0	1	2	2	3	1	4	0	2	2	5	6	0	14					
		1.17%	1.50%	1.54%	0.0%	1.21%	0.0%	1.73%	0.74%	1.94%	1.80%	0.0%	1.16%	2.12%	0.86%	0.74%	0.0%	3.70%	0.0%	2.11%	1.69%	0.0%	1.49%	0.0%	0.81%	0.61%	0.37%	1.40%	0.16%	1.80%	0.0%	0.90%	0.47%	1.95%	1.03%	0.0%	3.87%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	326	10	15	12	5	1	18	0	43	45	6	7	0	9	22	2	2	2	7	0	3	4	7	3	9	19	9	9	2	3	6	5	1	19	10	11					
		3.02%	3.01%	7.73%	13.04%	1.52%	0.97%	3.89%	0.0%	3.21%	4.78%	6.0%	2.04%	0.0%	3.89%	8.20%	3.17%	3.70%	0.77%	2.96%	0.0%	1.42%	1.99%	4.32%	2.45%	2.77%	3.58%	4.20%	1.51%	0.90%	2.27%	2.70%	1.19%	0.39%	3.27%	1.93%	3.04%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	125	7	2	1	1	3	10	1	10	19	0	0	0	0	3	1	0	2	6	0	4	1	3	1	2	16	1	2	2	0	2	2	2	9	10	2					
		1.15%	2.10%	1.03%	1.08%	0.30%	2.91%	2.16%	0.37%	0.74%	2.01%	0.0%	0.0%	0.0%	0.0%	1.11%	1.58%	0.0%	0.77%	2.54%	0.0%	1.89%	0.49%	1.85%	0.81%	0.61%	3.01%	0.46%	0.33%	0.90%	0.0%	0.90%	0.47%	0.78%	1.55%	1.93%	0.55%					
22	"5. ""За Русь Святую"""	46	0	1	0	3	0	8	1	6	1	1	1	0	0	2	1	0	0	0	0	3	1	0	0	2	2	1	3	4	0	0	0	0	1	3	1					
		0.42%	0.0%	0.51%	0.0%	0.91%	0.0%	1.73%	0.37%	0.44%	0.10%	1.0%	0.29%	0.0%	0.0%	0.74%	1.58%	0.0%	0.0%	0.0%	0.0%	1.42%	0.49%	0.0%	0.0%	0.61%	0.37%	0.46%	0.50%	1.80%	0.0%	0.0%	0.0%	0.0%	0.17%	0.58%	0.27%					
23	"6. ""Объединенная Российская партия ""Русь"""	42	3	1	2	0	2	0	0	6	2	0	4	0	0	0	1	0	1	1	0	0	0	0	0	1	3	2	0	0	1	1	3	1	0	4	3					
		0.38%	0.90%	0.51%	2.17%	0.0%	1.94%	0.0%	0.0%	0.44%	0.21%	0.0%	1.16%	0.0%	0.0%	0.0%	1.58%	0.0%	0.38%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.56%	0.93%	0.0%	0.0%	0.75%	0.45%	0.71%	0.39%	0.0%	0.77%	0.83%					
24	"7. ""Новый курс - Автомобильная Россия"""	87	4	1	0	6	0	2	0	14	9	0	2	5	5	5	0	0	1	1	1	1	1	1	0	1	4	0	5	2	1	4	5	0	4	0	2					
