Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Аннинская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156					
1	"Число избирателей, внесенных в список избирателей"	38527	1158	1063	1536	2178	1481	1706	1109	1611	1345	1277	1167	1481	922	270	482	515	200	1123	482	168	565	748	354	473	207	325	162	259	429	291	102	931	355	845	450	364	343	463	109	254	152	604	88	111	720	837	548	634	878	1045	917	939	597	465	175	514					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39380	1160	1070	1550	2205	1470	1715	1110	1650	1345	1305	1175	1520	930	275	490	535	215	1165	510	170	610	770	370	480	220	335	170	270	460	320	110	965	380	860	450	370	355	485	115	260	160	610	95	115	720	855	560	660	900	1070	930	960	615	495	180	535					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29089	1019	713	1287	1838	1212	1252	916	1145	1088	1009	774	1134	748	238	331	359	117	951	310	101	494	544	325	356	131	231	103	181	338	192	68	691	315	593	178	159	264	388	62	155	79	519	87	109	635	592	361	511	708	748	442	702	379	367	134	406					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	7437	45	297	157	211	79	318	125	327	160	191	300	237	153	27	145	138	81	157	148	66	56	165	24	110	73	88	56	75	62	56	26	230	31	240	267	201	72	71	46	93	72	74	0	0	67	230	166	102	115	214	404	153	209	91	38	98					
6	Число погашенных избирательных бюллетеней	2853	96	60	106	156	179	145	68	178	97	105	101	149	29	10	14	38	17	57	52	3	60	61	21	14	16	16	11	14	60	72	16	44	34	27	5	10	19	26	7	12	9	17	8	6	18	33	33	47	77	108	84	105	27	37	8	31					
7	Число избирательных бюллетеней в переносных ящиках для голосования	7437	45	297	157	211	79	318	125	327	160	191	300	237	153	27	145	138	81	157	148	66	56	165	24	110	73	88	56	75	62	56	26	230	31	240	267	201	72	71	46	93	72	74	0	0	67	230	166	102	115	214	404	153	209	91	38	98					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29089	1019	713	1287	1838	1212	1252	916	1145	1088	1009	774	1134	748	238	331	359	117	951	310	101	494	544	325	356	131	231	103	181	338	192	68	691	315	593	178	159	264	388	62	155	79	519	87	109	635	592	361	511	708	748	442	702	379	367	134	406					
9	Число недействительных избирательных бюллетеней	108	5	3	2	18	9	26	7	1	0	0	2	0	0	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	11	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	36418	1059	1007	1442	2031	1282	1544	1034	1471	1248	1200	1072	1371	901	265	476	497	198	1094	458	167	550	704	349	466	204	319	159	256	400	247	94	921	346	833	445	360	336	459	108	248	151	593	87	109	701	822	527	610	823	962	835	855	588	458	172	504					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	582	15	15	20	20	15	20	15	25	12	16	15	18	5	5	10	10	5	15	30	5	35	10	10	3	2	3	3	3	22	20	4	15	3	3	5	2	7	10	2	4	4	3	2	2	5	10	10	10	15	15	15	15	5	5	3	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	410	14	3	19	18	13	11	9	24	11	16	7	18	4	0	5	10	5	11	30	0	35	10	7	0	1	0	0	0	22	20	4	15	3	1	0	1	4	10	0	2	3	0	2	0	2	0	5	10	4	10	3	1	1	1	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	170	7	8	10	7	8	7	3	7	2	4	5	1	2	2	5	3	1	3	9	2	3	1	2	2	2	2	2	1	4	5	1	2	2	0	5	1	1	2	1	1	2	2	2	1	4	2	2	1	4	2	3	5	2	2	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	172	1	12	1	2	2	9	6	1	1	0	8	0	1	5	5	0	0	4	0	5	0	0	3	3	1	3	3	3	0	0	0	0	0	2	5	1	3	0	2	2	1	3	0	2	3	10	5	0	11	5	12	14	4	4	1	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0					
