Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Сокольская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №655	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698					
1	"Число избирателей, внесенных в список избирателей"	43341	1385	854	771	1651	1455	2216	2177	2225	1070	1166	1036	1556	2190	669	934	1531	1809	2323	1122	1008	1595	2051	2072	1261	701	283	194	306	170	73	503	94	1037	215	459	293	654	790	210	434	699	99					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	43504	1388	860	757	1664	1453	2245	2213	2239	1078	1174	1039	1554	2222	664	937	1517	1809	2352	1131	1001	1582	2068	2070	1259	691	289	196	308	171	72	509	93	1036	207	468	298	666	796	212	439	714	63					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19436	423	371	391	813	656	1244	1090	1076	504	473	430	822	1035	238	341	649	802	1128	516	425	616	942	987	647	355	152	79	77	67	38	140	30	404	81	230	114	255	277	74	154	268	22					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1788	89	18	13	28	13	32	33	55	25	27	24	33	51	29	73	43	43	36	25	59	47	33	57	29	33	13	20	68	19	9	95	23	88	19	26	25	109	141	26	35	86	38					
6	Число погашенных избирательных бюллетеней	22280	876	471	353	823	784	969	1090	1108	549	674	585	699	1136	397	523	825	964	1188	590	517	919	1093	1026	583	303	124	97	163	85	25	274	40	544	107	212	159	302	378	112	250	360	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1788	89	18	13	28	13	32	33	55	25	27	24	33	51	29	73	43	43	36	25	59	47	33	57	29	33	13	20	68	19	9	95	23	88	19	26	25	109	141	26	35	86	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19340	423	370	391	813	656	1243	1090	1076	504	473	430	822	1035	238	341	649	802	1128	516	366	615	942	987	647	321	152	79	77	67	38	140	30	404	81	230	114	255	277	74	154	268	22					
9	Число недействительных избирательных бюллетеней	431	12	5	4	22	20	22	26	18	5	6	9	19	29	5	7	13	18	20	11	12	21	19	24	24	7	5	2	6	1	0	8	0	9	2	4	1	4	5	3	0	3	0					
10	Число действительных избирательных бюллетеней	20697	500	383	400	819	649	1253	1097	1113	524	494	445	836	1057	262	407	679	827	1144	530	413	641	956	1020	652	347	160	97	139	85	47	227	53	483	98	252	138	360	413	97	189	351	60					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	728	22	14	12	27	24	33	36	36	18	19	17	24	36	11	15	25	30	36	18	16	26	34	33	21	11	10	8	8	3	1	8	2	17	3	8	5	26	13	3	7	12	0					
