Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Тындинская городская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762					
1	"Число избирателей, внесенных в список"	28701	896	717	808	1074	1144	650	1362	482	908	2136	1951	1794	2192	750	2157	1670	1500	1421	1446	1125	934	1030	243	180	131					
2	Число полученных избирательных бюллетеней	27892	850	682	720	980	1120	620	1180	450	850	2070	1920	1750	2120	750	2040	1600	1400	1380	1400	1170	1430	900	230	140	140					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	17233	461	384	384	521	615	231	571	341	524	1278	1246	1166	1316	484	1365	984	885	889	926	782	926	582	150	108	114					
5	"Число избирательных бюллетеней, выданных вне помещения"	398	1	17	3	12	18	3	98	3	1	20	18	12	7	96	16	6	17	22	4	4	8	9	1	1	1					
6	Число погашенных избирательных бюллетеней	10261	388	281	333	447	487	386	511	106	325	772	656	572	797	170	659	610	498	469	470	384	496	309	79	31	25					
7	Число избирательных бюллетеней в переносных ящиках	398	1	17	3	12	18	3	98	3	1	20	18	12	7	96	16	6	17	22	4	4	8	9	1	1	1					
8	Число бюллетеней в стационарных ящиках для голосования	17225	461	383	384	520	615	231	571	341	523	1276	1246	1166	1316	483	1365	982	885	889	926	782	926	582	150	108	114					
9	Число недействительных избирательных бюллетеней	105	5	3	5	5	8	0	0	2	11	7	4	9	2	2	7	4	8	3	6	0	7	7	0	0	0					
10	Число действительных избирательных бюллетеней	17518	457	397	382	527	625	234	669	342	513	1289	1260	1169	1321	577	1374	984	894	908	924	786	927	584	151	109	115					
11	Число полученных открепительных  удостоверений	281	28	10	10	10	10	10	10	10	10	10	10	12	10	10	10	21	10	10	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	137	24	5	1	1	5	1	2	3	1	10	9	12	6	3	7	21	8	7	0	5	2	1	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	77	2	0	2	1	2	1	4	0	1	1	7	3	5	2	3	5	9	4	11	5	6	0	3	0	0					
14	Число неиспользованных открепительных удостоверений	144	4	5	9	9	5	9	8	7	9	0	1	0	4	7	3	0	2	3	10	5	8	9	8	10	9					
15	"Число открепительных удостоверений, выданных в ТИК"	21	1	0	0	0	0	0	0	0	1	0	4	1	2	0	0	3	0	3	1	2	3	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	893	17	23	22	18	36	9	27	18	16	71	63	64	75	31	73	50	57	55	43	37	38	39	9	2	0					
		5.07%	3.68%	5.75%	5.68%	3.38%	5.69%	3.85%	4.04%	5.23%	3.05%	5.48%	4.98%	5.43%	5.67%	5.35%	5.29%	5.06%	6.32%	6.04%	4.62%	4.71%	4.07%	6.60%	5.96%	1.83%	0.00%					
19	. Малышкин Олег Александрович	480	23	9	22	15	18	4	18	10	13	36	45	26	20	20	37	17	18	22	26	17	29	24	8	3	0					
		2.72%	4.98%	2.25%	5.68%	2.82%	2.84%	1.71%	2.69%	2.91%	2.48%	2.78%	3.56%	2.21%	1.51%	3.45%	2.68%	1.72%	2.00%	2.41%	2.80%	2.16%	3.10%	4.06%	5.30%	2.75%	0.00%					
20	. Миронов Сергей Михайлович	100	5	1	2	3	0	0	4	1	1	13	4	11	5	5	5	5	6	8	7	2	4	4	0	1	3					
		0.57%	1.08%	0.25%	0.52%	0.56%	0.00%	0.00%	0.60%	0.29%	0.19%	1.00%	0.32%	0.93%	0.38%	0.86%	0.36%	0.51%	0.67%	0.88%	0.75%	0.25%	0.43%	0.68%	0.00%	0.92%	2.61%					
21	. Путин Владимир Владимирович	13158	331	306	286	404	457	174	522	261	402	941	946	869	1009	427	1039	748	658	680	698	595	698	399	116	86	106					
		74.66%	71.65%	76.50%	73.90%	75.94%	72.20%	74.36%	78.03%	75.87%	76.72%	72.61%	74.84%	73.77%	76.27%	73.75%	75.24%	75.71%	72.95%	74.64%	75.05%	75.70%	74.73%	67.51%	76.82%	78.90%	92.17%					
22	. Хакамада Ирина Муцуовна	664	21	9	13	14	26	14	22	12	20	50	52	46	51	15	49	35	37	30	36	26	48	27	5	3	3					
		3.77%	4.55%	2.25%	3.36%	2.63%	4.11%	5.98%	3.29%	3.49%	3.82%	3.86%	4.11%	3.90%	3.85%	2.59%	3.55%	3.54%	4.10%	3.29%	3.87%	3.31%	5.14%	4.57%	3.31%	2.75%	2.61%					
23	. Харитонов Николай Михайлович	1758	56	39	32	59	74	31	66	30	48	126	113	110	126	72	142	107	89	92	86	86	77	77	9	9	2					
		9.98%	12.12%	9.75%	8.27%	11.09%	11.69%	13.25%	9.87%	8.72%	9.16%	9.72%	8.94%	9.34%	9.52%	12.44%	10.28%	10.83%	9.87%	10.10%	9.25%	10.94%	8.24%	13.03%	5.96%	8.26%	1.74%					
																																
24	Против всех	465	4	10	5	14	14	2	10	10	13	52	37	43	35	7	29	22	29	21	28	23	33	14	4	5	1					
