Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Усть-Коксинская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181					
1	"Число избирателей, внесенных в списки"	11727	420	518	343	246	270	645	257	225	889	1807	273	114	151	464	213	269	194	447	163	272	628	177	227	345	186	148	688	712	286	150					
2	"Число бюллетеней, полученных участковыми комиссиями"	11525	418	515	339	246	270	642	258	221	868	1740	266	110	150	462	207	263	192	442	161	269	604	175	224	345	185	150	673	703	282	145					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6859	225	330	191	139	166	340	146	138	422	910	120	77	97	287	137	206	128	286	131	143	355	123	144	211	100	90	433	474	211	99					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	237	0	0	4	0	10	4	0	24	15	34	1	5	9	25	2	0	0	9	0	3	29	0	2	7	0	0	29	24	1	0					
6	Число погашенных бюллетеней	4423	193	185	144	107	94	298	112	59	431	796	145	28	44	150	68	57	64	147	30	123	220	52	78	127	85	60	211	205	70	40					
7	Число бюллетеней в переносных ящиках для голосования	243	0	0	4	0	10	4	0	24	15	34	1	5	9	25	2	0	0	9	0	3	29	0	2	7	0	0	29	24	1	6					
8	Число бюллетеней в стационарных ящиках для голосования	6858	225	330	191	139	166	340	146	138	422	910	120	77	97	287	137	206	127	286	131	143	355	123	144	211	100	90	433	474	211	99					
9	Число недействительных бюллетеней	166	7	16	5	4	3	8	2	4	8	20	2	1	3	12	1	4	7	7	0	7	7	3	1	1	3	2	4	17	5	2					
10	Число действительных бюллетеней	6935	218	314	190	135	173	336	144	158	429	924	119	81	103	300	138	202	120	288	131	139	377	120	145	217	97	88	458	481	207	103					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	250	10	10	6	6	6	10	6	6	25	25	6	6	6	10	6	6	6	10	6	6	10	6	6	6	6	6	10	10	6	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	26	0	0	1	0	1	3	0	0	1	5	0	1	0	0	0	0	0	2	0	1	0	2	0	0	2	2	2	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	5	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
14	Число погашенных открепительных удостоверений	224	10	10	5	6	5	7	6	6	24	20	6	5	6	10	6	6	6	8	6	5	10	4	6	6	4	4	8	7	6	6					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	202	9	11	5	0	5	11	1	3	16	41	4	2	2	7	8	5	5	7	2	6	11	2	3	4	1	3	11	12	2	3					
