Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Тотемская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779					
1	"Число избирателей, внесенных в список избирателей"	19971	1099	968	953	1029	1512	1033	1279	338	244	363	159	588	224	241	525	141	214	277	162	180	1163	1047	1191	795	957	252	186	1218	279	282	355	418	299					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18080	1000	900	900	1000	1000	1000	1000	350	200	350	150	600	200	250	550	170	200	250	150	180	1000	1000	1000	800	900	250	180	1000	250	250	350	400	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9739	517	476	519	598	760	565	576	193	136	157	71	239	75	124	258	89	76	139	60	72	737	487	493	329	490	146	77	552	108	104	154	219	143					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1301	45	23	38	28	83	40	28	34	18	74	14	77	11	19	38	11	40	35	13	31	22	59	70	58	72	13	13	65	34	27	66	62	40					
6	Число погашенных избирательных бюллетеней	7040	438	401	343	374	157	395	396	123	46	119	65	284	114	107	254	70	84	76	77	77	241	454	437	413	338	91	90	383	108	119	130	119	117					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1301	45	23	38	28	83	40	28	34	18	74	14	77	11	19	38	11	40	35	13	31	22	59	70	58	72	13	13	65	34	27	66	62	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9737	517	476	519	598	760	565	576	193	136	157	71	239	75	124	258	88	76	139	60	72	737	487	493	328	490	146	77	552	108	104	154	219	143					
9	Число недействительных избирательных бюллетеней	192	9	6	10	12	14	14	7	5	2	2	1	8	4	3	10	1	2	3	4	5	12	6	14	8	9	0	2	12	1	2	2	2	0					
10	Число действительных избирательных бюллетеней	10846	553	493	547	614	829	591	597	222	152	229	84	308	82	140	286	98	114	171	69	98	747	540	549	378	553	159	88	605	141	129	218	279	183					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	970	20	75	20	30	140	20	20	30	20	30	20	30	20	20	30	30	20	30	30	30	30	30	20	30	30	20	20	20	20	20	20	25	20					
