Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Перевозская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951					
1	"Число избирателей, внесенных в списки"	12968	2437	1889	1483	1463	269	323	618	208	620	203	81	212	242	641	379	148	372	363	189	451	377					
2	"Число бюллетеней, полученных участковыми комиссиями"	11900	2100	1600	1300	1300	250	300	570	200	570	200	100	230	250	550	350	150	330	350	200	650	350					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8259	1535	1186	964	902	189	171	354	138	378	72	32	163	182	361	257	89	256	267	116	414	233					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	590	13	23	7	59	11	24	24	24	38	75	30	25	36	37	32	12	14	13	11	37	45					
6	Число погашенных бюллетеней	3051	552	391	329	339	50	105	192	38	154	53	38	42	32	152	61	49	60	70	73	199	72					
7	Число бюллетеней в переносных ящиках для голосования	590	13	23	7	59	11	24	24	24	38	75	30	25	36	37	32	12	14	13	11	37	45					
8	Число бюллетеней в стационарных ящиках для голосования	8251	1535	1185	957	902	189	171	354	138	378	72	32	163	182	361	257	89	256	267	116	414	233					
9	Число недействительных бюллетеней	193	21	18	6	23	4	9	5	4	5	1	3	8	0	11	9	6	8	9	1	34	8					
10	Число действительных бюллетеней	8648	1527	1190	958	938	196	186	373	158	411	146	59	180	218	387	280	95	262	271	126	417	270					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	241	30	30	30	30	10	10	10	5	10	5	5	5	5	10	10	5	6	5	5	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	32	10	3	4	3	0	7	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	28	1	2	2	1	0	5	1	0	3	0	0	0	2	1	2	1	0	3	0	3	1					
14	Число погашенных открепительных удостоверений	209	20	27	26	27	10	3	10	5	10	5	5	5	5	9	10	5	6	4	4	9	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	127	13	12	14	9	5	5	11	1	7	4	3	5	0	4	7	2	3	4	3	8	7					
		1.43%	0.83%	0.99%	1.45%	0.93%	2.5%	2.56%	2.91%	0.61%	1.68%	2.72%	4.83%	2.65%	0.0%	1.00%	2.42%	1.98%	1.11%	1.42%	2.36%	1.77%	2.51%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	345	60	71	50	43	6	11	9	5	11	2	0	5	4	11	4	11	11	5	3	16	7					
		3.90%	3.87%	5.87%	5.18%	4.47%	3.0%	5.64%	2.38%	3.08%	2.64%	1.36%	0.0%	2.65%	1.83%	2.76%	1.38%	10.89%	4.07%	1.78%	2.36%	3.54%	2.51%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	222	32	29	15	23	10	8	14	8	6	4	4	9	10	9	4	1	8	10	2	11	5					
		2.51%	2.06%	2.40%	1.55%	2.39%	5.0%	4.10%	3.70%	4.93%	1.44%	2.72%	6.45%	4.78%	4.58%	2.26%	1.38%	0.99%	2.96%	3.57%	1.57%	2.43%	1.79%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	81	16	7	6	11	1	3	9	0	6	0	2	0	2	3	2	1	6	3	0	1	2					
		0.91%	1.03%	0.57%	0.62%	1.14%	0.5%	1.53%	2.38%	0.0%	1.44%	0.0%	3.22%	0.0%	0.91%	0.75%	0.69%	0.99%	2.22%	1.07%	0.0%	0.22%	0.71%					
22	"5. ""За Русь Святую"""	117	22	11	19	20	2	1	1	2	4	1	1	1	0	6	3	1	3	1	5	1	12					
		1.32%	1.42%	0.91%	1.97%	2.08%	1.0%	0.51%	0.26%	1.23%	0.96%	0.68%	1.61%	0.53%	0.0%	1.50%	1.03%	0.99%	1.11%	0.35%	3.93%	0.22%	4.31%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	3	3	0	1	1	0	0	0	2	0	1	0	0	1	0	0	0	0	2	2	0					
		0.18%	0.19%	0.24%	0.0%	0.10%	0.5%	0.0%	0.0%	0.0%	0.48%	0.0%	1.61%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	1.57%	0.44%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	51	14	7	6	3	0	1	3	2	6	0	0	0	0	1	1	0	2	1	0	4	0					
		0.57%	0.90%	0.57%	0.62%	0.31%	0.0%	0.51%	0.79%	1.23%	1.44%	0.0%	0.0%	0.0%	0.0%	0.25%	0.34%	0.0%	0.74%	0.35%	0.0%	0.88%	0.0%					
25	"8. ""Народно-республиканская партия России"""	12	2	0	0	5	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0					
		0.13%	0.12%	0.0%	0.0%	0.52%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	1.61%	0.53%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	1	0	1	1	0	0	0	0	3	0	0	1	1	3	0	0	1	0	0	0	2					
		0.15%	0.06%	0.0%	0.10%	0.10%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.53%	0.45%	0.75%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.71%					
27	"10. ""Аграрная партия России"""	798	77	44	46	55	34	18	36	33	81	16	2	28	28	59	78	20	18	33	1	49	42					
		9.02%	4.97%	3.64%	4.77%	5.72%	17.0%	9.23%	9.52%	20.37%	19.47%	10.88%	3.22%	14.89%	12.84%	14.82%	26.98%	19.80%	6.66%	11.78%	0.78%	10.86%	15.10%					
28	"11. ""Истинные патриоты России"""	8	0	2	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0					
		0.09%	0.0%	0.16%	0.10%	0.0%	0.5%	0.0%	0.0%	0.61%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	0.22%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	118	30	15	27	12	3	0	3	2	3	1	1	3	0	6	1	3	1	1	2	2	2					
