Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Гергебильская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144					
1	"Число избирателей, внесенных в списки"	10654	1523	1590	1319	1684	72	143	589	377	1309	312	61	253	116	378	535	20	58	122	193					
2	"Число бюллетеней, полученных участковыми комиссиями"	9685	1370	1414	1215	1404	72	143	550	364	1209	300	58	240	110	360	500	20	58	112	186					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7719	969	1029	1065	1150	39	143	338	326	1111	212	58	151	89	360	397	19	44	86	133					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	210	30	13	70	0	11	0	0	30	0	18	0	24	0	0	0	0	14	0	0					
6	Число погашенных бюллетеней	1756	371	372	80	254	22	0	212	8	98	70	0	65	21	0	103	1	0	26	53					
7	Число бюллетеней в переносных ящиках для голосования	210	30	13	70	0	11	0	0	30	0	18	0	24	0	0	0	0	14	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	7719	969	1029	1065	1150	39	143	338	326	1111	212	58	151	89	360	397	19	44	86	133					
9	Число недействительных бюллетеней	81	3	17	13	4	0	0	6	3	31	0	0	1	0	0	0	0	0	0	3					
10	Число действительных бюллетеней	7848	996	1025	1122	1146	50	143	332	353	1080	230	58	174	89	360	397	19	58	86	130					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	97	13	10	7	5	2	4	5	5	9	5	2	7	7	7	3	1	1	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	10	2	4	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	6	0	0	0	0	0	0	0	1	3	1	1	0	0	0	0	0	0	0	0					
