Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Омутнинская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873					
1	"Число избирателей, внесенных в списки"	38008	371	1546	1768	1935	1760	1774	1752	1595	1689	1532	1856	1694	1581	777	1460	1007	728	458	1387	126	1189	1156	195	1792	1678	1862	942	529	162	290	187	96	217	96	113	180	356	172					
2	"Число бюллетеней, полученных участковыми комиссиями"	38500	410	1530	1780	1830	1680	1730	1730	1680	1630	1580	1780	1730	1500	810	1530	1010	760	440	1390	150	1180	1150	220	1810	1900	1720	980	580	230	320	210	210	260	110	160	210	360	210					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17479	187	509	562	860	757	823	917	874	757	671	659	671	683	367	699	515	356	340	637	47	598	393	96	984	872	928	404	269	80	139	108	56	125	65	66	115	227	63					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	918	34	35	22	15	37	25	22	7	6	52	18	19	23	27	31	0	12	0	25	1	81	66	18	27	17	20	117	8	23	30	31	9	5	4	18	6	22	5					
6	Число погашенных бюллетеней	20103	189	986	1196	955	886	882	791	799	867	857	1103	1040	794	416	800	495	392	100	728	102	501	691	106	799	1011	772	459	303	127	151	71	145	130	41	76	89	111	142					
7	Число бюллетеней в переносных ящиках для голосования	918	34	35	22	15	37	25	22	7	6	52	18	19	23	27	31	0	12	0	25	1	81	66	18	27	17	20	117	8	23	30	31	9	5	4	18	6	22	5					
8	Число бюллетеней в стационарных ящиках для голосования	17463	187	509	562	858	755	823	916	874	757	671	659	670	683	367	699	515	356	339	633	47	598	393	96	984	872	924	404	268	80	139	108	56	125	65	66	115	227	63					
9	Число недействительных бюллетеней	362	8	21	17	9	17	4	11	10	10	4	11	10	18	6	17	7	4	6	32	3	22	10	6	18	18	19	5	7	2	3	2	2	2	0	0	7	12	2					
10	Число действительных бюллетеней	18019	213	523	567	864	775	844	927	871	753	719	666	679	688	388	713	508	364	333	626	45	657	449	108	993	871	925	516	269	101	166	137	63	128	69	84	114	237	66					
