Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Спасская городская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №896	УИК №897	УИК №898	УИК №899					
1	"Число избирателей, внесенных в списки избирателей"	33557	1308	1675	1511	1008	940	548	1663	1644	1501	1455	1018	1552	478	619	1174	225	741	327	281	870	932	1735	1697	1696	1646	1728	1563	528	1494					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34178	1335	1650	1505	1030	1010	560	1755	1650	1575	1515	1080	1575	470	605	1200	230	750	340	290	875	980	1510	1755	1755	1710	1750	1650	560	1508					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20611	796	1144	889	572	553	332	1020	1025	1024	903	671	897	228	326	716	149	407	222	143	548	557	1167	1044	1101	990	1049	905	312	921					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1179	53	28	71	31	17	19	43	33	43	52	20	70	72	51	15	18	62	25	22	36	16	44	38	29	41	84	66	40	40					
6	Число погашенных избирательных бюллетеней	12388	486	478	545	427	440	209	692	592	508	560	389	608	170	228	469	63	281	93	125	291	407	299	673	625	679	617	679	208	547					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1179	53	28	71	31	17	19	43	33	43	52	20	70	72	51	15	18	62	25	22	36	16	44	38	29	41	84	66	40	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20610	796	1144	889	572	553	332	1020	1025	1024	903	671	897	228	325	716	149	407	222	143	548	557	1167	1044	1101	990	1049	905	312	921					
9	Число недействительных избирательных бюллетеней	233	19	4	12	4	5	1	22	9	5	11	6	8	0	4	3	2	10	0	2	3	3	13	17	8	12	12	9	8	21					
10	Число действительных избирательных бюллетеней	21556	830	1168	948	599	565	350	1041	1049	1062	944	685	959	300	372	728	165	459	247	163	581	570	1198	1065	1122	1019	1121	962	344	940					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	950	37	47	39	28	27	16	49	48	47	38	29	48	10	19	37	6	19	10	9	19	27	48	49	49	48	49	48	11	39					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	325	12	14	15	10	11	5	20	21	16	15	11	19	2	4	7	0	3	1	1	6	13	23	23	15	14	16	6	10	12					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	168	7	6	6	8	6	6	4	2	10	17	7	11	5	4	4	5	4	1	0	5	4	9	3	5	11	10	2	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	625	25	33	24	18	16	11	29	27	31	23	18	29	8	15	30	6	16	9	8	13	14	25	26	34	34	33	42	1	27					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	478	23	17	17	7	16	9	24	20	27	19	21	19	13	9	12	4	2	2	3	15	5	27	20	25	28	28	36	11	19					
		2.19%	2.71%	1.45%	1.77%	1.16%	2.81%	2.56%	2.26%	1.89%	2.53%	1.99%	3.04%	1.96%	4.33%	2.39%	1.64%	2.40%	0.43%	0.81%	1.82%	2.57%	0.87%	2.23%	1.85%	2.21%	2.72%	2.47%	3.71%	3.13%	1.98%					
