Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Большеболдинская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277					
1	"Число избирателей, внесенных в список"	9916	221	123	389	433	1350	1137	1065	542	192	191	53	180	64	367	127	53	682	415	83	504	258	347	395	48	120	445	102	30					
2	Число полученных избирательных бюллетеней	9772	236	115	363	435	1309	1109	1041	546	181	180	50	176	62	358	125	47	708	401	88	495	259	339	418	53	120	425	98	35					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6637	169	99	260	271	858	707	594	357	146	154	39	146	50	228	96	28	462	330	67	325	189	292	231	35	92	335	59	18					
5	"Число избирательных бюллетеней, выданных вне помещения"	455	0	6	12	18	9	9	21	34	14	5	6	17	6	32	4	11	90	40	0	39	20	14	19	6	0	16	1	6					
6	Число погашенных избирательных бюллетеней	2680	67	10	91	146	442	393	426	155	21	21	5	13	6	98	25	8	156	31	21	131	50	33	168	12	28	74	38	11					
7	Число избирательных бюллетеней в переносных ящиках	455	0	6	12	18	9	9	21	34	14	5	6	17	6	32	4	11	90	40	0	39	20	14	19	6	0	16	1	6					
8	Число бюллетеней в стационарных ящиках для голосования	6636	169	99	260	271	858	706	594	357	146	154	39	146	50	228	96	28	462	330	67	325	189	292	231	35	92	335	59	18					
9	Число недействительных избирательных бюллетеней	57	4	0	1	0	5	3	9	2	3	0	0	1	1	0	2	1	8	2	0	6	0	1	4	0	0	4	0	0					
10	Число действительных избирательных бюллетеней	7034	165	105	271	289	862	712	606	389	157	159	45	162	55	260	98	38	544	368	67	358	209	305	246	41	92	347	60	24					
11	Число полученных открепительных  удостоверений	485	10	10	10	50	50	50	50	10	10	10	10	10	10	10	10	10	40	15	10	10	10	10	20	10	10	10	10	10					
12	Число выданных открепительных удостоверений	123	0	0	0	4	14	21	10	0	2	1	0	0	0	0	1	0	35	11	0	4	0	1	17	0	0	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	65	0	2	3	0	2	4	3	1	2	1	3	4	1	1	3	6	6	4	2	3	1	3	1	1	1	5	0	2					
14	Число неиспользованных открепительных удостоверений	362	10	10	10	46	36	29	40	10	8	9	10	10	10	10	9	10	5	4	10	6	10	9	3	10	10	10	10	8					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	206	7	1	4	6	37	24	23	15	1	7	0	3	0	3	9	1	13	7	10	6	3	6	4	0	0	13	2	1					
		2.91%	4.14%	0.95%	1.47%	2.08%	4.27%	3.36%	3.74%	3.84%	0.62%	4.40%	0.00%	1.84%	0.00%	1.15%	9.00%	2.56%	2.36%	1.89%	14.93%	1.65%	1.44%	1.96%	1.60%	0.00%	0.00%	3.70%	3.33%	4.17%					
19	. Малышкин Олег Александрович	305	5	6	10	15	45	31	27	7	13	10	0	8	1	11	6	0	26	17	2	15	7	10	16	1	3	11	2	0					
		4.30%	2.96%	5.71%	3.68%	5.19%	5.19%	4.34%	4.39%	1.79%	8.12%	6.29%	0.00%	4.91%	1.79%	4.23%	6.00%	0.00%	4.71%	4.59%	2.99%	4.12%	3.35%	3.27%	6.40%	2.44%	3.26%	3.13%	3.33%	0.00%					
