Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Кизилюртовская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708					
1	"Число избирателей, внесенных в списки избирателей"	41193	2047	1007	980	1474	436	98	1005	770	767	1256	2396	1467	991	1912	1256	994	1552	360	939	1569	1132	1392	1284	1030	1131	894	1211	1467	1502	1380	1214	1347	1451	1482					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	38968	1945	957	921	1400	414	98	955	732	729	1193	2276	1394	941	1816	1193	944	1474	342	885	1490	1066	1310	1220	978	945	849	1150	1394	1427	1311	1153	1280	1378	1408					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	37054	1501	948	885	1390	397	98	912	709	710	1193	2260	1325	863	1295	1145	920	1467	342	882	1425	1018	1252	1196	958	898	849	1138	1320	1399	1285	1103	1212	1378	1381					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	1914	444	9	36	10	17	0	43	23	19	0	16	69	78	521	48	24	7	0	3	65	48	58	24	20	47	0	12	74	28	26	50	68	0	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	37054	1501	948	885	1390	397	98	912	709	710	1193	2260	1325	863	1295	1145	920	1467	342	882	1425	1018	1252	1196	958	898	849	1138	1320	1399	1285	1103	1212	1378	1381					
9	Число недействительных избирательных бюллетеней	174	0	0	0	0	11	0	0	0	0	0	30	1	0	25	0	0	0	0	0	25	22	0	0	11	0	0	0	40	5	0	4	0	0	0					
10	Число действительных избирательных бюллетеней	36880	1501	948	885	1390	386	98	912	709	710	1193	2230	1324	863	1270	1145	920	1467	342	882	1400	996	1252	1196	947	898	849	1138	1280	1394	1285	1099	1212	1378	1381					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	778	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	13	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
