Выборы Президента Российской Федерации																																																																
Дата голосования: 18.03.2018																																																																
																																																																
"Наименование Избирательной комиссии:    Липецк, Октябрьская №1"																																																																
																																																																
Сводная таблица предварительных итогов голосования																																																																
																																																																
	Число участковых избирательных комиссий	53																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	53																																																														
																																																																
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2264	УИК №2265	УИК №2266	УИК №2267	УИК №2268	УИК №2269	УИК №2270	УИК №2271	УИК №2272	УИК №2273	УИК №2274	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281									
1	"Число избирателей, включенных в список избирателей"	103062	1642	1437	1726	1281	1205	1483	2411	2140	2309	2394	2585	1972	2854	2184	2386	2260	2034	2203	2683	1884	2075	2301	2079	2042	1818	2139	1989	1356	1650	2653	2114	1529	1610	2489	2395	230	2611	1625	1410	2152	2325	1787	1599	1533	2328	2166	2363	2132	2274	1379	1263	2398	175									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	88810	1400	1200	1300	1000	1000	1200	2100	1900	1900	2000	2100	1800	2500	1800	2100	2100	1700	2000	2400	1600	1800	2000	1800	1700	1500	2000	1700	1100	1400	2000	1800	1300	1200	2200	2200	233	2300	1400	1200	1900	2000	1600	1400	1300	2200	1900	2200	1900	2000	1100	1000	2200	177									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	61204	891	909	961	678	597	898	1328	1134	1261	1457	1337	1043	1393	1411	1511	1391	1282	1431	1649	1239	1259	1471	1246	1293	965	1064	1184	828	1069	1599	1342	868	979	1510	1364	109	1573	1046	914	1220	1527	1049	926	880	1542	1348	1497	1325	1390	797	737	1388	94									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2040	48	15	71	25	18	12	62	80	26	42	46	18	54	54	27	37	31	31	34	26	23	39	58	51	10	90	18	38	39	40	14	46	19	48	22	117	69	28	36	50	28	29	28	29	31	36	36	49	48	18	7	10	79									
6	Число погашенных избирательных бюллетеней	25566	461	276	268	297	385	290	710	686	613	501	717	739	1053	335	562	672	387	538	717	335	518	490	496	356	525	846	498	234	292	361	444	386	202	642	814	7	658	326	250	630	445	522	446	391	627	516	667	526	562	285	256	802	4									
