Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Нязепетровская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183					
1	"Число избирателей, внесенных в списки избирателей"	16184	1795	1721	2337	1519	391	2570	410	169	628	154	408	617	85	202	369	979	180	117	219	160	742	266	146					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15620	1700	1600	2300	1500	350	2500	400	180	600	150	400	600	80	190	390	980	170	100	200	150	700	250	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8515	787	918	1275	701	171	1221	176	85	392	108	241	422	73	148	203	507	135	83	136	103	375	160	95					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1493	179	195	126	132	65	101	38	37	78	17	57	34	6	20	80	86	9	17	38	17	86	67	8					
6	Число погашенных избирательных бюллетеней	5611	734	487	899	667	114	1178	186	58	130	25	102	144	1	22	107	386	26	0	26	30	239	23	27					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1493	179	195	126	132	65	101	38	37	78	17	57	34	6	20	80	86	9	17	38	17	86	67	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8511	787	918	1273	699	171	1221	176	85	392	108	241	422	73	148	203	507	135	83	136	103	375	160	95					
9	Число недействительных избирательных бюллетеней	61	9	6	8	9	0	5	2	0	2	1	0	0	0	3	0	2	0	1	0	1	9	3	0					
10	Число действительных избирательных бюллетеней	9943	957	1107	1391	822	236	1317	212	122	468	124	298	456	79	165	283	591	144	99	174	119	452	224	103					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	249	13	27	30	15	5	20	10	5	17	5	5	27	5	5	10	10	5	5	5	5	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	154	6	26	19	5	2	12	0	1	17	5	2	27	3	1	10	10	0	0	1	5	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	100	2	25	8	8	2	2	0	1	2	4	0	9	1	6	1	4	6	1	3	6	8	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	95	7	1	11	10	3	8	10	4	0	0	3	0	2	4	0	0	5	5	4	0	8	5	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	263	8	25	31	25	1	41	3	2	12	3	1	19	2	9	10	16	1	0	4	5	29	9	7					
		2.63%	0.83%	2.25%	2.22%	3.01%	0.42%	3.10%	1.40%	1.64%	2.55%	2.40%	0.34%	4.17%	2.53%	5.36%	3.53%	2.70%	0.69%	0.00%	2.30%	4.17%	6.29%	3.96%	6.80%					
19	2.Всероссийская политическая партия «Гражданская Сила»	36	7	8	3	2	0	4	0	1	1	1	0	1	1	2	1	2	0	0	0	1	0	0	1					
		0.36%	0.72%	0.72%	0.21%	0.24%	0.00%	0.30%	0.00%	0.82%	0.21%	0.80%	0.00%	0.22%	1.27%	1.19%	0.35%	0.34%	0.00%	0.00%	0.00%	0.83%	0.00%	0.00%	0.97%					
20	3.Политическая партия «Демократическая партия России»	5	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.10%	0.09%	0.00%	0.00%	0.42%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1007	92	132	129	58	19	114	16	10	48	10	5	145	3	10	28	60	11	14	5	18	31	39	10					
		10.07%	9.52%	11.86%	9.22%	6.98%	8.05%	8.62%	7.48%	8.20%	10.21%	8.00%	1.68%	31.80%	3.80%	5.95%	9.89%	10.12%	7.64%	14.00%	2.87%	15.00%	6.72%	17.18%	9.71%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	36	2	6	6	1	5	3	1	0	3	0	0	3	0	2	0	1	0	0	1	1	0	1	0					
		0.36%	0.21%	0.54%	0.43%	0.12%	2.12%	0.23%	0.47%	0.00%	0.64%	0.00%	0.00%	0.66%	0.00%	1.19%	0.00%	0.17%	0.00%	0.00%	0.57%	0.83%	0.00%	0.44%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	24	2	1	2	1	1	4	0	1	1	2	0	3	0	0	0	0	0	0	0	0	5	1	0					
		0.24%	0.21%	0.09%	0.14%	0.12%	0.42%	0.30%	0.00%	0.82%	0.21%	1.60%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.44%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	646	64	72	99	60	14	94	12	7	27	15	19	10	2	19	16	42	10	7	9	4	25	13	6					
		6.46%	6.63%	6.47%	7.08%	7.22%	5.93%	7.11%	5.61%	5.74%	5.74%	12.00%	6.38%	2.19%	2.53%	11.31%	5.65%	7.08%	6.94%	7.00%	5.17%	3.33%	5.42%	5.73%	5.83%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	829	77	119	169	89	25	95	9	5	30	6	53	40	2	5	14	18	12	1	14	4	28	8	6					
		8.29%	7.97%	10.69%	12.08%	10.71%	10.59%	7.19%	4.21%	4.10%	6.38%	4.80%	17.79%	8.77%	2.53%	2.98%	4.95%	3.04%	8.33%	1.00%	8.05%	3.33%	6.07%	3.52%	5.83%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	110	15	12	15	7	3	11	4	4	2	0	0	5	2	4	0	4	1	1	6	2	7	4	1					
		1.10%	1.55%	1.08%	1.07%	0.84%	1.27%	0.83%	1.87%	3.28%	0.43%	0.00%	0.00%	1.10%	2.53%	2.38%	0.00%	0.67%	0.69%	1.00%	3.45%	1.67%	1.52%	1.76%	0.97%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6928	682	717	926	578	165	941	167	92	339	87	220	229	67	114	211	446	108	76	133	84	327	149	70					
		69.25%	70.60%	64.42%	66.19%	69.55%	69.92%	71.18%	78.04%	75.41%	72.13%	69.60%	73.83%	50.22%	84.81%	67.86%	74.56%	75.21%	75.00%	76.00%	76.44%	70.00%	70.93%	65.64%	67.96%					
