Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Шатковская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №2442	УИК №2443	УИК №2444	УИК №2445	УИК №2446	УИК №2447	УИК №2448					
1	"Число избирателей, внесенных в списки"	21982	2601	1362	2165	1919	902	1835	194	283	839	127	212	536	109	120	257	111	352	101	476	133	1028	433	564	490	535	333	590	47	391	345	226	360	179	369	669	236	264	204	85					
2	"Число бюллетеней, полученных участковыми комиссиями"	20310	2330	1220	2000	1700	820	1700	180	260	780	120	200	500	100	120	240	110	330	100	450	130	920	400	500	470	500	310	550	45	380	330	220	350	160	370	650	230	250	200	85					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10517	1098	660	1057	766	514	737	96	149	467	83	126	323	73	37	104	57	193	56	171	78	500	176	345	268	175	117	269	17	188	195	125	182	94	199	328	176	158	102	58					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	839	29	31	16	17	22	12	3	16	23	0	11	32	6	38	62	27	10	8	2	19	5	68	8	70	61	37	20	12	29	0	17	9	7	34	61	2	0	15	0					
6	Число погашенных бюллетеней	8954	1203	529	927	917	284	951	81	95	290	37	63	145	21	45	74	26	127	36	277	33	415	156	147	132	264	156	261	16	163	135	78	159	59	137	261	52	92	83	27					
7	Число бюллетеней в переносных ящиках для голосования	839	29	31	16	17	22	12	3	16	23	0	11	32	6	38	62	27	10	8	2	19	5	68	8	70	61	37	20	12	29	0	17	9	7	34	61	2	0	15	0					
8	Число бюллетеней в стационарных ящиках для голосования	10511	1098	660	1057	766	514	731	96	149	467	83	126	323	73	37	104	57	193	56	171	78	500	176	345	268	175	117	269	17	188	195	125	182	94	199	328	176	158	102	58					
9	Число недействительных бюллетеней	222	19	9	7	9	14	7	1	4	10	2	6	10	5	0	5	1	5	0	6	0	12	7	10	6	10	2	4	0	2	2	4	6	15	9	6	3	1	1	2					
10	Число действительных бюллетеней	11128	1108	682	1066	774	522	736	98	161	480	81	131	345	74	75	161	83	198	64	167	97	493	237	343	332	226	152	285	29	215	193	138	185	86	224	383	175	157	116	56					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	489	56	30	49	41	20	40	4	6	19	3	5	12	2	3	6	3	8	2	11	3	23	11	12	11	12	7	13	1	9	8	4	9	4	9	15	5	6	5	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	53	8	4	9	1	4	5	0	2	2	0	0	4	0	0	0	0	6	0	1	0	1	0	0	0	1	1	2	0	1	0	0	0	0	1	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	47	2	5	3	5	1	2	2	0	3	0	1	3	0	0	2	1	0	0	1	0	2	1	2	4	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0					
14	Число погашенных открепительных удостоверений	436	48	26	40	40	16	35	4	4	17	3	5	8	2	3	6	3	2	2	10	3	22	11	12	11	11	6	11	1	8	8	4	9	4	8	15	5	6	5	2					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	"1. ""ЕДИНЕНИЕ"""	163	24	4	14	10	3	8	0	1	12	2	1	10	1	0	1	1	2	0	3	2	0	6	10	10	2	3	6	5	2	0	1	1	7	1	3	3	1	1	2					
		1.43%	2.12%	0.57%	1.30%	1.27%	0.55%	1.07%	0.0%	0.60%	2.44%	2.40%	0.72%	2.81%	1.26%	0.0%	0.60%	1.19%	0.98%	0.0%	1.73%	2.06%	0.0%	2.45%	2.83%	2.95%	0.84%	1.94%	2.07%	17.24%	0.92%	0.0%	0.70%	0.52%	6.93%	0.42%	0.77%	1.68%	0.63%	0.85%	3.44%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	192	36	11	19	17	17	10	0	1	6	0	0	13	1	0	3	1	1	1	3	3	11	0	3	4	3	3	3	0	3	1	1	4	3	2	3	2	2	1	0					
		1.69%	3.19%	1.59%	1.77%	2.17%	3.17%	1.34%	0.0%	0.60%	1.22%	0.0%	0.0%	3.66%	1.26%	0.0%	1.80%	1.19%	0.49%	1.56%	1.73%	3.09%	2.17%	0.0%	0.84%	1.18%	1.27%	1.94%	1.03%	0.0%	1.38%	0.51%	0.70%	2.09%	2.97%	0.85%	0.77%	1.12%	1.26%	0.85%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	298	15	19	13	21	28	12	4	6	14	4	3	10	1	1	1	3	5	0	3	1	13	6	20	16	5	0	16	4	6	5	6	4	5	8	9	2	4	1	4					
		2.62%	1.33%	2.74%	1.21%	2.68%	5.22%	1.61%	4.04%	3.63%	2.85%	4.81%	2.18%	2.81%	1.26%	1.33%	0.60%	3.57%	2.46%	0.0%	1.73%	1.03%	2.57%	2.45%	5.66%	4.73%	2.11%	0.0%	5.53%	13.79%	2.76%	2.56%	4.22%	2.09%	4.95%	3.43%	2.31%	1.12%	2.53%	0.85%	6.89%					
