Выборы Президента Российской Федерации																																																																
Дата голосования: 02.03.2008																																																																
																																																																
Наименование Избирательной комиссии:    Красноуфимская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
	Число участковых избирательных комиссий	57																																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	57																																																														
																																																																
		Сумма	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №548	УИК №549	УИК №600	УИК №601					
1	"Число избирателей, включенных в списки избирателей"	24042	127	129	1012	380	228	94	360	102	615	161	498	431	374	459	827	95	406	181	705	411	376	99	389	122	711	139	311	163	336	363	1194	941	67	704	1000	454	321	348	545	353	97	270	211	323	224	784	416	337	1172	744	329	103	383	625	766	478	249					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21680	130	128	935	350	210	98	295	97	560	155	450	400	335	420	705	94	375	180	650	350	330	95	345	115	665	145	280	160	305	325	1130	800	68	615	895	410	295	330	435	320	96	240	195	295	200	645	360	340	1010	625	310	104	360	570	700	405	245					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	13295	79	81	533	220	132	64	257	53	343	94	281	274	242	262	485	60	245	118	448	198	262	65	213	93	360	81	114	90	201	211	664	448	44	362	516	284	239	184	254	176	56	135	109	165	134	433	267	185	524	397	175	54	199	326	407	277	122					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1620	14	13	104	24	26	2	22	11	50	20	33	9	21	35	27	3	24	11	44	49	26	10	27	10	34	23	68	9	20	37	66	83	12	21	84	14	15	10	32	13	5	23	10	21	18	35	29	28	100	40	30	10	25	34	29	11	16					
6	Число погашенных избирательных бюллетеней	6765	37	34	298	106	52	32	16	33	167	41	136	117	72	123	193	31	106	51	158	103	42	20	105	12	271	41	98	61	84	77	400	269	12	232	295	112	41	136	149	131	35	82	76	109	48	177	64	127	386	188	105	40	136	210	264	117	107					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1620	14	13	104	24	26	2	22	11	50	20	33	9	21	35	27	3	24	11	44	49	26	10	27	10	34	23	68	9	20	37	66	83	12	21	84	14	15	10	32	13	5	23	10	21	18	35	29	28	100	40	30	10	25	34	29	11	16					
8	Число бюллетеней в стационарных ящиках для голосования	13294	79	81	533	220	132	64	257	53	343	94	281	274	242	262	485	60	245	118	448	198	262	65	213	93	360	81	114	90	201	211	664	448	44	362	516	284	239	184	254	176	56	135	109	165	134	433	267	185	524	397	175	54	199	326	407	277	121					
9	Число недействительных избирательных бюллетеней	204	3	0	11	2	1	2	4	0	6	1	3	5	5	3	7	0	0	0	6	4	5	0	4	0	2	1	1	2	2	1	9	5	0	8	2	4	1	2	2	4	0	0	2	1	2	12	2	6	16	13	3	0	1	8	14	5	1					
10	Число действительных избирательных бюллетеней	14710	90	94	626	242	157	64	275	64	387	113	311	278	258	294	505	63	269	129	486	243	283	75	236	103	392	103	181	97	219	247	721	526	56	375	598	294	253	192	284	185	61	158	117	185	150	456	294	207	608	424	202	64	223	352	422	283	136					
11	Число полученных открепительных  удостоверений	435	13	2	15	9	11	3	28	0	20	0	7	7	5	8	11	1	13	4	11	3	10	2	4	0	10	5	7	2	4	5	18	22	5	8	9	7	5	3	10	8	2	8	9	6	3	13	5	26	11	8	8	4	2	4	3	5	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	419	13	2	15	9	11	3	28	0	20	0	2	7	5	8	11	1	12	4	11	3	10	2	4	0	10	5	7	2	4	5	18	22	5	8	9	7	5	3	10	7	2	8	8	6	3	13	3	26	11	8	8	2	2	4	3	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	152	2	0	11	2	2	2	1	0	2	1	4	2	2	5	4	0	1	3	4	0	3	0	1	2	4	0	1	3	3	2	9	5	6	6	3	3	1	2	3	5	1	4	2	2	2	5	2	2	3	4	2	1	1	5	2	4	0					
14	Число неиспользованных открепительных удостоверений	16	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	1	3					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	13	0	0	0	3	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	Богданов Андрей Владимирович	151	1	0	3	5	1	1	1	3	7	1	1	2	1	0	8	1	0	6	2	2	5	1	7	2	9	0	1	0	2	0	9	6	0	8	5	3	4	1	3	2	0	2	0	1	0	5	0	4	5	2	2	0	3	2	7	2	2					
		1.01%	1.08%	0.00%	0.47%	2.05%	0.63%	1.52%	0.36%	4.69%	1.78%	0.88%	0.32%	0.71%	0.38%	0.00%	1.56%	1.59%	0.00%	4.65%	0.41%	0.81%	1.74%	1.33%	2.92%	1.94%	2.28%	0.00%	0.55%	0.00%	0.90%	0.00%	1.23%	1.13%	0.00%	2.09%	0.83%	1.01%	1.57%	0.52%	1.05%	1.06%	0.00%	1.27%	0.00%	0.54%	0.00%	1.07%	0.00%	1.88%	0.80%	0.46%	0.98%	0.00%	1.34%	0.56%	1.61%	0.69%	1.46%					
19	Жириновский Владимир Вольфович	1647	12	8	55	32	29	2	17	3	28	18	29	35	27	35	83	13	44	19	67	10	24	10	15	7	54	8	25	15	26	20	103	60	6	51	65	18	12	13	22	22	7	15	16	11	9	39	18	28	90	47	18	8	37	49	56	29	28					
		11.04%	12.90%	8.51%	8.63%	13.11%	18.35%	3.03%	6.09%	4.69%	7.12%	15.79%	9.24%	12.37%	10.27%	11.78%	16.21%	20.63%	16.36%	14.73%	13.62%	4.05%	8.33%	13.33%	6.25%	6.80%	13.71%	7.69%	13.74%	15.15%	11.76%	8.06%	14.11%	11.30%	10.71%	13.32%	10.83%	6.04%	4.72%	6.70%	7.69%	11.64%	11.48%	9.49%	13.45%	5.91%	5.92%	8.33%	6.08%	13.15%	14.42%	10.76%	8.78%	12.50%	16.52%	13.61%	12.84%	10.07%	20.44%					
20	Зюганов Геннадий Андреевич	2307	4	19	65	34	17	8	29	5	89	9	38	34	37	27	60	2	20	20	30	24	36	16	47	19	62	13	34	9	17	30	134	125	1	74	105	82	66	65	74	52	11	23	27	54	29	74	68	23	91	78	22	18	23	30	52	33	19					
		15.47%	4.30%	20.21%	10.20%	13.93%	10.76%	12.12%	10.39%	7.81%	22.65%	7.89%	12.10%	12.01%	14.07%	9.09%	11.72%	3.17%	7.43%	15.50%	6.10%	9.72%	12.50%	21.33%	19.58%	18.45%	15.74%	12.50%	18.68%	9.09%	7.69%	12.10%	18.36%	23.54%	1.79%	19.32%	17.50%	27.52%	25.98%	33.51%	25.87%	27.51%	18.03%	14.56%	22.69%	29.03%	19.08%	15.81%	22.97%	10.80%	14.58%	17.85%	10.73%	28.13%	10.27%	8.33%	11.93%	11.46%	13.87%					
