Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Таврическая																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590					
1	"Число избирателей, внесенных в список избирателей"	28004	1576	1006	1412	1172	1662	1599	1085	1097	351	536	483	235	343	251	955	120	1014	154	1023	325	145	1135	234	301	187	219	256	234	185	1081	75	1234	153	138	121	1510	1132	109	76	222	1079	196	215	782	112	249	154	71					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27692	1572	1103	1409	1168	1276	1502	1085	1114	350	539	510	234	338	254	977	110	1009	153	1018	326	144	1124	246	294	193	223	252	221	175	1066	70	1318	159	136	125	1507	1128	111	68	217	1099	195	236	782	107	232	151	66					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17091	932	600	749	644	1046	850	618	603	177	305	372	150	237	219	599	84	685	106	551	135	90	791	226	260	137	171	150	173	134	671	48	790	133	120	74	837	597	52	41	154	676	92	85	487	84	213	91	52					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1520	65	22	54	21	47	149	25	28	152	42	14	42	19	4	65	5	19	10	92	22	0	39	8	17	10	15	14	0	11	65	8	90	4	7	8	95	47	9	3	2	58	27	15	46	6	10	9	0					
6	Число погашенных избирательных бюллетеней	9081	575	481	606	503	183	503	442	483	21	192	124	42	82	31	313	21	305	37	375	169	54	294	12	17	46	37	88	48	30	330	14	438	22	9	43	575	484	50	24	61	365	76	136	249	17	9	51	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1520	65	22	54	21	47	149	25	28	152	42	14	42	19	4	65	5	19	10	92	22	0	39	8	17	10	15	14	0	11	65	8	90	4	7	8	95	47	9	3	2	58	27	15	46	6	10	9	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17089	932	600	749	644	1046	850	618	603	177	305	372	150	237	219	599	84	685	106	551	135	90	791	226	260	137	171	150	173	134	671	47	790	133	120	74	837	597	52	41	154	676	92	85	486	84	213	91	52					
9	Число недействительных избирательных бюллетеней	395	24	14	19	11	8	24	20	10	12	7	9	6	0	0	15	0	12	5	11	2	0	11	3	8	5	3	2	4	9	21	4	12	0	0	1	21	11	1	1	7	35	1	4	16	1	0	3	2					
10	Число действительных избирательных бюллетеней	18214	973	608	784	654	1085	975	623	621	317	340	377	186	256	223	649	89	692	111	632	155	90	819	231	269	142	183	162	169	136	715	51	868	137	127	81	911	633	60	43	149	699	118	96	516	89	223	97	50					
