Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Таврическая																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615					
1	"Число избирателей, внесенных в списки избирателей"	26532	1897	2387	1834	2721	1317	462	900	116	524	337	235	241	909	143	970	155	310	678	118	245	168	76	1140	253	310	189	218	185	206	246	990	80	1252	141	127	133	2538	106	62	192	1054	196	171					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24045	1600	2000	1500	2300	1100	425	770	116	510	328	235	243	930	143	985	150	321	640	118	253	172	89	990	282	312	204	235	187	215	237	950	81	1287	140	113	130	2000	104	64	217	1000	184	185					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19575	1373	1609	1206	1931	706	359	708	97	463	293	172	241	749	113	749	122	260	589	105	234	155	72	904	231	248	151	179	123	187	212	706	64	919	118	113	106	1622	91	58	184	784	132	137					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1986	134	111	88	256	337	37	55	15	12	22	36	0	40	0	77	18	18	49	8	10	10	2	41	22	13	7	0	4	19	4	115	16	78	10	0	8	200	10	0	0	60	29	15					
6	Число погашенных избирательных бюллетеней	2484	93	280	206	113	57	29	7	4	35	13	27	2	141	30	159	10	43	2	5	9	7	15	45	29	51	46	56	60	9	21	129	1	290	12	0	16	178	3	6	33	156	23	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1986	134	111	88	256	337	37	55	15	12	22	36	0	40	0	77	18	18	49	8	10	10	2	41	22	13	7	0	4	19	4	115	16	78	10	0	8	200	10	0	0	60	29	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19572	1373	1609	1206	1931	706	359	708	97	463	293	172	241	749	113	749	122	260	589	105	234	155	72	904	231	248	151	179	123	187	212	706	64	919	118	113	106	1620	91	58	184	783	132	137					
9	Число недействительных избирательных бюллетеней	355	16	25	23	33	9	7	12	3	5	0	3	1	16	3	35	2	11	9	6	17	1	0	4	2	1	3	0	0	1	4	13	2	14	0	3	2	27	0	1	12	27	0	2					
10	Число действительных избирательных бюллетеней	21203	1491	1695	1271	2154	1034	389	751	109	470	315	205	240	773	110	791	138	267	629	107	227	164	74	941	251	260	155	179	127	205	212	808	78	983	128	110	112	1793	101	57	172	816	161	150					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	665	40	40	30	40	30	15	30	10	15	10	10	10	25	5	25	10	10	20	10	10	10	10	20	10	10	10	10	10	10	10	30	5	40	5	5	0	30	5	5	5	20	5	5					
