Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Гагинская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721					
1	"Число избирателей, внесенных в списки"	11588	898	1479	982	302	121	201	116	216	287	301	148	312	99	87	530	108	293	483	99	114	136	320	148	150	280	50	67	523	163	69	325	199	79	298	184	229	615	170	407					
2	"Число бюллетеней, полученных участковыми комиссиями"	10396	800	1300	793	266	112	185	109	189	244	284	133	282	101	81	496	102	261	431	96	104	123	282	133	129	267	56	65	482	142	69	297	174	82	273	158	206	574	155	360					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6555	439	747	465	163	77	96	76	150	198	156	84	183	66	64	272	41	135	325	76	82	104	187	99	125	177	46	53	248	94	47	203	95	46	196	74	137	384	93	252					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	835	28	17	24	13	10	39	0	10	12	39	23	85	19	5	47	43	31	13	7	0	8	40	0	0	19	0	7	62	14	0	41	32	5	20	30	22	25	20	25					
6	Число погашенных бюллетеней	3006	333	536	304	90	25	50	33	29	34	89	26	14	16	12	177	18	95	93	13	22	11	55	34	4	71	10	5	172	34	22	53	47	31	57	54	47	165	42	83					
7	Число бюллетеней в переносных ящиках для голосования	835	28	17	24	13	10	39	0	10	12	39	23	85	19	5	47	43	31	13	7	0	8	40	0	0	19	0	7	62	14	0	41	32	5	20	30	22	25	20	25					
8	Число бюллетеней в стационарных ящиках для голосования	6555	439	747	465	163	77	96	76	150	198	156	84	183	66	64	272	41	135	325	76	82	104	187	99	125	177	46	53	248	94	47	203	95	46	196	74	137	384	93	252					
9	Число недействительных бюллетеней	160	5	8	8	6	6	0	3	6	7	5	1	8	3	2	9	3	2	10	1	0	0	3	0	10	2	0	1	5	5	1	11	1	0	7	3	2	6	2	8					
10	Число действительных бюллетеней	7230	462	756	481	170	81	135	73	154	203	190	106	260	82	67	310	81	164	328	82	82	112	224	99	115	194	46	59	305	103	46	233	126	51	209	101	157	403	111	269					
