Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Хивская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474	УИК №1475	УИК №1476	УИК №1477	УИК №1478	УИК №1479	УИК №1480	УИК №1481	УИК №1482	УИК №1483	УИК №1484					
1	"Число избирателей, внесенных в список"	11250	121	90	48	523	575	88	133	643	266	609	268	253	57	400	109	546	250	294	557	860	134	127	72	1437	437	410	94	369	191	155	257	348	111	266	152					
2	Число полученных избирательных бюллетеней	11989	147	89	48	523	760	90	146	638	266	709	284	272	79	400	138	549	245	352	597	855	157	138	104	1417	472	416	94	442	216	171	257	336	133	266	183					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10286	115	88	46	497	312	88	101	579	244	557	267	243	49	380	105	521	237	287	518	824	127	127	72	1287	392	390	86	357	149	142	256	331	108	252	152					
5	"Число избирательных бюллетеней, выданных вне помещения"	154	0	0	0	5	87	0	0	12	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	11	4	0	0	22	0	0	0	0	4	0					
6	Число погашенных избирательных бюллетеней	1549	32	1	2	21	361	2	45	47	22	152	17	29	24	20	33	28	5	65	79	31	30	11	32	130	69	22	8	85	45	29	1	5	25	10	31					
7	Число избирательных бюллетеней в переносных ящиках	154	0	0	0	5	87	0	0	12	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	11	4	0	0	22	0	0	0	0	4	0					
8	Число бюллетеней в стационарных ящиках для голосования	10286	115	88	46	497	312	88	101	579	244	557	267	243	49	380	105	521	237	287	518	824	127	127	72	1287	392	390	86	357	149	142	256	331	108	252	152					
9	Число недействительных избирательных бюллетеней	47	0	0	0	0	23	0	0	1	5	4	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0					
10	Число действительных избирательных бюллетеней	10393	115	88	46	502	376	88	101	590	239	553	267	243	55	380	105	517	240	287	518	824	127	127	72	1286	403	394	86	357	171	142	247	331	108	256	152					
11	Число полученных открепительных  удостоверений	158	0	0	0	15	5	0	0	5	5	10	5	5	0	5	0	5	0	5	5	10	0	5	3	50	5	5	0	5	0	0	0	5	0	0	0					
12	Число выданных открепительных удостоверений	12	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	11	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	146	0	0	0	15	5	0	0	5	5	7	5	5	0	5	0	5	0	5	5	10	0	5	3	41	5	5	0	5	0	0	0	5	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																										
18	. Глазьев Сергей Юрьевич	38	0	0	0	0	0	0	0	3	1	0	5	2	0	0	0	4	0	0	0	0	0	1	0	3	0	0	0	2	1	2	2	12	0	0	0					
		0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.41%	0.00%	1.87%	0.82%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.23%	0.00%	0.00%	0.00%	0.56%	0.58%	1.41%	0.78%	3.63%	0.00%	0.00%	0.00%					
19	. Малышкин Олег Александрович	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	9614	112	85	43	477	311	86	92	498	220	523	250	228	54	351	101	488	226	250	492	790	120	124	63	1159	388	382	85	342	154	121	233	290	105	223	148					
