Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
"Наименование Избирательной комиссии:    Рыбинск, Волжская"																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323					
1	"Число избирателей, внесенных в список избирателей"	86037	844	1894	1967	1896	1580	1532	1506	1780	1674	1672	1644	1394	1938	1566	1483	1550	1798	1874	1713	1893	1805	1610	1763	1563	1266	1172	1808	1337	1439	1667	1786	1860	1966	1781	1739	1638	1647	1599	1613	1616	1681	1452	1783	1381	1174	1180	1550	1452	1640	2013	1591	1492	1385	390					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	83100	800	1800	1900	1900	1500	1500	1500	1800	1600	1600	1600	1300	1900	1500	1400	1500	1700	1800	1700	1900	1800	1600	1700	1500	1200	1100	1800	1300	1400	1600	1800	1800	1900	1700	1700	1600	1600	1500	1500	1500	1600	1400	1700	1300	1100	1100	1500	1400	1600	2000	1500	1400	1300	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	43760	447	926	1080	923	891	842	834	883	851	756	775	605	879	744	726	707	858	866	847	953	944	908	964	880	659	670	950	644	711	946	947	843	942	915	817	849	888	873	889	886	882	775	950	771	673	665	855	742	769	1011	640	695	742	72					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1995	35	56	20	27	16	18	9	11	22	55	45	53	92	33	35	40	50	22	32	49	24	27	24	31	10	14	31	29	34	31	25	22	33	53	31	34	33	28	35	33	39	43	22	46	10	19	32	21	29	21	23	36	34	318					
6	Число погашенных избирательных бюллетеней	37345	318	818	800	950	593	640	657	906	727	789	780	642	929	723	639	753	792	912	821	898	832	665	712	589	531	416	819	627	655	623	828	935	925	732	852	717	679	599	576	581	679	582	728	483	417	416	613	637	802	968	837	669	524	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1995	35	56	20	27	16	18	9	11	22	55	45	53	92	33	35	40	50	22	32	49	24	27	24	31	10	14	31	29	34	31	25	22	33	53	31	34	33	28	35	33	39	43	22	46	10	19	32	21	29	21	23	36	34	318					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	43729	447	926	1080	921	891	842	834	882	851	756	775	605	878	744	726	706	857	863	847	951	944	908	953	880	659	670	950	642	711	946	947	842	942	915	817	849	888	873	889	886	882	775	949	771	673	665	855	741	768	1010	639	695	741	72					
9	Число недействительных избирательных бюллетеней	677	6	6	16	20	9	5	12	13	12	11	13	12	16	22	15	12	19	5	22	22	13	14	11	11	6	13	20	8	12	9	5	17	11	12	11	7	12	13	15	18	13	12	8	8	11	10	16	14	15	21	16	16	8	3					
10	Число действительных избирательных бюллетеней	45047	476	976	1084	928	898	855	831	880	861	800	807	646	954	755	746	734	888	880	857	978	955	921	966	900	663	671	961	663	733	968	967	847	964	956	837	876	909	888	909	901	908	806	963	809	672	674	871	748	782	1010	646	715	767	387					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1350	15	30	30	30	20	20	25	30	40	30	20	20	30	20	20	20	30	30	30	30	30	25	30	20	20	20	30	30	20	30	30	30	30	30	30	20	20	28	22	30	30	20	30	30	20	20	25	20	20	30	20	20	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	985	12	24	27	26	17	12	22	25	32	25	10	10	20	16	15	17	11	12	20	17	19	20	14	19	14	17	21	21	15	20	21	18	26	17	21	16	12	22	22	27	21	10	21	29	14	15	21	11	18	28	11	16	18	0					
