Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Иволгинская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244					
1	"Число избирателей, внесенных в списки"	16992	216	1492	1472	187	946	816	814	631	435	260	1311	885	1181	1328	233	98	276	529	526	704	922	1153	446	131					
2	"Число бюллетеней, полученных участковыми комиссиями"	17750	260	1500	1500	200	980	880	870	660	480	280	1250	890	1250	1350	250	95	430	560	550	750	950	1200	480	135					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8684	156	560	584	97	418	330	428	206	267	155	666	441	741	721	118	60	256	309	288	417	525	601	217	123					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	571	19	17	9	6	42	12	18	12	42	22	33	26	27	17	13	21	20	59	16	18	32	56	34	0					
6	Число погашенных бюллетеней	8495	85	923	907	97	520	538	424	442	171	103	551	423	482	612	119	14	154	192	246	315	393	543	229	12					
7	Число бюллетеней в переносных ящиках для голосования	571	19	17	9	6	42	12	18	12	42	22	33	26	27	17	13	21	20	59	16	18	32	56	34	0					
8	Число бюллетеней в стационарных ящиках для голосования	8659	156	560	584	97	418	330	426	206	267	155	666	441	741	721	118	60	256	309	288	394	525	601	217	123					
9	Число недействительных бюллетеней	263	8	16	10	7	8	13	18	15	20	1	20	19	18	10	3	2	9	7	10	5	15	10	8	11					
10	Число действительных бюллетеней	8967	167	561	583	96	452	329	426	203	289	176	679	448	750	728	128	79	267	361	294	407	542	647	243	112					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	4	25	25	3	18	15	15	12	6	4	20	15	20	20	4	2	5	12	12	14	16	20	10	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	65	3	2	6	0	4	1	4	2	3	2	0	2	4	15	0	0	2	1	3	7	0	4	0	0					
