Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																				
Дата голосования: 04.12.2011																																																				
																																																				
"Наименование Избирательной комиссии:    Смоленск, Заднепровская"																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531					
1	"Число избирателей, внесенных в список избирателей"	76902	688	1710	1811	1393	1481	2662	1492	517	365	1805	1384	2172	787	1301	2344	2033	2503	2208	1957	307	2068	2042	2327	2097	1756	2130	1613	1916	2383	1735	2026	2051	1525	1450	1637	2135	1980	2012	1870	609	893	2740	2402	1788	797					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	75300	650	1700	1800	1350	1450	2400	1300	500	350	1800	1350	2150	750	1250	2350	2000	2450	2200	1950	300	2050	2000	2300	2100	1750	2100	1600	1900	2350	1750	2000	2050	1500	1400	1600	2100	1950	2000	1850	600	850	2750	2250	1750	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	33466	182	717	873	573	535	1302	689	165	64	712	1030	1233	245	520	1130	882	1124	966	928	65	1063	999	1079	1049	605	1044	812	923	1155	845	1064	915	598	526	550	596	794	739	737	160	283	1241	865	593	296					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1700	72	15	12	41	45	48	25	13	16	33	30	23	16	17	27	62	23	36	41	35	6	9	11	27	10	37	35	14	28	11	15	26	45	52	76	98	67	18	55	47	53	48	229	30	23					
6	Число погашенных избирательных бюллетеней	40134	396	968	915	736	870	1050	586	322	270	1055	290	894	489	713	1193	1056	1303	1198	981	200	981	992	1210	1024	1135	1019	753	963	1167	894	921	1109	857	822	974	1406	1089	1243	1058	393	514	1461	1156	1127	381					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1700	72	15	12	41	45	48	25	13	16	33	30	23	16	17	27	62	23	36	41	35	6	9	11	27	10	37	35	14	28	11	15	26	45	52	76	98	67	18	55	47	53	48	229	30	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33455	182	715	873	573	535	1301	689	165	64	711	1029	1233	245	520	1130	882	1124	966	928	65	1063	999	1079	1047	605	1044	812	923	1155	845	1064	915	598	526	550	596	793	737	737	160	283	1241	865	593	295					
9	Число недействительных избирательных бюллетеней	535	1	11	12	10	9	17	10	1	2	9	12	23	6	9	17	16	14	18	10	1	9	10	6	9	7	17	14	17	35	15	15	16	7	9	13	9	12	21	16	4	11	20	21	7	7					
10	Число действительных избирательных бюллетеней	34620	253	719	873	604	571	1332	704	177	78	735	1047	1233	255	528	1140	928	1133	984	959	99	1060	998	1084	1065	608	1064	833	920	1148	841	1064	925	636	569	613	685	848	734	776	203	325	1269	1073	616	311					
