Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
"Наименование Избирательной комиссии:    Смоленск, Заднепровская"																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534					
1	"Число избирателей, внесенных в списки избирателей"	78701	2166	1934	2114	1499	2528	1526	885	2695	800	1207	3020	2524	2756	2596	2383	2393	1970	2384	2193	2824	2992	2402	2498	1806	2159	2116	1567	1386	1787	2307	2069	2054	1994	1461	1932	2510	2409	855					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	70850	1800	1900	2000	1500	2500	1400	800	2600	700	1000	2900	2500	2500	2500	2200	2300	1900	2000	2000	2500	2500	2000	2000	1500	2000	2000	1300	1200	1500	1800	1700	1700	1600	1200	1900	2450	2250	750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	39179	1186	1085	922	726	1368	786	205	1714	250	513	1781	1361	1333	1273	1037	1291	1162	1359	1109	1520	1542	1303	1293	969	1198	1076	650	558	735	888	968	965	968	526	953	1197	1027	382					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2543	32	33	110	74	61	61	133	98	48	58	69	30	117	58	155	50	20	26	19	49	64	38	48	31	39	49	71	76	86	84	73	59	57	127	87	50	167	36					
6	Число погашенных избирательных бюллетеней	29128	582	782	968	700	1071	553	462	788	402	429	1050	1109	1050	1169	1008	959	718	615	872	931	894	659	659	500	763	875	579	566	679	828	659	676	575	547	860	1203	1056	332					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2543	32	33	110	74	61	61	133	98	48	58	69	30	117	58	155	50	20	26	19	49	64	38	48	31	39	49	71	76	86	84	73	59	57	127	87	50	167	36					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	39107	1184	1085	922	725	1368	786	205	1714	250	513	1779	1361	1333	1273	1036	1291	1160	1359	1108	1471	1542	1302	1292	968	1196	1076	650	558	735	888	967	963	968	526	951	1196	1025	381					
9	Число недействительных избирательных бюллетеней	850	23	26	33	10	33	9	3	22	5	14	41	24	75	22	26	24	11	20	22	27	26	15	28	15	20	17	20	16	28	39	36	19	23	14	17	19	22	6					
10	Число действительных избирательных бюллетеней	40800	1193	1092	999	789	1396	838	335	1790	293	557	1807	1367	1375	1309	1165	1317	1169	1365	1105	1493	1580	1325	1312	984	1215	1108	701	618	793	933	1004	1003	1002	639	1021	1227	1170	411					
