Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Усть-Илимская городская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358					
1	"Число избирателей, внесенных в списки"	71726	2248	1401	2202	2266	2347	2623	2089	2207	926	2137	1472	2850	2275	2922	2858	2782	2856	2794	2208	2063	2912	2934	2567	2963	2838	2980	3007	3025	2974					
2	"Число бюллетеней, полученных участковыми комиссиями"	70400	2200	1400	2200	2200	2300	2550	2100	2200	900	2100	1350	2600	2200	2800	2800	2750	2850	2800	2200	2050	2900	2900	2600	2950	2700	2950	2950	2950	2950					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	32433	1006	661	1152	1108	1053	1057	892	1048	411	779	475	1238	1023	1324	1420	1367	1389	1258	1069	970	1419	1379	1212	1249	1292	1358	1325	1373	1126					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	681	30	20	25	20	29	11	32	33	56	25	18	15	18	21	18	15	27	27	15	15	22	24	28	30	15	26	19	25	22					
6	Число погашенных бюллетеней	37286	1164	719	1023	1072	1218	1482	1176	1119	433	1296	857	1347	1159	1455	1362	1368	1434	1515	1116	1065	1459	1497	1360	1671	1393	1566	1606	1552	1802					
7	Число бюллетеней в переносных ящиках для голосования	681	30	20	25	20	29	11	32	33	56	25	18	15	18	21	18	15	27	27	15	15	22	24	28	30	15	26	19	25	22					
8	Число бюллетеней в стационарных ящиках для голосования	32417	1006	661	1152	1107	1053	1057	892	1048	411	779	475	1238	1023	1323	1420	1367	1386	1258	1069	970	1419	1379	1211	1245	1289	1355	1325	1373	1126					
9	Число недействительных бюллетеней	227	7	4	7	6	9	11	1	6	3	11	8	12	15	13	20	5	6	11	5	6	8	9	8	2	10	12	5	3	4					
10	Число действительных бюллетеней	32871	1029	677	1170	1121	1073	1057	923	1075	464	793	485	1241	1026	1331	1418	1377	1407	1274	1079	979	1433	1394	1231	1273	1294	1369	1339	1395	1144					
